"Text","Year","Gender","Event","Mark","Class","State","Event.raw"
"AAA Jared Rivera Grants 14.84 ","2004","Boys","110m H","14.84 ","AAA ","New Mexico","110 M H"
"AA Derek Chavez Loving 15.57 ","2004","Boys","110m H","15.57 ","AA ","New Mexico","110 M H"
"A Jeremy Gauna Mountainair 42.07 ","2004","Boys","110m H","42.07 ","A ","New Mexico","110 M H"
"AAAAA Jay White Alamogordo 39.2 ","2004","Boys","300m Hurdles","39.2 ","AAAAA ","New Mexico","300 M Hurdles"
"AAAA  Will Bernitsky Abq. Academy 38.77 ","2004","Boys","300m Hurdles","38.77 ","AAAA ","New Mexico","300 M Hurdles"
"AAA Jared Rivera Grants 40.27 ","2004","Boys","300m Hurdles","40.27 ","AAA ","New Mexico","300 M Hurdles"
"AA Ross Pershbacher Clayton 40.22 ","2004","Boys","300m Hurdles","40.22 ","AA ","New Mexico","300 M Hurdles"
"A Jose Nunez Mountainair 42.07 ","2004","Boys","300m Hurdles","42.07 ","A ","New Mexico","300 M Hurdles"
"AAAAA Alamogordo 42.44 ","2004","Boys","400m Relay","42.44 ","AAAAA ","New Mexico","400 M Relay"
"AAAA Abq. Academy 42.97 ","2004","Boys","400m Relay","42.97 ","AAAA ","New Mexico","400 M Relay"
"AAA Lovington 44.01 ","2004","Boys","400m Relay","44.01 ","AAA ","New Mexico","400 M Relay"
"AA Santa Fe Prep 44.39 ","2004","Boys","400m Relay","44.39 ","AA ","New Mexico","400 M Relay"
"A Desert Academy 45.46 ","2004","Boys","400m Relay","45.46 ","A ","New Mexico","400 M Relay"
"AAAAA Mayfield 01:28.8 ","2004","Boys","800m Relay","01:28.8 ","AAAAA ","New Mexico","800 M Relay"
"AAAA Aztec 01:31.9 ","2004","Boys","800m Relay","01:31.9 ","AAAA ","New Mexico","800 M Relay"
"AAA Lovington 01:32.5 ","2004","Boys","800m Relay","01:32.5 ","AAA ","New Mexico","800 M Relay"
"AA Tucumcari 01:32.2 ","2004","Boys","800m Relay","01:32.2 ","AA ","New Mexico","800 M Relay"
"A Ft. Sumner 01:34.4 ","2004","Boys","800m Relay","01:34.4 ","A ","New Mexico","800 M Relay"
"AAAAA Highland 03:35.9 ","2004","Boys","1600m Relay","03:35.9 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Abq. Academy 03:35.7 ","2004","Boys","1600m Relay","03:35.7 ","AAAA ","New Mexico","1600 M Relay"
"AAA West Las Vegas 03:40.1 ","2004","Boys","1600m Relay","03:40.1 ","AAA ","New Mexico","1600 M Relay"
"AA Santa Rosa 03:46.1 ","2004","Boys","1600m Relay","03:46.1 ","AA ","New Mexico","1600 M Relay"
"A Desert Academy 03:49.7 ","2004","Boys","1600m Relay","03:49.7 ","A ","New Mexico","1600 M Relay"
"AAAAA Rio Rancho 03:23.7 ","2004","Boys","1600m Relay","03:23.7 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Abq. Academy 03:23.1 ","2004","Boys","1600m Relay","03:23.1 ","AAAA ","New Mexico","1600 M Relay"
"AAA Cobre 03:35.1 ","2004","Boys","1600m Relay","03:35.1 ","AAA ","New Mexico","1600 M Relay"
"AA Tucumcari 03:30.4 ","2004","Boys","1600m Relay","03:30.4 ","AA ","New Mexico","1600 M Relay"
"A Ft. Sumner 03:36.2 ","2004","Boys","1600m Relay","03:36.2 ","A ","New Mexico","1600 M Relay"
"AAAAA Aaron Lewis La Cueva 57’-03.50” ","2004","Boys","Shot Put","57’-03.50” ","AAAAA ","New Mexico","Shot Put"
"AAAA  Miguel Duran Artesia 53’-10.00” ","2004","Boys","Shot Put","53’-10.00” ","AAAA ","New Mexico","Shot Put"
"AAA Stanley Caudillo Lovington 51’-03.25” ","2004","Boys","Shot Put","51’-03.25” ","AAA ","New Mexico","Shot Put"
"AA Jared Curtis Texico 49’-07.75” ","2004","Boys","Shot Put","49’-07.75” ","AA ","New Mexico","Shot Put"
"A Chance Chenault Floyd 42’-07.00” ","2004","Boys","Shot Put","42’-07.00” ","A ","New Mexico","Shot Put"
"AAAAA Brandon McKinney Rio Rancho 183’-09.00” ","2004","Boys","Discus","183’-09.00” ","AAAAA ","New Mexico","Discus"
"AAAA  Benjamin Gray Goddard 149’-06.00” ","2004","Boys","Discus","149’-06.00” ","AAAA ","New Mexico","Discus"
"AAA Stanley Caudillo Lovington 160’-08.00” ","2004","Boys","Discus","160’-08.00” ","AAA ","New Mexico","Discus"
"AA Victor Lopez Menaul 154’-04.00” ","2004","Boys","Discus","154’-04.00” ","AA ","New Mexico","Discus"
"A Matthew Chavez Mountainair 115’-02.00” ","2004","Boys","Discus","115’-02.00” ","A ","New Mexico","Discus"
"AAAAA Derek McDonald Eldorado 23’-01.00” ","2004","Boys","Long Jump","23’-01.00” ","AAAAA ","New Mexico","Long Jump"
"AAAA  Derick Jaramillo Belen 22’-03.00” ","2004","Boys","Long Jump","22’-03.00” ","AAAA ","New Mexico","Long Jump"
"AAA Tydree Lewis Lovington 22’-03.75” ","2004","Boys","Long Jump","22’-03.75” ","AAA ","New Mexico","Long Jump"
"AA Eddie Fuentes Sandia Prep 21’-01.50” ","2004","Boys","Long Jump","21’-01.50” ","AA ","New Mexico","Long Jump"
"A Roel Cawales Ft. Sumner 19’-09.50” ","2004","Boys","Long Jump","19’-09.50” ","A ","New Mexico","Long Jump"
"AAAAA Chris Williams  Rio Rancho 6’-10.00”","2004","Boys","High Jump","6’-10.00”","AAAAA ","New Mexico","High Jump"
"AAAA  Nicholas Adamson  Aztec 6’-04.00”","2004","Boys","High Jump","6’-04.00”","AAAA ","New Mexico","High Jump"
"AAA Tydree Lewis  Lovington 6’-06.00”","2004","Boys","High Jump","6’-06.00”","AAA ","New Mexico","High Jump"
"AA Lee Charles  Rehoboth 6’-02.00”","2004","Boys","High Jump","6’-02.00”","AA ","New Mexico","High Jump"
"A Gerid Higgins  Ft. Sumner 5’-08.00”","2004","Boys","High Jump","5’-08.00”","A ","New Mexico","High Jump"
"AAAAA Jeremy Lawson  Mayfield 45’-10.25”","2004","Boys","Triple Jump","45’-10.25”","AAAAA ","New Mexico","Triple Jump"
"AAAA  Roy Collins  Los Alamos 45’-01.00”","2004","Boys","Triple Jump","45’-01.00”","AAAA ","New Mexico","Triple Jump"
"AAA Tydree Lewis  Lovington 48’-09.00”","2004","Boys","Triple Jump","48’-09.00”","AAA ","New Mexico","Triple Jump"
"AA Ernest Maestas  Mora 42’-08.50”","2004","Boys","Triple Jump","42’-08.50”","AA ","New Mexico","Triple Jump"
"A Trevor Richins  Animas 40’-03.25”","2004","Boys","Triple Jump","40’-03.25”","A ","New Mexico","Triple Jump"
"AAAAA Zach Graham  Carlsbad 15’-00.00”","2004","Boys","Pole Vault","15’-00.00”","AAAAA ","New Mexico","Pole Vault"
"AAAA  Paul Wagner  Farmington 13’-06.00”","2004","Boys","Pole Vault","13’-06.00”","AAAA ","New Mexico","Pole Vault"
"AAA Chris Meech  Grants 12’-06.00”","2004","Boys","Pole Vault","12’-06.00”","AAA ","New Mexico","Pole Vault"
"AA Kyle Young  Jal 13’-00.00”","2004","Boys","Pole Vault","13’-00.00”","AA ","New Mexico","Pole Vault"
"A Patrick Dickerson  Cliff 11’-06.00”","2004","Boys","Pole Vault","11’-06.00”","A ","New Mexico","Pole Vault"
"AAAAA Anthony Fairbanks  Highland 198’-06.00”","2004","Boys","Javelin","198’-06.00”","AAAAA ","New Mexico","Javelin"
"AAAA  Sean Richardson  Silver 207’-04.00”","2004","Boys","Javelin","207’-04.00”","AAAA ","New Mexico","Javelin"
"AAA Adam Miller  St. Michaels 156’-07.00”","2004","Boys","Javelin","156’-07.00”","AAA ","New Mexico","Javelin"
"AA Braden Vaughn  Texico 165’-06.00”","2004","Boys","Javelin","165’-06.00”","AA ","New Mexico","Javelin"
"A Derek Dimitroff  Ft. Sumner 155’-00.00”","2004","Boys","Javelin","155’-00.00”","A ","New Mexico","Javelin"
"AAAAA Ryan Peele Highland 11.19   ","2003","Boys","100m","11.19   ","AAAAA ","New Mexico","100 M Dash"
"AAAA  George Mullen Artesia  11.18   ","2003","Boys","100m","11.18   ","AAAA ","New Mexico","100 M Dash"
"AAA Joseph Castillo Grants  11.33   ","2003","Boys","100m","11.33   ","AAA ","New Mexico","100 M Dash"
"AA Robert Velasquez Mesa Vista 11.30   ","2003","Boys","100m","11.30   ","AA ","New Mexico","100 M Dash"
"A Quienten Henderson Magdalena 11.35   ","2003","Boys","100m","11.35   ","A ","New Mexico","100 M Dash"
"AAAAA Derond Jackson Clovis  22.23   ","2003","Boys","200m","22.23   ","AAAAA ","New Mexico","200 M Dash"
"AAAA  George Mullen Artesia  22.12   ","2003","Boys","200m","22.12   ","AAAA ","New Mexico","200 M Dash"
"AAA Joseph Castillo Grants  22.74   ","2003","Boys","200m","22.74   ","AAA ","New Mexico","200 M Dash"
"AA Robert Velasquez Mesa Vista 22.60   ","2003","Boys","200m","22.60   ","AA ","New Mexico","200 M Dash"
"A Marcus Taylor Mountainair 23.59   ","2003","Boys","200m","23.59   ","A ","New Mexico","200 M Dash"
"AAAAA Michael Garcia Santa Fe 48.10   ","2003","Boys","400m","48.10   ","AAAAA ","New Mexico","400 M Dash"
"AAAA  Chris Edison Capital  48.47   ","2003","Boys","400m","48.47   ","AAAA ","New Mexico","400 M Dash"
"AAA Medric Sydnor Lovington 51.13   ","2003","Boys","400m","51.13   ","AAA ","New Mexico","400 M Dash"
"AA Robert Velasquez Mesa Vista 48.94   ","2003","Boys","400m","48.94   ","AA ","New Mexico","400 M Dash"
"A James Burds Fort Sumner 52.43   ","2003","Boys","400m","52.43   ","A ","New Mexico","400 M Dash"
"AAAAA Michael Garcia Santa Fe 1:54.78   ","2003","Boys","800m","1:54.78   ","AAAAA ","New Mexico","800 M Dash"
"AAAA  Cody Harper Academy 1:54.20   ","2003","Boys","800m","1:54.20   ","AAAA ","New Mexico","800 M Dash"
"AAA Darren Calvert Pojoaque 2:00.32   ","2003","Boys","800m","2:00.32   ","AAA ","New Mexico","800 M Dash"
"AA Justin Conway Santa Fe Prep  1:59.00   ","2003","Boys","800m","1:59.00   ","AA ","New Mexico","800 M Dash"
"A Roel Canales Fort Sumner 2:00.24   ","2003","Boys","800m","2:00.24   ","A ","New Mexico","800 M Dash"
"AAAAA Josh Rogers La Cueva 4:22.52   ","2003","Boys","1600m","4:22.52   ","AAAAA ","New Mexico","1600 M Run"
"AAAA  Alan Weeth Academy 4:24.28   ","2003","Boys","1600m","4:24.28   ","AAAA ","New Mexico","1600 M Run"
"AAA Darren Calvert Pojoaque 4:32.40   ","2003","Boys","1600m","4:32.40   ","AAA ","New Mexico","1600 M Run"
"AA Miles Farmer Santa Fe Prep  4:34.30   ","2003","Boys","Mile","4:34.30   ","AA ","New Mexico","Mile"
"A Patrick Reagan Fort Sumner 4:42.84   ","2003","Boys","Mile","4:42.84   ","A ","New Mexico","Mile"
"AAAAA Alexander Romero Albuquerque 09:45.6 ","2003","Boys","3200m","09:45.6 ","AAAAA ","New Mexico","3200 M Run"
"AAAA  Alan Weeth Academy 09:43.7 ","2003","Boys","3200m","09:43.7 ","AAAA ","New Mexico","3200 M Run"
"AAA Stephen Martinez Pojoaque 10:08.3 ","2003","Boys","3200m","10:08.3 ","AAA ","New Mexico","3200 M Run"
"AA Lloyd Yazzie Rehoboth 10:12.7 ","2003","Boys","3200m","10:12.7 ","AA ","New Mexico","3200 M Run"
"A Patrick Reagan Fort Sumner 10:42.3 ","2003","Boys","3200m","10:42.3 ","A ","New Mexico","3200 M Run"
"AAAAA Joey Garcia Clovis 14.67 ","2003","Boys","110m H","14.67 ","AAAAA ","New Mexico","110 M H"
"AAAA  Ravi Singaraju Academy 15.07 ","2003","Boys","110m H","15.07 ","AAAA ","New Mexico","110 M H"
"AAA Joseph Castillo Grants 14.9 ","2003","Boys","110m H","14.9 ","AAA ","New Mexico","110 M H"
"AA Mark Lamb Cimarron 15.01 ","2003","Boys","110m H","15.01 ","AA ","New Mexico","110 M H"
"A Michael Lucero Fort Sumner 16.24 ","2003","Boys","110m H","16.24 ","A ","New Mexico","110 M H"
"AAAAA Joey Garcia Clovis 38.69 ","2003","Boys","300m Hurdles","38.69 ","AAAAA ","New Mexico","300 M Hurdles"
"AAAA  Beau Camp Artesia 38.86 ","2003","Boys","300m Hurdles","38.86 ","AAAA ","New Mexico","300 M Hurdles"
"AAA Joseph Castillo Grants 42.71 ","2003","Boys","300m Hurdles","42.71 ","AAA ","New Mexico","300 M Hurdles"
"AA Justin Birrell Hope 40.28 ","2003","Boys","300m Hurdles","40.28 ","AA ","New Mexico","300 M Hurdles"
"A Tristan Karns Desert Academy 42.59 ","2003","Boys","300m Hurdles","42.59 ","A ","New Mexico","300 M Hurdles"
"AAAAA Clovis 43.43 ","2003","Boys","400m Relay","43.43 ","AAAAA ","New Mexico","400 M Relay"
"AAAA Artesia 42.56 ","2003","Boys","400m Relay","42.56 ","AAAA ","New Mexico","400 M Relay"
"AAA West Las Vegas/Ruidoso 44.35 ","2003","Boys","400m Relay","44.35 ","AAA ","New Mexico","400 M Relay"
"AA Jal 44.32 ","2003","Boys","400m Relay","44.32 ","AA ","New Mexico","400 M Relay"
"A Fort Sumner 45.42 ","2003","Boys","400m Relay","45.42 ","A ","New Mexico","400 M Relay"
"AAAAA Hobbs 01:30.1 ","2003","Boys","800m Relay","01:30.1 ","AAAAA ","New Mexico","800 M Relay"
"AAAA Artesia 01:28.6 ","2003","Boys","800m Relay","01:28.6 ","AAAA ","New Mexico","800 M Relay"
"AAA Pojoaque 01:33.0 ","2003","Boys","800m Relay","01:33.0 ","AAA ","New Mexico","800 M Relay"
"AA Lordsburg 01:32.2 ","2003","Boys","800m Relay","01:32.2 ","AA ","New Mexico","800 M Relay"
"A Fort Sumner 01:53.3 ","2003","Boys","800m Relay","01:53.3 ","A ","New Mexico","800 M Relay"
"AAAAA Hobbs 03:31.0 ","2003","Boys","1600m Relay","03:31.0 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Academy 03:34.5 ","2003","Boys","1600m Relay","03:34.5 ","AAAA ","New Mexico","1600 M Relay"
"AAA Cobre 03:43.7 ","2003","Boys","1600m Relay","03:43.7 ","AAA ","New Mexico","1600 M Relay"
"AA Santa Fe Prep 03:43.8 ","2003","Boys","1600m Relay","03:43.8 ","AA ","New Mexico","1600 M Relay"
"A Fort Sumner 03:44.1 ","2003","Boys","1600m Relay","03:44.1 ","A ","New Mexico","1600 M Relay"
"AAAAA Hobbs 03:20.7 ","2003","Boys","1600m Relay","03:20.7 ","AAAAA ","New Mexico","1600 M Relay"
"AAAA Academy 03:34.5 ","2003","Boys","1600m Relay","03:34.5 ","AAAA ","New Mexico","1600 M Relay"
"AAA Cobre 03:30.1 ","2003","Boys","1600m Relay","03:30.1 ","AAA ","New Mexico","1600 M Relay"
"AA Hope Christian 03:29.4 ","2003","Boys","1600m Relay","03:29.4 ","AA ","New Mexico","1600 M Relay"
"A Fort Sumner 03:34.1 ","2003","Boys","1600m Relay","03:34.1 ","A ","New Mexico","1600 M Relay"
"AAAAA Travis Dekker La Cueva 52’-04.50” ","2003","Boys","Shot Put","52’-04.50” ","AAAAA ","New Mexico","Shot Put"
"AAAA  Miguel Duran Artesia 50’-05.50” ","2003","Boys","Shot Put","50’-05.50” ","AAAA ","New Mexico","Shot Put"
"AAA Blas Velasquez Lovington 55’-06.00” ","2003","Boys","Shot Put","55’-06.00” ","AAA ","New Mexico","Shot Put"
"AA Dave Lueras Santa Rosa 50’-11.00” ","2003","Boys","Shot Put","50’-11.00” ","AA ","New Mexico","Shot Put"
"A Clay Naha Ramah 45’-09.00” ","2003","Boys","Shot Put","45’-09.00” ","A ","New Mexico","Shot Put"
"AAAAA Brandon McKinney Rio Rancho 163’-03.00” ","2003","Boys","Discus","163’-03.00” ","AAAAA ","New Mexico","Discus"
"AAAA  Randolph James Kirtland 177’-01.00” ","2003","Boys","Discus","177’-01.00” ","AAAA ","New Mexico","Discus"
"AAA Blas Velgasquez Lovington 167’-06.00” ","2003","Boys","Discus","167’-06.00” ","AAA ","New Mexico","Discus"
"AA Josh Earle Hope Christian 156’-06.00” ","2003","Boys","Discus","156’-06.00” ","AA ","New Mexico","Discus"
"A Oren Watson Cliff 160’-09.00” ","2003","Boys","Discus","160’-09.00” ","A ","New Mexico","Discus"
"AAAAA Neil Valdez Del Norte 22’-05.00” ","2003","Boys","Long Jump","22’-05.00” ","AAAAA ","New Mexico","Long Jump"
"AAAA  Will Bernitsky Academy 21’-11.25” ","2003","Boys","Long Jump","21’-11.25” ","AAAA ","New Mexico","Long Jump"
"AAA Gabe Trujillo Pojoaque 22’-06.00” ","2003","Boys","Long Jump","22’-06.00” ","AAA ","New Mexico","Long Jump"
"AA Aerel Rankin Sandia Prep 21’-00.50” ","2003","Boys","Long Jump","21’-00.50” ","AA ","New Mexico","Long Jump"
"A Evan Burns Desert Academy 20’-10.00” ","2003","Boys","Long Jump","20’-10.00” ","A ","New Mexico","Long Jump"
"AAAAA Chris Williams  Rio Rancho 6’-06.00”","2003","Boys","High Jump","6’-06.00”","AAAAA ","New Mexico","High Jump"
"AAAA  Roy Collins  Los Alamos 6’-03.00”","2003","Boys","High Jump","6’-03.00”","AAAA ","New Mexico","High Jump"
"AAA Tydree Lewis  Lovington 6’-05.00”","2003","Boys","High Jump","6’-05.00”","AAA ","New Mexico","High Jump"
"AA Blake Harden  Hope 6’-02.00”","2003","Boys","High Jump","6’-02.00”","AA ","New Mexico","High Jump"
"A Jace Blea  Ramah 6’-02.00”","2003","Boys","High Jump","6’-02.00”","A ","New Mexico","High Jump"
"AAAAA Derond Jackson  Clovis 45’-00.50”","2003","Boys","Triple Jump","45’-00.50”","AAAAA ","New Mexico","Triple Jump"
"AAAA  Will Bernitsky  Academy 44’-04.00”","2003","Boys","Triple Jump","44’-04.00”","AAAA ","New Mexico","Triple Jump"
"AAA Tydree Lewis  Lovington 43’-10.50”","2003","Boys","Triple Jump","43’-10.50”","AAA ","New Mexico","Triple Jump"
"AA Aerel Rankin  Sandia Prep 42’-01.00”","2003","Boys","Triple Jump","42’-01.00”","AA ","New Mexico","Triple Jump"
"A Trevor Richins  Animas 40’-06.25”","2003","Boys","Triple Jump","40’-06.25”","A ","New Mexico","Triple Jump"
"AAAAA Zach Graham  Carlsbad 15’-04.00”","2003","Boys","Pole Vault","15’-04.00”","AAAAA ","New Mexico","Pole Vault"
"AAAA  Martin Hernandez  Artesia 13’-06.00”","2003","Boys","Pole Vault","13’-06.00”","AAAA ","New Mexico","Pole Vault"
"AAA Robert Caldwell  Socorro 15’-00.00”","2003","Boys","Pole Vault","15’-00.00”","AAA ","New Mexico","Pole Vault"
"AA Adrien Aletti  Cimarron 12’-06.00”","2003","Boys","Pole Vault","12’-06.00”","AA ","New Mexico","Pole Vault"
"A Lewis Meadows  Fort Sumner 11’-06.00”","2003","Boys","Pole Vault","11’-06.00”","A ","New Mexico","Pole Vault"
"AAAAA Anthony Fairbanks  Highland 176’-03.00”","2003","Boys","Javelin","176’-03.00”","AAAAA ","New Mexico","Javelin"
"AAAA  Sean Richardson  Silver City 200’-08.00”","2003","Boys","Javelin","200’-08.00”","AAAA ","New Mexico","Javelin"
"AAA Zachary Gerleve  Hot Springs 174’-03.00”","2003","Boys","Javelin","174’-03.00”","AAA ","New Mexico","Javelin"
"AA Brandon Vaughn  Texico 157’-07.00”","2003","Boys","Javelin","157’-07.00”","AA ","New Mexico","Javelin"
"A Curtis Villarreal  Springer 153’-05.00”","2003","Boys","Javelin","153’-05.00”","A ","New Mexico","Javelin"
"AAAAA Brenton Laws  La Cueva 10.74   ","2002","Boys","100m","10.74   ","AAAAA ","New Mexico","100 M Dash"
"AAAA  Dan Feltman Deming 10.64   ","2002","Boys","100m","10.64   ","AAAA ","New Mexico","100 M Dash"
"AAA Stan Montoya  Cobre 11.25   ","2002","Boys","100m","11.25   ","AAA ","New Mexico","100 M Dash"
"AA Emmanuel Zupko Estancia 11.06   ","2002","Boys","100m","11.06   ","AA ","New Mexico","100 M Dash"
"A Quinten Henderson Magdalena 11.76   ","2002","Boys","100m","11.76   ","A ","New Mexico","100 M Dash"
"AAAAA Brenton Laws  La Cueva 22.91   ","2002","Boys","200m","22.91   ","AAAAA ","New Mexico","200 M Dash"
"AAAA  Dan Feltman Deming 22.79   ","2002","Boys","200m","22.79   ","AAAA ","New Mexico","200 M Dash"
"AAA Joseph Castillo Grants  23.36   ","2002","Boys","200m","23.36   ","AAA ","New Mexico","200 M Dash"
"AA Mark Lamb Cimarron 22.29   ","2002","Boys","200m","22.29   ","AA ","New Mexico","200 M Dash"
"A Quinten Henderson Magdalena 23.89   ","2002","Boys","200m","23.89   ","A ","New Mexico","200 M Dash"
"AAAAA Luke Brane La Cueva 48.42   ","2002","Boys","400m","48.42   ","AAAAA ","New Mexico","400 M Dash"
"AAAA  Dan Feltman Deming 50.27   ","2002","Boys","400m","50.27   ","AAAA ","New Mexico","400 M Dash"
"AAA Aaron Trujillo  Pojoaque 49.05   ","2002","Boys","400m","49.05   ","AAA ","New Mexico","400 M Dash"
"AA Robert Velasquez Coronado 49.93   ","2002","Boys","400m","49.93   ","AA ","New Mexico","400 M Dash"
"A Quinten Henderson Magdalena 52.04   ","2002","Boys","400m","52.04   ","A ","New Mexico","400 M Dash"
"AAAAA Michael Garcia Santa Fe 1:54.60   ","2002","Boys","800m","1:54.60   ","AAAAA ","New Mexico","800 M Dash"
"AAAA  Pat Gutierrez St. Pius 1:55.71   ","2002","Boys","800m","1:55.71   ","AAAA ","New Mexico","800 M Dash"
"AAA Aaron Trujillo  Pojoaque 1: 58.91   ","2002","Boys","800m","58.91   ","AAA ","New Mexico","800 M Dash"
"AA Roel Canales Fort Sumner 2:02.69   ","2002","Boys","800m","2:02.69   ","AA ","New Mexico","800 M Dash"
"A Chance Gainer Tatum  2:03.68   ","2002","Boys","800m","2:03.68   ","A ","New Mexico","800 M Dash"
"AAAAA Andrew Walquist Sandia  4:24.66   ","2002","Boys","1600m","4:24.66   ","AAAAA ","New Mexico","1600 M Run"
"AAAA  Andres Urbina Academy 4:28.14   ","2002","Boys","1600m","4:28.14   ","AAAA ","New Mexico","1600 M Run"
"AAA Terrence Yesslith Shiprock 4:37.06   ","2002","Boys","1600m","4:37.06   ","AAA ","New Mexico","1600 M Run"
"AA Adam Miller Cimarron 4:37.53   ","2002","Boys","1600m","4:37.53   ","AA ","New Mexico","1600 M Run"
"A Robert Martinez Tatum  4:51.71   ","2002","Boys","1600m","4:51.71   ","A ","New Mexico","1600 M Run"
"AAAAA Jeremy Johnson Manzano 09:55.4 ","2002","Boys","3200m","09:55.4 ","AAAAA ","New Mexico","3200 M Run"
"AAAA  John Bunting Academy 09:57.9 ","2002","Boys","3200m","09:57.9 ","AAAA ","New Mexico","3200 M Run"
"AAA Leonardo Jim Fort Wingate 10:08.9 ","2002","Boys","3200m","10:08.9 ","AAA ","New Mexico","3200 M Run"
"A Lloyd Yazzie Rehoboth 10:16.6 ","2002","Boys","3200m","10:16.6 ","A ","New Mexico","3200 M Run"
