"State","Year","Gender","Event","Class","Mark","Mark.Note"
"Oregon",1985,"Boys","Pole Vault",NA,"14-0",""
"Oregon",1986,"Boys","Pole Vault",NA,"14-2",""
"Oregon",1987,"Boys","Pole Vault",NA,"14-2",""
"Oregon",1988,"Boys","Pole Vault",NA,"13-10",""
"Oregon",1989,"Boys","Pole Vault",NA,"13-10",""
"Oregon",1990,"Boys","Pole Vault",NA,"14-4",""
"Oregon",1991,"Boys","Pole Vault",NA,"13-9",""
"Oregon",1992,"Boys","Pole Vault",NA,"13-8",""
"Oregon",1993,"Boys","Pole Vault",NA,"14-7",""
"Oregon",1994,"Boys","Pole Vault",NA,"13-10",""
"Oregon",1995,"Boys","Pole Vault",NA,"15-2",""
"Oregon",1996,"Boys","Pole Vault",NA,"15-4",""
"Oregon",1997,"Boys","Pole Vault",NA,"16-7",""
"Oregon",1998,"Boys","Pole Vault",NA,"14-4",""
"Oregon",1999,"Boys","Pole Vault",NA,"14-10",""
"Oregon",2000,"Boys","Pole Vault",NA,"15-6",""
"Oregon",2001,"Boys","Pole Vault",NA,"15-0",""
"Oregon",2002,"Boys","Pole Vault",NA,"14-6",""
"Oregon",2003,"Boys","Pole Vault",NA,"14-3",""
"Oregon",2004,"Boys","Pole Vault",NA,"14-6",""
"Oregon",2005,"Boys","Pole Vault",NA,"15-6",""
"Oregon",1956,"Boys","100y",NA,"10.1",""
"Oregon",1957,"Boys","100y",NA,"10.4",""
"Oregon",1958,"Boys","100y",NA,"10.2",""
"Oregon",1959,"Boys","100y",NA,"10.4",""
"Oregon",1960,"Boys","100y",NA,"10.2",""
"Oregon",1961,"Boys","100y",NA,"10.0",""
"Oregon",1962,"Boys","100y",NA,"10.2",""
"Oregon",1963,"Boys","100y",NA,"10.1",""
"Oregon",1964,"Boys","100y",NA,"10.2",""
"Oregon",1965,"Boys","100y",NA,"10.0",""
"Oregon",1966,"Boys","100y",NA,"10.4",""
"Oregon",1967,"Boys","100y",NA,"10.0",""
"Oregon",1968,"Boys","100y",NA,"10.0",""
"Oregon",1969,"Boys","100y",NA,"9.8","w"
"Oregon",1970,"Boys","100y",NA,"10.2",""
"Oregon",1971,"Boys","100y",NA,"9.94",""
"Oregon",1972,"Boys","100y",NA,"9.95",""
"Oregon",1973,"Boys","100y",NA,"10.1",""
"Oregon",1974,"Boys","100y",NA,"9.7","w"
"Oregon",1975,"Boys","100y",NA,"10.35",""
"Oregon",1976,"Boys","100y",NA,"10.07",""
"Oregon",1977,"Boys","100y",NA,"10.4",""
"Oregon",1956,"Boys","880y",NA,"2:04.1",""
"Oregon",1957,"Boys","880y",NA,"2:01.1",""
"Oregon",1958,"Boys","880y",NA,"2:01.0",""
"Oregon",1959,"Boys","880y",NA,"2:02.8",""
"Oregon",1960,"Boys","880y",NA,"2:00.6",""
"Oregon",1961,"Boys","880y",NA,"2:00.0",""
"Oregon",1962,"Boys","880y",NA,"2:00.9",""
"Oregon",1963,"Boys","880y",NA,"1:57.6",""
"Oregon",1964,"Boys","880y",NA,"1:59.3",""
"Oregon",1965,"Boys","880y",NA,"1:58.3",""
"Oregon",1966,"Boys","880y",NA,"1:58.2",""
"Oregon",1967,"Boys","880y",NA,"1:56.3",""
"Oregon",1968,"Boys","880y",NA,"1:58.0",""
"Oregon",1969,"Boys","880y",NA,"1:58.6",""
"Oregon",1970,"Boys","880y",NA,"1:57.3",""
"Oregon",1971,"Boys","880y",NA,"1:57.26",""
"Oregon",1972,"Boys","880y",NA,"1:58.26",""
"Oregon",1973,"Boys","880y",NA,"1:59.6",""
"Oregon",1974,"Boys","880y",NA,"1:57.5",""
"Oregon",1975,"Boys","880y",NA,"1:56.13",""
"Oregon",1976,"Boys","880y",NA,"1:57.61",""
"Oregon",1977,"Boys","880y",NA,"1:55.5",""
"Oregon",1956,"Boys","Mile",NA,"4:37.4",""
"Oregon",1957,"Boys","Mile",NA,"4:30.0",""
"Oregon",1958,"Boys","Mile",NA,"4:32.8",""
"Oregon",1959,"Boys","Mile",NA,"4:35.3",""
"Oregon",1960,"Boys","Mile",NA,"4:34.9",""
"Oregon",1961,"Boys","Mile",NA,"4:29.1",""
"Oregon",1962,"Boys","Mile",NA,"4:23.2",""
"Oregon",1963,"Boys","Mile",NA,"4:25.3",""
"Oregon",1964,"Boys","Mile",NA,"4:29.1",""
"Oregon",1965,"Boys","Mile",NA,"4:22.0",""
"Oregon",1966,"Boys","Mile",NA,"4:24.8",""
"Oregon",1967,"Boys","Mile",NA,"4:19.4",""
"Oregon",1968,"Boys","Mile",NA,"4:20.0",""
"Oregon",1969,"Boys","Mile",NA,"4:21.01",""
"Oregon",1970,"Boys","Mile",NA,"4:23.1",""
"Oregon",1971,"Boys","Mile",NA,"4:21.01",""
"Oregon",1972,"Boys","Mile",NA,"4:20.05",""
"Oregon",1973,"Boys","Mile",NA,"4:20.9",""
"Oregon",1974,"Boys","Mile",NA,"4:18.6",""
"Oregon",1975,"Boys","Mile",NA,"4:19.32",""
"Oregon",1976,"Boys","Mile",NA,"4:19.45",""
"Oregon",1977,"Boys","Mile",NA,"4:15.2",""
"Oregon",1964,"Boys","Mile",NA,"9:53.8",""
"Oregon",1965,"Boys","Mile",NA,"9:14.8",""
"Oregon",1966,"Boys","Mile",NA,"9:46.0",""
"Oregon",1967,"Boys","Mile",NA,"9:48.6",""
"Oregon",1968,"Boys","Mile",NA,"9:37.2",""
"Oregon",1969,"Boys","Mile",NA,"9:37.5",""
"Oregon",1970,"Boys","Mile",NA,"9:30.4",""
"Oregon",1971,"Boys","Mile",NA,"9:40.91",""
"Oregon",1972,"Boys","Mile",NA,"9:42.76",""
"Oregon",1973,"Boys","Mile",NA,"9:41.2",""
"Oregon",1974,"Boys","Mile",NA,"9:38.2",""
"Oregon",1975,"Boys","Mile",NA,"9:27.07",""
"Oregon",1976,"Boys","Mile",NA,"9:17.08",""
"Oregon",1977,"Boys","Mile",NA,"9:22.2",""
"Oregon",1978,"Boys","100m",NA,"10.9",""
"Oregon",1979,"Boys","100m",NA,"11.1",""
"Oregon",1980,"Boys","100m",NA,"10.7",""
"Oregon",1981,"Boys","100m",NA,"11.3",""
"Oregon",1982,"Boys","100m",NA,"11.0",""
"Oregon",1983,"Boys","100m",NA,"11.39",""
"Oregon",1984,"Boys","100m",NA,"11.6",""
"Oregon",1985,"Boys","100m",NA,"11.05",""
"Oregon",1986,"Boys","100m",NA,"10.8",""
"Oregon",1987,"Boys","100m",NA,"11.0",""
"Oregon",1988,"Boys","100m",NA,"11.18",""
"Oregon",1989,"Boys","100m",NA,"11.16",""
"Oregon",1990,"Boys","100m",NA,"11.10",""
"Oregon",1991,"Boys","100m",NA,"11.29",""
"Oregon",1992,"Boys","100m",NA,"11.52",""
"Oregon",1993,"Boys","100m",NA,"11.12",""
"Oregon",1994,"Boys","100m",NA,"10.9",""
"Oregon",1995,"Boys","100m",NA,"11.12",""
"Oregon",1996,"Boys","100m",NA,"11.74",""
"Oregon",1997,"Boys","100m",NA,"11.29",""
"Oregon",1998,"Boys","100m",NA,"11.46",""
"Oregon",1999,"Boys","100m",NA,"11.03",""
"Oregon",2000,"Boys","100m",NA,"11.67",""
"Oregon",2001,"Boys","100m",NA,"11.32",""
"Oregon",2002,"Boys","100m",NA,"11.13",""
"Oregon",2003,"Boys","100m",NA,"11.35",""
"Oregon",2004,"Boys","100m",NA,"11.78","w"
"Oregon",2005,"Boys","100m",NA,"11.19",""
"Oregon",2006,"Boys","100m",NA,"11.26",""
"Oregon",1978,"Boys","800m",NA,"2:00.5",""
"Oregon",1979,"Boys","800m",NA,"1:58.4",""
"Oregon",1980,"Boys","800m",NA,"1:58.1",""
"Oregon",1981,"Boys","800m",NA,"1:57.8",""
"Oregon",1982,"Boys","800m",NA,"1:56.4",""
"Oregon",1983,"Boys","800m",NA,"2:00.29",""
"Oregon",1984,"Boys","800m",NA,"1:58.9",""
"Oregon",1985,"Boys","800m",NA,"1:58.64",""
"Oregon",1986,"Boys","800m",NA,"1:58.5",""
"Oregon",1987,"Boys","800m",NA,"2:01.1",""
"Oregon",1988,"Boys","800m",NA,"1:58.49",""
"Oregon",1989,"Boys","800m",NA,"2:01.55",""
"Oregon",1990,"Boys","800m",NA,"1:58.59",""
"Oregon",1991,"Boys","800m",NA,"1:58.33",""
"Oregon",1992,"Boys","800m",NA,"2:00.9",""
"Oregon",1993,"Boys","800m",NA,"1:58.71",""
"Oregon",1994,"Boys","800m",NA,"1:59.4",""
"Oregon",1995,"Boys","800m",NA,"2:02.27",""
"Oregon",1996,"Boys","800m",NA,"2:02.63",""
"Oregon",1997,"Boys","800m",NA,"2:00.10",""
"Oregon",1998,"Boys","800m",NA,"1:58.19",""
"Oregon",1999,"Boys","800m",NA,"1:58.93",""
"Oregon",2000,"Boys","800m",NA,"1:58.38",""
"Oregon",2001,"Boys","800m",NA,"2:00.63",""
"Oregon",2002,"Boys","800m",NA,"2:00.02",""
"Oregon",2003,"Boys","800m",NA,"1:56.47",""
"Oregon",2004,"Boys","800m",NA,"1:56.44",""
"Oregon",2005,"Boys","800m",NA,"1:55.00",""
"Oregon",2006,"Boys","800m",NA,"1:57.59",""
"Oregon",1978,"Boys","1500m",NA,"4:01.2",""
"Oregon",1979,"Boys","1500m",NA,"4:03.7",""
"Oregon",1980,"Boys","1500m",NA,"4:01.2",""
"Oregon",1981,"Boys","1500m",NA,"4:05.4",""
"Oregon",1982,"Boys","1500m",NA,"4:05.3",""
"Oregon",1983,"Boys","1500m",NA,"4:03.19",""
"Oregon",1984,"Boys","1500m",NA,"4:08.0",""
"Oregon",1985,"Boys","1500m",NA,"4:08.66",""
"Oregon",1986,"Boys","1500m",NA,"4:04.7",""
"Oregon",1987,"Boys","1500m",NA,"4:06.7",""
"Oregon",1988,"Boys","1500m",NA,"4:03.47",""
"Oregon",1989,"Boys","1500m",NA,"4:03.58",""
"Oregon",1990,"Boys","1500m",NA,"4:03.90",""
"Oregon",1991,"Boys","1500m",NA,"4:13.90",""
"Oregon",1992,"Boys","1500m",NA,"4:07.76",""
"Oregon",1993,"Boys","1500m",NA,"4:08.95",""
"Oregon",1995,"Boys","1500m",NA,"4:00.98",""
"Oregon",1996,"Boys","1500m",NA,"4:16.47",""
"Oregon",1997,"Boys","1500m",NA,"4:05.87",""
"Oregon",1998,"Boys","1500m",NA,"4:07.95",""
"Oregon",1999,"Boys","1500m",NA,"4:09.76",""
"Oregon",2000,"Boys","1500m",NA,"4:04.28",""
"Oregon",2001,"Boys","1500m",NA,"4:01.35",""
"Oregon",2002,"Boys","1500m",NA,"4:09.28",""
"Oregon",2003,"Boys","1500m",NA,"4:06.75",""
"Oregon",2004,"Boys","1500m",NA,"4:03.72",""
"Oregon",2005,"Boys","1500m",NA,"3:58.65",""
"Oregon",2006,"Boys","1500m",NA,"4:05.90",""
"Oregon",1947,"Boys","High Jump",NA,"5-0",""
"Oregon",1948,"Boys","High Jump",NA,"5-8 1⁄2",""
"Oregon",1948,"Boys","High Jump",NA,"5-8 1⁄2",""
"Oregon",1948,"Boys","High Jump",NA,"5-8 1⁄2",""
"Oregon",1949,"Boys","High Jump",NA,"5-9",""
"Oregon",1950,"Boys","High Jump",NA,"5-10 1⁄4",""
"Oregon",1950,"Boys","High Jump",NA,"5-10 1⁄4",""
"Oregon",1951,"Boys","High Jump",NA,"5-8",""
"Oregon",1952,"Boys","High Jump",NA,"5-10 1⁄2",""
"Oregon",1953,"Boys","High Jump",NA,"5-8",""
"Oregon",1954,"Boys","High Jump",NA,"5-8",""
"Oregon",1954,"Boys","High Jump",NA,"5-8",""
"Oregon",1955,"Boys","High Jump",NA,"5-11 1⁄4",""
"Oregon",1956,"Boys","High Jump",NA,"5-10 1/8",""
"Oregon",1957,"Boys","High Jump",NA,"5-8",""
"Oregon",1958,"Boys","High Jump",NA,"5-8",""
"Oregon",1959,"Boys","High Jump",NA,"5-9",""
"Oregon",1959,"Boys","High Jump",NA,"5-9",""
"Oregon",1960,"Boys","High Jump",NA,"5-9 1⁄2",""
"Oregon",1961,"Boys","High Jump",NA,"5-10",""
"Oregon",1961,"Boys","High Jump",NA,"5-10",""
"Oregon",1962,"Boys","High Jump",NA,"5-11 1⁄4",""
"Oregon",1963,"Boys","High Jump",NA,"6-2",""
"Oregon",1964,"Boys","High Jump",NA,"6-0",""
"Oregon",1965,"Boys","High Jump",NA,"5-11 3⁄4",""
"Oregon",1966,"Boys","High Jump",NA,"6-1",""
"Oregon",1967,"Boys","High Jump",NA,"6-3",""
"Oregon",1968,"Boys","High Jump",NA,"6-3",""
"Oregon",1969,"Boys","High Jump",NA,"6-2",""
"Oregon",1970,"Boys","High Jump",NA,"6-1",""
"Oregon",1971,"Boys","High Jump",NA,"6-4 3⁄4",""
"Oregon",1972,"Boys","High Jump",NA,"6-6",""
"Oregon",1973,"Boys","High Jump",NA,"6-4 1⁄4",""
"Oregon",1974,"Boys","High Jump",NA,"6-2",""
"Oregon",1975,"Boys","High Jump",NA,"6-7",""
"Oregon",1976,"Boys","High Jump",NA,"6-6",""
"Oregon",1977,"Boys","High Jump",NA,"6-5",""
"Oregon",1978,"Boys","High Jump",NA,"6-6",""
"Oregon",1979,"Boys","High Jump",NA,"6-7 3⁄4",""
"Oregon",1980,"Boys","High Jump",NA,"6-3",""
"Oregon",1981,"Boys","High Jump",NA,"6-3",""
"Oregon",1982,"Boys","High Jump",NA,"6-4",""
"Oregon",1983,"Boys","High Jump",NA,"6-6",""
"Oregon",1984,"Boys","High Jump",NA,"6-6",""
"Oregon",1985,"Boys","High Jump",NA,"6-8",""
"Oregon",1986,"Boys","High Jump",NA,"6-9",""
"Oregon",1987,"Boys","High Jump",NA,"6-7",""
"Oregon",1988,"Boys","High Jump",NA,"6-7",""
"Oregon",1989,"Boys","High Jump",NA,"6-6",""
"Oregon",1990,"Boys","High Jump",NA,"6-5",""
"Oregon",1991,"Boys","High Jump",NA,"6-3",""
"Oregon",1992,"Boys","High Jump",NA,"6-5",""
"Oregon",1993,"Boys","High Jump",NA,"6-4",""
"Oregon",1994,"Boys","High Jump",NA,"6-8",""
"Oregon",1995,"Boys","High Jump",NA,"6-4",""
"Oregon",1996,"Boys","High Jump",NA,"6-2",""
"Oregon",1997,"Boys","High Jump",NA,"6-3",""
"Oregon",1998,"Boys","High Jump",NA,"6-3",""
"Oregon",1999,"Boys","High Jump",NA,"6-6",""
"Oregon",2000,"Boys","High Jump",NA,"6-4",""
"Oregon",2001,"Boys","High Jump",NA,"6-7 1⁄2",""
"Oregon",2002,"Boys","High Jump",NA,"6-4",""
"Oregon",2003,"Boys","High Jump",NA,"6-5",""
"Oregon",2004,"Boys","High Jump",NA,"6-5",""
"Oregon",2005,"Boys","High Jump",NA,"6-5",""
"Oregon",2006,"Boys","High Jump",NA,"6-4",""
"Oregon",1947,"Boys","Pole Vault",NA,"10-6",""
"Oregon",1948,"Boys","Pole Vault",NA,"10-6",""
"Oregon",1949,"Boys","Pole Vault",NA,"11-6",""
"Oregon",1950,"Boys","Pole Vault",NA,"11-3",""
"Oregon",1951,"Boys","Pole Vault",NA,"11-9",""
"Oregon",1952,"Boys","Pole Vault",NA,"10-9",""
"Oregon",1953,"Boys","Pole Vault",NA,"11-1 1⁄4",""
"Oregon",1954,"Boys","Pole Vault",NA,"11-3",""
"Oregon",1955,"Boys","Pole Vault",NA,"11-2",""
"Oregon",1955,"Boys","Pole Vault",NA,"11-2",""
"Oregon",1955,"Boys","Pole Vault",NA,"11-2",""
"Oregon",1956,"Boys","Pole Vault",NA,"11-8",""
"Oregon",1957,"Boys","Pole Vault",NA,"11-1 1⁄2",""
"Oregon",1957,"Boys","Pole Vault",NA,"11-1 1⁄2",""
"Oregon",1958,"Boys","Pole Vault",NA,"12-0",""
"Oregon",1959,"Boys","Pole Vault",NA,"11-9",""
"Oregon",1960,"Boys","Pole Vault",NA,"12-3",""
"Oregon",1961,"Boys","Pole Vault",NA,"11-9",""
"Oregon",1962,"Boys","Pole Vault",NA,"11-9",""
"Oregon",1963,"Boys","Pole Vault",NA,"12-4",""
"Oregon",1964,"Boys","Pole Vault",NA,"12-4",""
"Oregon",1965,"Boys","Pole Vault",NA,"12-8",""
"Oregon",1966,"Boys","Pole Vault",NA,"12-9",""
"Oregon",1967,"Boys","Pole Vault",NA,"13-0 1⁄4",""
"Oregon",1968,"Boys","Pole Vault",NA,"13-6",""
"Oregon",1969,"Boys","Pole Vault",NA,"13-9 3⁄4",""
"Oregon",1970,"Boys","Pole Vault",NA,"12-0",""
"Oregon",1971,"Boys","Pole Vault",NA,"13-0",""
"Oregon",1972,"Boys","Pole Vault",NA,"12-9",""
"Oregon",1973,"Boys","Pole Vault",NA,"13-0",""
"Oregon",1974,"Boys","Pole Vault",NA,"12-6",""
"Oregon",1975,"Boys","Pole Vault",NA,"14-1",""
"Oregon",1976,"Boys","Pole Vault",NA,"13-0",""
"Oregon",1977,"Boys","Pole Vault",NA,"13-6",""
"Oregon",1978,"Boys","Pole Vault",NA,"13-3",""
"Oregon",1979,"Boys","Pole Vault",NA,"12-9",""
"Oregon",1980,"Boys","Pole Vault",NA,"13-3",""
"Oregon",1981,"Boys","Pole Vault",NA,"12-10",""
"Oregon",1982,"Boys","Pole Vault",NA,"12-8",""
"Oregon",1983,"Boys","Pole Vault",NA,"14-6",""
"Oregon",1984,"Boys","Pole Vault",NA,"13-8",""
"Oregon",1985,"Boys","Pole Vault",NA,"13-4",""
"Oregon",1986,"Boys","Pole Vault",NA,"12-8",""
"Oregon",1987,"Boys","Pole Vault",NA,"13-2",""
"Oregon",1988,"Boys","Pole Vault",NA,"13-8",""
"Oregon",1989,"Boys","Pole Vault",NA,"13-6",""
"Oregon",1990,"Boys","Pole Vault",NA,"13-2",""
"Oregon",1991,"Boys","Pole Vault",NA,"12-10",""
"Oregon",1992,"Boys","Pole Vault",NA,"14-7",""
"Oregon",1993,"Boys","Pole Vault",NA,"14-0",""
"Oregon",1994,"Boys","Pole Vault",NA,"13-8",""
"Oregon",1995,"Boys","Pole Vault",NA,"13-6",""
"Oregon",1996,"Boys","Pole Vault",NA,"13-10",""
"Oregon",1997,"Boys","Pole Vault",NA,"14-10 1⁄2",""
"Oregon",1998,"Boys","Pole Vault",NA,"14-0",""
"Oregon",1999,"Boys","Pole Vault",NA,"15-0",""
"Oregon",2000,"Boys","Pole Vault",NA,"13-10",""
"Oregon",2001,"Boys","Pole Vault",NA,"13-9",""
"Oregon",2002,"Boys","Pole Vault",NA,"14-0",""
"Oregon",2003,"Boys","Pole Vault",NA,"14-0",""
"Oregon",2004,"Boys","Pole Vault",NA,"13-9",""
"Oregon",2005,"Boys","Pole Vault",NA,"14-3",""
"Oregon",2006,"Boys","Pole Vault",NA,"15-4",""
"Oregon",1947,"Boys","100y",NA,"10.7",""
"Oregon",1948,"Boys","100y",NA,"10.6",""
"Oregon",1949,"Boys","100y",NA,"10.7",""
"Oregon",1950,"Boys","100y",NA,"10.6",""
"Oregon",1951,"Boys","100y",NA,"10.4",""
"Oregon",1952,"Boys","100y",NA,"10.6",""
"Oregon",1953,"Boys","100y",NA,"10.5",""
"Oregon",1954,"Boys","100y",NA,"10.2",""
"Oregon",1955,"Boys","100y",NA,"10.6",""
"Oregon",1956,"Boys","100y",NA,"10.2",""
"Oregon",1957,"Boys","100y",NA,"10.3",""
"Oregon",1958,"Boys","100y",NA,"9.6",""
"Oregon",1959,"Boys","100y",NA,"10.6",""
"Oregon",1960,"Boys","100y",NA,"10.6",""
"Oregon",1961,"Boys","100y",NA,"10.3",""
"Oregon",1962,"Boys","100y",NA,"10.5",""
"Oregon",1963,"Boys","100y",NA,"10.2",""
"Oregon",1964,"Boys","100y",NA,"10.2",""
"Oregon",1965,"Boys","100y",NA,"9.8",""
"Oregon",1966,"Boys","100y",NA,"10.4",""
"Oregon",1967,"Boys","100y",NA,"10.0",""
"Oregon",1968,"Boys","100y",NA,"10.1",""
"Oregon",1969,"Boys","100y",NA,"10.2",""
"Oregon",1970,"Boys","100y",NA,"9.9",""
"Oregon",1971,"Boys","100y",NA,"9.8",""
"Oregon",1971,"Boys","100y",NA,"9.8",""
"Oregon",1972,"Boys","100y",NA,"10.2",""
"Oregon",1973,"Boys","100y",NA,"10.0",""
"Oregon",1974,"Boys","100y",NA,"10.2",""
"Oregon",1975,"Boys","100y",NA,"10.0",""
"Oregon",1976,"Boys","100y",NA,"10.2",""
"Oregon",1977,"Boys","100y",NA,"10.2",""
"Oregon",1947,"Boys","880y",NA,"2:06.4",""
"Oregon",1948,"Boys","880y",NA,"2:07.5",""
"Oregon",1949,"Boys","880y",NA,"2:08.5",""
"Oregon",1950,"Boys","880y",NA,"2:08.1",""
"Oregon",1951,"Boys","880y",NA,"2:03.8",""
"Oregon",1952,"Boys","880y",NA,"2:06.3",""
"Oregon",1953,"Boys","880y",NA,"2:04.7",""
"Oregon",1954,"Boys","880y",NA,"2:03.8",""
"Oregon",1955,"Boys","880y",NA,"2:01.8",""
"Oregon",1956,"Boys","880y",NA,"2:01.5",""
"Oregon",1957,"Boys","880y",NA,"2:07.9",""
"Oregon",1958,"Boys","880y",NA,"2:06.3",""
"Oregon",1959,"Boys","880y",NA,"2:02.3",""
"Oregon",1960,"Boys","880y",NA,"2:06.3",""
"Oregon",1961,"Boys","880y",NA,"2:00.3",""
"Oregon",1962,"Boys","880y",NA,"2:03.2",""
"Oregon",1963,"Boys","880y",NA,"2:00.8",""
"Oregon",1964,"Boys","880y",NA,"2:02.0",""
"Oregon",1965,"Boys","880y",NA,"2:05.0",""
"Oregon",1966,"Boys","880y",NA,"2:03.1",""
"Oregon",1967,"Boys","880y",NA,"1:58.6",""
"Oregon",1968,"Boys","880y",NA,"1:59.1",""
"Oregon",1969,"Boys","880y",NA,"2:02.1",""
"Oregon",1970,"Boys","880y",NA,"1:57.9",""
"Oregon",1971,"Boys","880y",NA,"1:58.1",""
"Oregon",1972,"Boys","880y",NA,"1:57.5",""
"Oregon",1973,"Boys","880y",NA,"2:00.3",""
"Oregon",1974,"Boys","880y",NA,"2:02.2",""
"Oregon",1975,"Boys","880y",NA,"2:01.2",""
"Oregon",1976,"Boys","880y",NA,"1:56.9",""
"Oregon",1977,"Boys","880y",NA,"1:59.0",""
"Oregon",1948,"Boys","Mile",NA,"4:44.5",""
"Oregon",1949,"Boys","Mile",NA,"4:47.2",""
"Oregon",1950,"Boys","Mile",NA,"4:52.6",""
"Oregon",1951,"Boys","Mile",NA,"4:46.5",""
"Oregon",1952,"Boys","Mile",NA,"4:44.0",""
"Oregon",1953,"Boys","Mile",NA,"4:39.1",""
"Oregon",1954,"Boys","Mile",NA,"4:39.5",""
"Oregon",1955,"Boys","Mile",NA,"4:37.6",""
"Oregon",1956,"Boys","Mile",NA,"4:32.8",""
"Oregon",1957,"Boys","Mile",NA,"4:43.2",""
"Oregon",1958,"Boys","Mile",NA,"4:43.0",""
"Oregon",1959,"Boys","Mile",NA,"4:42.4",""
"Oregon",1960,"Boys","Mile",NA,"4:38.6",""
"Oregon",1961,"Boys","Mile",NA,"4:30.9",""
"Oregon",1962,"Boys","Mile",NA,"4:29.9",""
"Oregon",1963,"Boys","Mile",NA,"4:30.8",""
"Oregon",1964,"Boys","Mile",NA,"4:33.7",""
"Oregon",1965,"Boys","Mile",NA,"4:32.0",""
"Oregon",1966,"Boys","Mile",NA,"4:39.7",""
"Oregon",1967,"Boys","Mile",NA,"4:25.6",""
"Oregon",1968,"Boys","Mile",NA,"4:33.2",""
"Oregon",1969,"Boys","Mile",NA,"4:29.2",""
"Oregon",1970,"Boys","Mile",NA,"4:31.6",""
"Oregon",1971,"Boys","Mile",NA,"4:24.2",""
"Oregon",1972,"Boys","Mile",NA,"4:29.5",""
"Oregon",1973,"Boys","Mile",NA,"4:22.3",""
"Oregon",1974,"Boys","Mile",NA,"4:25.6",""
"Oregon",1975,"Boys","Mile",NA,"4:29.3",""
"Oregon",1976,"Boys","Mile",NA,"4:24.0",""
"Oregon",1977,"Boys","Mile",NA,"4:23.7",""
"Oregon",1964,"Boys","Mile",NA,"10:28.2",""
"Oregon",1965,"Boys","Mile",NA,"10:17.5",""
"Oregon",1966,"Boys","Mile",NA,"10:22.3",""
"Oregon",1967,"Boys","Mile",NA,"10:03.4",""
"Oregon",1968,"Boys","Mile",NA,"10:01.5",""
"Oregon",1969,"Boys","Mile",NA,"9:45.4",""
"Oregon",1970,"Boys","Mile",NA,"9:58.1",""
"Oregon",1971,"Boys","Mile",NA,"9:45.3",""
"Oregon",1972,"Boys","Mile",NA,"9:58.1",""
"Oregon",1973,"Boys","Mile",NA,"9:38.4",""
"Oregon",1974,"Boys","Mile",NA,"9:50.0",""
"Oregon",1975,"Boys","Mile",NA,"10:06.4",""
"Oregon",1976,"Boys","Mile",NA,"9:53.4",""
"Oregon",1977,"Boys","Mile",NA,"9:41.3",""
"Oregon",1992,"Boys","100m",NA,"11.53",""
"Oregon",1993,"Boys","100m",NA,"11.51",""
"Oregon",1994,"Boys","100m",NA,"11.2",""
"Oregon",1995,"Boys","100m",NA,"11.57",""
"Oregon",1996,"Boys","100m",NA,"11.57",""
"Oregon",1997,"Boys","100m",NA,"11.27",""
"Oregon",1998,"Boys","100m",NA,"11.65",""
"Oregon",1999,"Boys","100m",NA,"11.35",""
"Oregon",2000,"Boys","100m",NA,"11.55",""
"Oregon",2001,"Boys","100m",NA,"11.43",""
"Oregon",2002,"Boys","100m",NA,"11.29",""
"Oregon",2003,"Boys","100m",NA,"11.62",""
"Oregon",2004,"Boys","100m",NA,"11.34",""
"Oregon",2005,"Boys","100m",NA,"11.22",""
"Oregon",2006,"Boys","100m",NA,"11.42",""
"Oregon",1992,"Boys","800m",NA,"2:01.2",""
"Oregon",1993,"Boys","800m",NA,"2:00.70",""
"Oregon",1994,"Boys","800m",NA,"1:59.82",""
"Oregon",1995,"Boys","800m",NA,"2:04.53",""
"Oregon",1996,"Boys","800m",NA,"2:04.84",""
"Oregon",1997,"Boys","800m",NA,"2:01.34",""
"Oregon",1998,"Boys","800m",NA,"2:02.40",""
"Oregon",1999,"Boys","800m",NA,"2:00.23",""
"Oregon",2000,"Boys","800m",NA,"1:59.93",""
"Oregon",2001,"Boys","800m",NA,"2:00.35",""
"Oregon",2002,"Boys","800m",NA,"1:59.86",""
"Oregon",2003,"Boys","800m",NA,"2:02.16",""
"Oregon",2004,"Boys","800m",NA,"2:04.00",""
"Oregon",2005,"Boys","800m",NA,"1:59.02",""
"Oregon",2006,"Boys","800m",NA,"2:00.67",""
"Oregon",1992,"Boys","1500m",NA,"4:11.3",""
"Oregon",1993,"Boys","1500m",NA,"4:14.98",""
"Oregon",1994,"Boys","1500m",NA,"4:11.18",""
"Oregon",1995,"Boys","1500m",NA,"4:07.83",""
"Oregon",1996,"Boys","1500m",NA,"4:13.51",""
"Oregon",1997,"Boys","1500m",NA,"4:08.53",""
"Oregon",1998,"Boys","1500m",NA,"4:06.01",""
"Oregon",1999,"Boys","1500m",NA,"4:08.92",""
"Oregon",2000,"Boys","1500m",NA,"4:05.57",""
"Oregon",2001,"Boys","1500m",NA,"4:06.68",""
"Oregon",2002,"Boys","1500m",NA,"4:09.72",""
"Oregon",2003,"Boys","1500m",NA,"4:14.14",""
"Oregon",2004,"Boys","1500m",NA,"4:18.12",""
"Oregon",2005,"Boys","1500m",NA,"4:09.72",""
"Oregon",2006,"Boys","1500m",NA,"4:10.90",""
"Oregon",1992,"Boys","High Jump",NA,"6-5",""
"Oregon",1993,"Boys","High Jump",NA,"6-3",""
"Oregon",1994,"Boys","High Jump",NA,"6-6",""
"Oregon",1995,"Boys","High Jump",NA,"6-3",""
"Oregon",1996,"Boys","High Jump",NA,"6-2",""
"Oregon",1997,"Boys","High Jump",NA,"6-4",""
