"State","Year","Gender","Schools","Participation","Event","Mark","Participation.Thousands","Mark.Standard"
"Nebraska",2010,"Boys",306,8709,"Pole Vault",4.6228,8.709,0.729475060510892
"Nebraska",2010,"Girls",307,7259,"100m",12.076,7.259,-0.964217107567565
"Nebraska",2010,"Girls",307,7259,"1600m",307.726,7.259,-1.27650842864151
"Nebraska",2010,"Girls",307,7259,"800m",134.943,7.259,-1.06160505544939
"Nebraska",2010,"Girls",307,7259,"High Jump",1.7018,7.259,-0.938297942854756
"Nebraska",2010,"Girls",307,7259,"Pole Vault",3.6576,7.259,-1.01109744912499
"New Mexico",2010,"Boys",161,4297,"100m",10.98,4.297,0.554291895167059
"New Mexico",2010,"Boys",161,4297,"1600m",263.57,4.297,0.604480875892456
"New Mexico",2010,"Boys",161,4297,"800m",114.58,4.297,0.88818020697332
"New Mexico",2010,"Boys",161,4297,"High Jump",2.032,4.297,0.836268087868433
"New Mexico",2010,"Boys",161,4297,"Pole Vault",4.7244,4.297,0.912693219419933
"New Mexico",2010,"Girls",161,3512,"100m",12.32,3.512,-1.3022793308041
"New Mexico",2010,"Girls",161,3512,"1600m",298.39,3.512,-0.878806731315458
"New Mexico",2010,"Girls",161,3512,"800m",136.8,3.512,-1.23941536003708
"New Mexico",2010,"Girls",161,3512,"High Jump",1.6764,3.512,-1.07480302214116
"New Mexico",2010,"Girls",161,3512,"Pole Vault",3.6576,3.512,-1.01109744912499
"New York",2010,"Boys",633,21588,"100m",10.62,21.588,1.05307222453245
"New York",2010,"Boys",633,21588,"1600m",247.47,21.588,1.29032034964454
"New York",2010,"Boys",633,21588,"800m",110.27,21.588,1.30086863603789
"New York",2010,"Boys",633,21588,"High Jump",2.0828,21.588,1.10927824644123
"New York",2010,"Boys",633,21588,"Pole Vault",5.0292,21.588,1.46234769614705
"New York",2010,"Girls",635,21357,"100m",11.96,21.357,-0.803499001438718
"New York",2010,"Girls",635,21357,"1600m",283.854069,21.357,-0.259594602897039
"New York",2010,"Girls",635,21357,"800m",127.75,21.357,-0.372865410377126
"New York",2010,"Girls",635,21357,"High Jump",1.7272,21.357,-0.801792863568356
"New York",2010,"Girls",635,21357,"Pole Vault",3.6576,21.357,-1.01109744912499
"North Carolina",2010,"Boys",360,13338,"100m",10.54,13.338,1.16391229772476
"North Carolina",2010,"Boys",360,13338,"1600m",253.11,13.338,1.05006354020592
"North Carolina",2010,"Boys",360,13338,"800m",112.07,13.338,1.12851615986243
"North Carolina",2010,"Boys",360,13338,"High Jump",2.1844,13.338,1.65529856358683
"North Carolina",2010,"Girls",362,9462,"100m",11.92,9.462,-0.748078964842563
"North Carolina",2010,"Girls",362,9462,"1600m",295.67,9.462,-0.762938199103927
"North Carolina",2010,"Girls",362,9462,"800m",132.79,9.462,-0.855452343668412
"North Carolina",2010,"Girls",362,9462,"High Jump",1.6764,9.462,-1.07480302214116
"North Carolina",2010,"Girls",362,9462,"Pole Vault",3.81,9.462,-0.736270210761427
"Oklahoma",2010,"Boys",364,5000,"100m",10.66,5,0.997652187936293
"Oklahoma",2010,"Boys",364,5000,"1600m",262.38,5,0.655173358735001
"Oklahoma",2010,"Boys",364,5000,"800m",116.34,5,0.719657785823981
"Oklahoma",2010,"Boys",364,5000,"High Jump",2.0828,5,1.10927824644123
"Oklahoma",2010,"Boys",364,5000,"Pole Vault",4.572,5,0.637865981056373
"Oklahoma",2010,"Girls",364,4000,"100m",12.23,4,-1.17758424846276
"Oklahoma",2010,"Girls",364,4000,"1600m",316.67,4,-1.65751142573708
"Oklahoma",2010,"Girls",364,4000,"800m",136.82,4,-1.24133038755014
"Oklahoma",2010,"Girls",364,4000,"High Jump",1.6764,4,-1.07480302214116
"Oklahoma",2010,"Girls",364,4000,"Pole Vault",3.9878,4,-0.415638432670607
"Oregon",2010,"Boys",264,8933,"100m",10.42,8.933,1.33017240751322
"Oregon",2010,"Boys",264,8933,"1600m",253.135512,8.933,1.04897676153174
"Oregon",2010,"Boys",264,8933,"800m",116.37,8.933,0.71678524455439
"Oregon",2010,"Boys",264,8933,"High Jump",2.0066,8.933,0.699763008582034
"Oregon",2010,"Boys",264,8933,"Pole Vault",5.1816,8.933,1.73717493451061
"Oregon",2010,"Girls",265,6726,"100m",12.06,6.726,-0.942049092929103
"Oregon",2010,"Girls",265,6726,"1600m",296.920998,6.726,-0.816229118978765
"Oregon",2010,"Girls",265,6726,"800m",130.95,6.726,-0.67926981246683
"Oregon",2010,"Girls",265,6726,"High Jump",1.7018,6.726,-0.938297942854756
"Oregon",2010,"Girls",265,6726,"Pole Vault",3.7846,6.726,-0.782074750488687
"Rhode Island",2010,"Boys",42,1579,"100m",10.59,1.579,1.09463725197956
"Rhode Island",2010,"Boys",42,1579,"1600m",249.817779,1.579,1.19030795748018
"Rhode Island",2010,"Boys",42,1579,"800m",114.4,1.579,0.905415454590865
"Rhode Island",2010,"Boys",42,1579,"High Jump",2.032,1.579,0.836268087868433
"Rhode Island",2010,"Boys",42,1579,"Pole Vault",4.6482,1.579,0.775279600238153
"Rhode Island",2010,"Girls",40,1556,"100m",12.12,1.556,-1.02517914782333
"Rhode Island",2010,"Girls",40,1556,"1600m",300.346101,1.556,-0.962134140038806
"Rhode Island",2010,"Girls",40,1556,"800m",137.15,1.556,-1.27292834151564
"Rhode Island",2010,"Girls",40,1556,"High Jump",1.6002,1.556,-1.48431826000035
"Rhode Island",2010,"Girls",40,1556,"Pole Vault",3.2004,1.556,-1.83557916421567
"Tennessee",2010,"Boys",255,6992,"100m",10.62,6.992,1.05307222453245
"Tennessee",2010,"Boys",255,6992,"1600m",254.88,6.992,0.974663796818268
"Tennessee",2010,"Boys",255,6992,"800m",113.89,6.992,0.954248656173913
"Tennessee",2010,"Boys",255,6992,"High Jump",2.032,6.992,0.836268087868433
"Tennessee",2010,"Boys",255,6992,"Pole Vault",4.7244,6.992,0.912693219419933
"Tennessee",2010,"Girls",257,5523,"100m",11.46,5.523,-0.110748543986791
"Tennessee",2010,"Girls",257,5523,"1600m",301.79,5.523,-1.02364239657987
"Tennessee",2010,"Girls",257,5523,"800m",136.13,5.523,-1.17526193834954
"Tennessee",2010,"Girls",257,5523,"High Jump",1.7018,5.523,-0.938297942854756
"Tennessee",2010,"Girls",257,5523,"Pole Vault",3.429,5.523,-1.42333830667033
"Washington",2010,"Boys",320,13244,"100m",11.19,13.244,0.263336703037251
"Washington",2010,"Boys",320,13244,"1600m",249.67,13.244,1.19660315447345
"Washington",2010,"Boys",320,13244,"800m",113.69,13.244,0.973398931304519
"Washington",2010,"Boys",320,13244,"High Jump",2.1336,13.244,1.38228840501403
"Washington",2010,"Boys",320,13244,"Pole Vault",4.6482,13.244,0.775279600238153
"Washington",2010,"Girls",311,9993,"100m",12.5,9.993,-1.5516694954868
"Washington",2010,"Girls",311,9993,"1600m",290.02,9.993,-0.522255402414531
"Washington",2010,"Girls",311,9993,"800m",131.95,9.993,-0.775021188119864
"Washington",2010,"Girls",311,9993,"High Jump",1.7272,9.993,-0.801792863568356
"Washington",2010,"Girls",311,9993,"Pole Vault",3.6576,9.993,-1.01109744912499
"Wisconsin",2010,"Boys",428,14998,"100m",10.75,14.998,0.872957105594946
"Wisconsin",2010,"Boys",428,14998,"1600m",250.6,14.998,1.15698634015112
"Wisconsin",2010,"Boys",428,14998,"800m",111.5,14.998,1.18309444398466
"Wisconsin",2010,"Boys",428,14998,"High Jump",2.0828,14.998,1.10927824644123
"Wisconsin",2010,"Boys",428,14998,"Pole Vault",4.6482,14.998,0.775279600238153
"Wisconsin",2010,"Girls",426,11781,"100m",11.5,11.781,-0.166168580582944
"Wisconsin",2010,"Girls",426,11781,"1600m",297.77,11.781,-0.852395521767241
"Wisconsin",2010,"Girls",426,11781,"800m",134.66,11.781,-1.03450741613958
"Wisconsin",2010,"Girls",426,11781,"High Jump",1.7018,11.781,-0.938297942854756
"Wisconsin",2010,"Girls",426,11781,"Pole Vault",3.5052,11.781,-1.28592468748855
"Wyoming",2010,"Boys",70,1509,"100m",10.78,1.509,0.831392078147832
"Wyoming",2010,"Boys",70,1509,"1600m",274.82,1.509,0.125245218767556
"Wyoming",2010,"Boys",70,1509,"800m",118.34,1.509,0.528155034517915
"Wyoming",2010,"Boys",70,1509,"High Jump",1.9304,1.509,0.290247770722836
"Wyoming",2010,"Boys",70,1509,"Pole Vault",4.572,1.509,0.637865981056373
"Wyoming",2010,"Girls",70,1240,"100m",12.26,1.24,-1.21914927590987
"Wyoming",2010,"Girls",70,1240,"1600m",331.93,1.24,-2.30756797042383
"Wyoming",2010,"Girls",70,1240,"800m",136.35,1.24,-1.19632724099321
"Wyoming",2010,"Girls",70,1240,"High Jump",1.6256,1.24,-1.34781318071395
"Wyoming",2010,"Girls",70,1240,"Pole Vault",3.5814,1.24,-1.14851106830677
"California",2009,"Boys",1045,51689,"100m",10.57,51.689,1.12234727027764
"California",2009,"Boys",1045,51689,"1600m",245.33,51.689,1.38148162131096
"California",2009,"Boys",1045,51689,"800m",111.83,51.689,1.15149649001916
"California",2009,"Boys",1045,51689,"High Jump",2.159,51.689,1.51879348430043
"California",2009,"Boys",1045,51689,"Pole Vault",5.0038,51.689,1.41654315641979
"California",2009,"Girls",1037,41736,"100m",11.54,41.736,-0.221588617179097
"California",2009,"Girls",1037,41736,"1600m",287.67,41.736,-0.422148398481776
"California",2009,"Girls",1037,41736,"800m",127.45,41.736,-0.344139997681216
"California",2009,"Girls",1037,41736,"High Jump",1.7272,41.736,-0.801792863568356
"California",2009,"Girls",1037,41736,"Pole Vault",4.064,41.736,-0.278224813488827
"Florida",2009,"Boys",533,15879,"100m",10.32,15.879,1.4687224990036
"Florida",2009,"Boys",533,15879,"1600m",257.4,15.879,0.867315009622291
"Florida",2009,"Boys",533,15879,"800m",112.93,15.879,1.04616997680082
"Florida",2009,"Boys",533,15879,"High Jump",2.0828,15.879,1.10927824644123
"Florida",2009,"Boys",533,15879,"Pole Vault",5.08,15.879,1.55395677560157
"Florida",2009,"Girls",527,12839,"100m",11.56,12.839,-0.249298635477176
"Florida",2009,"Girls",527,12839,"1600m",295.11,12.839,-0.739082913060377
"Florida",2009,"Girls",527,12839,"800m",129.44,12.839,-0.534685235230751
"Florida",2009,"Girls",527,12839,"High Jump",1.778,12.839,-0.528782704995558
"Florida",2009,"Girls",527,12839,"Pole Vault",3.5306,12.839,-1.24012014776129
"Georgia",2009,"Boys",382,11609,"100m",10.44,11.609,1.30246238921514
"Georgia",2009,"Boys",382,11609,"1600m",257.4,11.609,0.867315009622291
"Georgia",2009,"Boys",382,11609,"800m",113.2,11.609,1.02031710537451
"Georgia",2009,"Boys",382,11609,"High Jump",2.1844,11.609,1.65529856358683
"Georgia",2009,"Boys",382,11609,"Pole Vault",4.7244,11.609,0.912693219419933
"Georgia",2009,"Girls",375,8951,"100m",11.54,8.951,-0.221588617179097
"Georgia",2009,"Girls",375,8951,"1600m",285,8.951,-0.308409802524132
"Georgia",2009,"Girls",375,8951,"800m",133.1,8.951,-0.885135270120852
"Georgia",2009,"Girls",375,8951,"High Jump",1.7018,8.951,-0.938297942854756
"Georgia",2009,"Girls",375,8951,"Pole Vault",3.5306,8.951,-1.24012014776129
"Illinois",2009,"Boys",612,24492,"100m",10.5,24.492,1.21933233432091
"Illinois",2009,"Boys",612,24492,"1600m",245.2,24.492,1.38701945557107
"Illinois",2009,"Boys",612,24492,"800m",111.1,24.492,1.22139499424588
"Illinois",2009,"Boys",612,24492,"High Jump",2.1336,24.492,1.38228840501403
"Illinois",2009,"Boys",612,24492,"Pole Vault",5.1308,24.492,1.64556585505609
"Illinois",2009,"Girls",605,17871,"100m",11.94,17.871,-0.775788983140639
"Illinois",2009,"Girls",605,17871,"1600m",289.4,17.871,-0.495844192866315
"Illinois",2009,"Girls",605,17871,"800m",132.1,17.871,-0.789383894467819
"Illinois",2009,"Girls",605,17871,"High Jump",1.7272,17.871,-0.801792863568356
"Illinois",2009,"Girls",605,17871,"Pole Vault",3.7338,17.871,-0.873683829943207
"Kansas",2009,"Boys",353,9475,"100m",10.81,9.475,0.789827050700714
"Kansas",2009,"Boys",353,9475,"1600m",258.39,9.475,0.8251422717953
"Kansas",2009,"Boys",353,9475,"800m",114.54,9.475,0.892010261999441
"Kansas",2009,"Boys",353,9475,"High Jump",1.9812,9.475,0.563257929295635
"Kansas",2009,"Boys",353,9475,"Pole Vault",4.2672,9.475,0.0882115043292525
"Kansas",2009,"Girls",353,6832,"100m",12.15,6.832,-1.06674417527045
"Kansas",2009,"Girls",353,6832,"1600m",305.9,6.832,-1.1987231566495
"Kansas",2009,"Girls",353,6832,"800m",133.88,6.832,-0.959821343130218
"Kansas",2009,"Girls",353,6832,"High Jump",1.6764,6.832,-1.07480302214116
"Kansas",2009,"Girls",353,6832,"Pole Vault",3.556,6.832,-1.19431560803403
"Maryland",2009,"Boys",184,6317,"100m",10.93,6.317,0.623566940912253
"Maryland",2009,"Boys",184,6317,"1600m",257.9,6.317,0.846015647083407
"Maryland",2009,"Boys",184,6317,"800m",115.19,6.317,0.82977186782497
"Maryland",2009,"Boys",184,6317,"High Jump",2.032,6.317,0.836268087868433
"Maryland",2009,"Boys",184,6317,"Pole Vault",4.6228,6.317,0.729475060510892
"Maryland",2009,"Girls",185,4950,"100m",11.81,4.95,-0.59567386420314
"Maryland",2009,"Girls",185,4950,"1600m",300.48,4.95,-0.967838066727996
"Maryland",2009,"Girls",185,4950,"800m",137.19,4.95,-1.27675839654176
"Maryland",2009,"Girls",185,4950,"High Jump",1.7272,4.95,-0.801792863568356
"Maryland",2009,"Girls",185,4950,"Pole Vault",3.2004,4.95,-1.83557916421567
"Massachusetts",2009,"Boys",308,12288,"100m",10.85,12.288,0.734407014104561
"Massachusetts",2009,"Boys",308,12288,"1600m",253.063668,12.288,1.05203722433622
"Massachusetts",2009,"Boys",308,12288,"800m",112.66,12.288,1.07202284822714
"Massachusetts",2009,"Boys",308,12288,"High Jump",2.1082,12.288,1.24578332572763
"Massachusetts",2009,"Boys",308,12288,"Pole Vault",4.4196,12.288,0.363038742692813
"Massachusetts",2009,"Girls",308,11313,"100m",12.19,11.313,-1.1221642118666
"Massachusetts",2009,"Girls",308,11313,"1600m",287.47293,11.313,-0.4137534677307
"Massachusetts",2009,"Girls",308,11313,"800m",134.13,11.313,-0.983759187043476
"Massachusetts",2009,"Girls",308,11313,"High Jump",1.6764,11.313,-1.07480302214116
"Massachusetts",2009,"Girls",308,11313,"Pole Vault",3.7084,11.313,-0.919488369670467
"Michigan",2009,"Boys",662,23942,"100m",10.83,23.942,0.762117032402638
"Michigan",2009,"Boys",662,23942,"1600m",247.71,23.942,1.28009665562587
"Michigan",2009,"Boys",662,23942,"800m",112.13,23.942,1.12277107732325
"Michigan",2009,"Boys",662,23942,"High Jump",2.0828,23.942,1.10927824644123
"Michigan",2009,"Boys",662,23942,"Pole Vault",4.6736,23.942,0.821084139965413
"Michigan",2009,"Girls",658,17463,"100m",12.1,17.463,-0.997469129525256
"Michigan",2009,"Girls",658,17463,"1600m",291.2,17.463,-0.572521898006299
"Michigan",2009,"Girls",658,17463,"800m",132.5,17.463,-0.827684444729033
"Michigan",2009,"Girls",658,17463,"High Jump",1.7272,17.463,-0.801792863568356
"Michigan",2009,"Girls",658,17463,"Pole Vault",3.9624,17.463,-0.461442972397867
"Nebraska",2009,"Boys",307,8795,"100m",10.831,8.795,0.760731531487735
"Nebraska",2009,"Boys",307,8795,"1600m",260.762,8.795,0.724098095910831
"Nebraska",2009,"Boys",307,8795,"800m",115.361,8.795,0.813398382588301
"Nebraska",2009,"Boys",307,8795,"High Jump",2.032,8.795,0.836268087868433
"Nebraska",2009,"Boys",307,8795,"Pole Vault",4.6736,8.795,0.821084139965413
"Nebraska",2009,"Girls",308,7309,"100m",12.181,7.309,-1.10969470363247
"Nebraska",2009,"Girls",308,7309,"1600m",308.909,7.309,-1.32690272040851
"Nebraska",2009,"Girls",308,7309,"800m",135.154,7.309,-1.08180859571218
"Nebraska",2009,"Girls",308,7309,"High Jump",1.7018,7.309,-0.938297942854756
"Nebraska",2009,"Girls",308,7309,"Pole Vault",3.5052,7.309,-1.28592468748855
"New Mexico",2009,"Boys",158,4486,"100m",11.27,4.486,0.152496629844943
"New Mexico",2009,"Boys",158,4486,"1600m",252.6,4.486,1.07178888999558
"New Mexico",2009,"Boys",158,4486,"800m",114.94,4.486,0.853709711738228
"New Mexico",2009,"Boys",158,4486,"High Jump",2.0066,4.486,0.699763008582034
"New Mexico",2009,"Boys",158,4486,"Pole Vault",4.6482,4.486,0.775279600238153
"New Mexico",2009,"Girls",158,3743,"100m",12.45,3.743,-1.4823944497416
"New Mexico",2009,"Girls",158,3743,"1600m",312.08,3.743,-1.46198327763011
"New Mexico",2009,"Girls",158,3743,"800m",138.09,3.743,-1.36293463462949
"New Mexico",2009,"Girls",158,3743,"High Jump",1.7272,3.743,-0.801792863568356
"New Mexico",2009,"Girls",158,3743,"Pole Vault",3.0734,3.743,-2.06460186285197
"New York",2009,"Boys",633,21588,"100m",10.71,21.588,0.928377142191099
"New York",2009,"Boys",633,21588,"1600m",246.11,21.588,1.3482546157503
"New York",2009,"Boys",633,21588,"800m",110.32,21.588,1.29608106725524
"New York",2009,"Boys",633,21588,"High Jump",2.032,21.588,0.836268087868433
"New York",2009,"Boys",633,21588,"Pole Vault",4.572,21.588,0.637865981056373
"New York",2009,"Girls",635,21357,"100m",11.85,21.357,-0.651093900799293
"New York",2009,"Girls",635,21357,"1600m",285.228405,21.357,-0.31813956432552
"New York",2009,"Girls",635,21357,"800m",128.67,21.357,-0.460956675977915
"New York",2009,"Girls",635,21357,"High Jump",1.7272,21.357,-0.801792863568356
"New York",2009,"Girls",635,21357,"Pole Vault",3.6576,21.357,-1.01109744912499
"North Carolina",2009,"Boys",360,13338,"100m",10.65,13.338,1.01150719708533
"North Carolina",2009,"Boys",360,13338,"1600m",256.32,13.338,0.913321632706281
"North Carolina",2009,"Boys",360,13338,"800m",114.04,13.338,0.939885949825957
"North Carolina",2009,"Boys",360,13338,"High Jump",2.032,13.338,0.836268087868433
"North Carolina",2009,"Boys",360,13338,"Pole Vault",4.7244,13.338,0.912693219419933
"North Carolina",2009,"Girls",362,9462,"100m",11.92,9.462,-0.748078964842563
"North Carolina",2009,"Girls",362,9462,"1600m",296.87,9.462,-0.81405666919725
"North Carolina",2009,"Girls",362,9462,"800m",133.87,9.462,-0.958863829373689
"North Carolina",2009,"Girls",362,9462,"High Jump",1.6764,9.462,-1.07480302214116
"North Carolina",2009,"Girls",362,9462,"Pole Vault",3.5052,9.462,-1.28592468748855
"Oklahoma",2009,"Boys",406,4550,"100m",10.48,4.55,1.24704235261899
"Oklahoma",2009,"Boys",406,4550,"1600m",264.31,4.55,0.572957819334907
"Oklahoma",2009,"Boys",406,4550,"800m",116.36,4.55,0.717742758310921
"Oklahoma",2009,"Boys",406,4550,"High Jump",2.1336,4.55,1.38228840501403
"Oklahoma",2009,"Boys",406,4550,"Pole Vault",5.1816,4.55,1.73717493451061
"Oklahoma",2009,"Girls",400,3975,"100m",11.48,3.975,-0.138458562284868
"Oklahoma",2009,"Girls",400,3975,"1600m",315.1,3.975,-1.59063142736498
"Oklahoma",2009,"Girls",400,3975,"800m",136.07,3.975,-1.16951685581036
"Oklahoma",2009,"Girls",400,3975,"High Jump",1.6764,3.975,-1.07480302214116
"Oklahoma",2009,"Girls",400,3975,"Pole Vault",3.429,3.975,-1.42333830667033
"Oregon",2009,"Boys",270,8701,"100m",10.75,8.701,0.872957105594946
"Oregon",2009,"Boys",270,8701,"1600m",247.552272,8.701,1.28681566733494
"Oregon",2009,"Boys",270,8701,"800m",116.27,8.701,0.726360382119694
"Oregon",2009,"Boys",270,8701,"High Jump",2.032,8.701,0.836268087868433
"Oregon",2009,"Boys",270,8701,"Pole Vault",4.953,8.701,1.32493407696527
"Oregon",2009,"Girls",270,6452,"100m",11.78,6.452,-0.554108836756023
"Oregon",2009,"Girls",270,6452,"1600m",292.067874,6.452,-0.609492223934444
"Oregon",2009,"Girls",270,6452,"800m",132.96,6.452,-0.871730077529429
"Oregon",2009,"Girls",270,6452,"High Jump",1.651,6.452,-1.21130810142755
"Oregon",2009,"Girls",270,6452,"Pole Vault",3.8862,6.452,-0.598856591579647
"Rhode Island",2009,"Boys",39,1684,"100m",10.82,1.684,0.775972041551676
"Rhode Island",2009,"Boys",39,1684,"1600m",251.267274,1.684,1.12856131847358
"Rhode Island",2009,"Boys",39,1684,"800m",116.26,1.684,0.727317895876224
"Rhode Island",2009,"Boys",39,1684,"High Jump",1.9304,1.684,0.290247770722836
"Rhode Island",2009,"Boys",39,1684,"Pole Vault",4.2672,1.684,0.0882115043292525
"Rhode Island",2009,"Girls",40,1586,"100m",12.41,1.586,-1.42697441314545
"Rhode Island",2009,"Girls",40,1586,"1600m",297.135738,1.586,-0.825376769201966
"Rhode Island",2009,"Girls",40,1586,"800m",135.37,1.586,-1.10249089285324
"Rhode Island",2009,"Girls",40,1586,"High Jump",1.651,1.586,-1.21130810142755
"Rhode Island",2009,"Girls",40,1586,"Pole Vault",3.048,1.586,-2.11040640257923
"Tennessee",2009,"Boys",254,7302,"100m",10.6,7.302,1.08078224283052
"Tennessee",2009,"Boys",254,7302,"1600m",253.19,7.302,1.0466556421997
"Tennessee",2009,"Boys",254,7302,"800m",111.81,7.302,1.15341151753222
"Tennessee",2009,"Boys",254,7302,"High Jump",2.032,7.302,0.836268087868433
"Tennessee",2009,"Boys",254,7302,"Pole Vault",4.572,7.302,0.637865981056373
"Tennessee",2009,"Girls",256,5682,"100m",11.87,5.682,-0.678803919097369
"Tennessee",2009,"Girls",256,5682,"1600m",304.09,5.682,-1.12161946425874
"Tennessee",2009,"Girls",256,5682,"800m",135.29,5.682,-1.09483078280099
"Tennessee",2009,"Girls",256,5682,"High Jump",1.6764,5.682,-1.07480302214116
"Tennessee",2009,"Girls",256,5682,"Pole Vault",3.2004,5.682,-1.83557916421567
"Washington",2009,"Boys",315,11437,"100m",10.6,11.437,1.08078224283052
"Washington",2009,"Boys",315,11437,"1600m",253.71,11.437,1.02450430515926
"Washington",2009,"Boys",315,11437,"800m",112.57,11.437,1.08064047203592
"Washington",2009,"Boys",315,11437,"High Jump",2.0828,11.437,1.10927824644123
"Washington",2009,"Boys",315,11437,"Pole Vault",4.7752,11.437,1.00430229887445
"Washington",2009,"Girls",312,8438,"100m",11.63,8.438,-0.346283699520446
"Washington",2009,"Girls",312,8438,"1600m",296.35,8.438,-0.791905332156811
"Washington",2009,"Girls",312,8438,"800m",131.37,8.438,-0.719485390241106
"Washington",2009,"Girls",312,8438,"High Jump",1.7272,8.438,-0.801792863568356
"Washington",2009,"Girls",312,8438,"Pole Vault",3.5814,8.438,-1.14851106830677
"Wisconsin",2009,"Boys",434,14534,"100m",10.86,14.534,0.720552004955523
"Wisconsin",2009,"Boys",434,14534,"1600m",251.8,14.534,1.1058678700578
"Wisconsin",2009,"Boys",434,14534,"800m",114.6,14.534,0.88626517946026
"Wisconsin",2009,"Boys",434,14534,"High Jump",2.0828,14.534,1.10927824644123
"Wisconsin",2009,"Boys",434,14534,"Pole Vault",4.572,14.534,0.637865981056373
"Wisconsin",2009,"Girls",432,11209,"100m",12.05,11.209,-0.928194083780065
"Wisconsin",2009,"Girls",432,11209,"1600m",301.69,11.209,-1.0193825240721
"Wisconsin",2009,"Girls",432,11209,"800m",134.28,11.209,-0.998121893391432
"Wisconsin",2009,"Girls",432,11209,"High Jump",1.7526,11.209,-0.665287784281958
"Wisconsin",2009,"Girls",432,11209,"Pole Vault",3.5052,11.209,-1.28592468748855
"Wyoming",2009,"Boys",71,1597,"100m",10.86,1.597,0.720552004955523
"Wyoming",2009,"Boys",71,1597,"1600m",255.84,1.597,0.93376902074361
"Wyoming",2009,"Boys",71,1597,"800m",114.77,1.597,0.869987445599244
"Wyoming",2009,"Boys",71,1597,"High Jump",2.0574,1.597,0.972773167154831
"Wyoming",2009,"Boys",71,1597,"Pole Vault",4.7498,1.597,0.958497759147192
"Wyoming",2009,"Girls",70,1193,"100m",12.51,1.193,-1.56552450463584
"Wyoming",2009,"Girls",70,1193,"1600m",312.57,1.193,-1.48285665291822
"Wyoming",2009,"Girls",70,1193,"800m",136.29,1.193,-1.19058215845403
"Wyoming",2009,"Girls",70,1193,"High Jump",1.6256,1.193,-1.34781318071395
"Wyoming",2009,"Girls",70,1193,"Pole Vault",3.5052,1.193,-1.28592468748855
"California",2008,"Boys",1088,49911,"100m",10.47,49.911,1.26089736176802
"California",2008,"Boys",1088,49911,"1600m",251.62,49.911,1.11353564057179
"California",2008,"Boys",1088,49911,"800m",112.23,49.911,1.11319593975795
"California",2008,"Boys",1088,49911,"High Jump",2.0066,49.911,0.699763008582034
"California",2008,"Boys",1088,49911,"Pole Vault",4.7244,49.911,0.912693219419933
"California",2008,"Girls",1097,38817,"100m",11.77,38.817,-0.540253827606984
"California",2008,"Girls",1097,38817,"1600m",293.67,38.817,-0.67774074894839
"California",2008,"Girls",1097,38817,"800m",129.77,38.817,-0.566283189196254
"California",2008,"Girls",1097,38817,"High Jump",1.6764,38.817,-1.07480302214116
"California",2008,"Girls",1097,38817,"Pole Vault",3.7338,38.817,-0.873683829943207
"Florida",2008,"Boys",514,14954,"100m",10.4,14.954,1.35788242581129
"Florida",2008,"Boys",514,14954,"1600m",255.6,14.954,0.943992714762275
"Florida",2008,"Boys",514,14954,"800m",112.2,14.954,1.11606848102754
"Florida",2008,"Boys",514,14954,"High Jump",2.1336,14.954,1.38228840501403
"Florida",2008,"Boys",514,14954,"Pole Vault",5.0546,14.954,1.50815223587431
"Florida",2008,"Girls",514,12175,"100m",12.04,12.175,-0.914339074631024
"Florida",2008,"Girls",514,12175,"1600m",292.64,12.175,-0.633864062118286
"Florida",2008,"Girls",514,12175,"800m",130.52,12.175,-0.638096720936028
"Florida",2008,"Girls",514,12175,"High Jump",1.7272,12.175,-0.801792863568356
"Florida",2008,"Girls",514,12175,"Pole Vault",3.6576,12.175,-1.01109744912499
"Georgia",2008,"Boys",382,11609,"100m",10.33,11.609,1.45486748985456
"Georgia",2008,"Boys",382,11609,"1600m",259,11.609,0.79915704949786
"Georgia",2008,"Boys",382,11609,"800m",114.3,11.609,0.914990592156169
"Georgia",2008,"Boys",382,11609,"High Jump",2.1336,11.609,1.38228840501403
"Georgia",2008,"Boys",382,11609,"Pole Vault",4.4958,11.609,0.500452361874593
"Georgia",2008,"Girls",375,8951,"100m",11.45,8.951,-0.0968935348377506
"Georgia",2008,"Girls",375,8951,"1600m",288.4,8.951,-0.453245467788546
"Georgia",2008,"Girls",375,8951,"800m",134.2,8.951,-0.990461783339188
"Georgia",2008,"Girls",375,8951,"High Jump",1.6764,8.951,-1.07480302214116
"Georgia",2008,"Girls",375,8951,"Pole Vault",3.6576,8.951,-1.01109744912499
"Illinois",2008,"Boys",608,24517,"100m",10.68,24.517,0.969942169638216
"Illinois",2008,"Boys",608,24517,"1600m",252.3,24.517,1.08456850751891
"Illinois",2008,"Boys",608,24517,"800m",110.7,24.517,1.25969554450709
"Illinois",2008,"Boys",608,24517,"Pole Vault",5.1054,24.517,1.59976131532883
"Illinois",2008,"Girls",601,17262,"100m",11.88,17.262,-0.69265892824641
"Illinois",2008,"Girls",601,17262,"1600m",295,17.262,-0.734397053301822
"Illinois",2008,"Girls",601,17262,"800m",128,17.262,-0.396803254290384
"Illinois",2008,"Girls",601,17262,"High Jump",1.7018,17.262,-0.938297942854756
"Illinois",2008,"Girls",601,17262,"Pole Vault",3.6576,17.262,-1.01109744912499
"Kansas",2008,"Boys",341,9395,"100m",10.82,9.395,0.775972041551676
"Kansas",2008,"Boys",341,9395,"1600m",258.83,9.395,0.806398832761082
