"State","Year","Event","Gender","Class","Mark","Mark.Note","Mark.raw","Event.raw"
"Michigan",1971,"800m","Boys","CLASS C",117.3156,NA,"1:58.0","880y"
"Michigan",1971,"100m","Boys","CLASS C",11.1588,NA,":10.2","100y"
"Michigan",1970,"Pole Vault","Boys","CLASS C",3.9497,NA,"12-111/2","Pole Vault"
"Michigan",1970,"1600m","Boys","CLASS C",267.14154,NA,"4:28.7","Mile"
"Michigan",1970,"High Jump","Boys","CLASS C",2.0447,NA,"6-81/2","High Jump"
"Michigan",1970,"800m","Boys","CLASS C",116.91792,NA,"1:57.6","880y"
"Michigan",1970,"100m","Boys","CLASS C",11.487,NA,":10.5","100y"
"Michigan",1979,"Pole Vault","Boys","CLASS D",4.11,NA,"4.11M","Pole Vault"
"Michigan",1979,"High Jump","Boys","CLASS D",1.94,NA,"1.94M","High Jump"
"Michigan",1979,"1600m","Boys","CLASS D",259.1,NA,"4:19.1","1600m"
"Michigan",1979,"800m","Boys","CLASS D",117.9,NA,"1:57.9","800m"
"Michigan",1979,"100m","Boys","CLASS D",10.9,NA,":10.9","100m"
"Michigan",1978,"Pole Vault","Boys","CLASS D",4.1402,NA,"13-7","Pole Vault"
"Michigan",1978,"1600m","Boys","CLASS D",262.4688,NA,"4:24","Mile"
"Michigan",1978,"High Jump","Boys","CLASS D",1.9431,NA,"6-41/2","High Jump"
"Michigan",1978,"800m","Boys","CLASS D",117.3156,NA,"1:58.0","880y"
"Michigan",1978,"100m","Boys","CLASS D",11.0494,NA,":10.1","100y"
"Michigan",1977,"Pole Vault","Boys","CLASS D",3.6576,NA,"12-0","Pole Vault"
"Michigan",1977,"1600m","Boys","CLASS D",270.72066,NA,"4:32.3","Mile"
"Michigan",1977,"High Jump","Boys","CLASS D",1.9558,NA,"6-5","High Jump"
"Michigan",1977,"800m","Boys","CLASS D",118.90632,NA,"1:59.6","880y"
"Michigan",1977,"100m","Boys","CLASS D",10.5571,NA,":9.65","100y"
"Michigan",1976,"Pole Vault","Boys","CLASS D",4.1148,NA,"13-6","Pole Vault"
"Michigan",1976,"1600m","Boys","CLASS D",262.9659,NA,"4:24.5","Mile"
"Michigan",1976,"High Jump","Boys","CLASS D",1.97485,NA,"6-53/4","High Jump"
"Michigan",1976,"800m","Boys","CLASS D",117.41502,NA,"1:58.1","880y"
"Michigan",1975,"Pole Vault","Boys","CLASS D",4.2037,NA,"13-91/2","Pole Vault"
"Michigan",1975,"1600m","Boys","CLASS D",268.453884,NA,"4:30.02","Mile"
"Michigan",1975,"High Jump","Boys","CLASS D",2.06375,NA,"6-91/4","High Jump"
"Michigan",1975,"800m","Boys","CLASS D",117.3156,NA,"1:58.0","880y"
"Michigan",1975,"100m","Boys","CLASS D",10.7759,NA,":9.85","100y"
"Michigan",1974,"Pole Vault","Boys","CLASS D",4.0386,NA,"13-3","Pole Vault"
"Michigan",1974,"1600m","Boys","CLASS D",267.24096,NA,"4:28.8","Mile"
"Michigan",1974,"High Jump","Boys","CLASS D",1.92405,NA,"6-33/4","High Jump"
"Michigan",1974,"800m","Boys","CLASS D",117.8127,NA,"1:58.5","880y"
"Michigan",1974,"100m","Boys","CLASS D",10.94,NA,":10.0","100y"
"Michigan",1973,"Pole Vault","Boys","CLASS D",3.8354,NA,"12-7","Pole Vault"
"Michigan",1973,"1600m","Boys","CLASS D",262.76706,NA,"4:24.3","Mile"
"Michigan",1973,"High Jump","Boys","CLASS D",1.905,NA,"6-3","High Jump"
"Michigan",1973,"800m","Boys","CLASS D",116.12256,NA,"1:56.8","880y"
"Michigan",1973,"100m","Boys","CLASS D",10.8306,NA,":9.9","100y"
"Michigan",1972,"Pole Vault","Boys","CLASS D",4.0132,NA,"13-2","Pole Vault"
"Michigan",1972,"1600m","Boys","CLASS D",269.9253,NA,"4:31.5","Mile"
"Michigan",1972,"High Jump","Boys","CLASS D",1.8542,NA,"6-1","High Jump"
"Michigan",1972,"800m","Boys","CLASS D",119.05545,NA,"1:59.75","880y"
"Michigan",1972,"100m","Boys","CLASS D",11.2682,NA,":10.3","100y"
"Michigan",1971,"Pole Vault","Boys","CLASS D",4.0005,NA,"13-11/2","Pole Vault"
"Michigan",1971,"1600m","Boys","CLASS D",276.28818,NA,"4:37.9","Mile"
"Michigan",1971,"High Jump","Boys","CLASS D",1.8034,NA,"5-11","High Jump"
"Michigan",1971,"800m","Boys","CLASS D",121.88892,NA,"2:02.6","880y"
"Michigan",1971,"100m","Boys","CLASS D",11.1588,NA,":10.2","100y"
"Michigan",1970,"Pole Vault","Boys","CLASS D",3.7084,NA,"12-2","Pole Vault"
"Michigan",1970,"1600m","Boys","CLASS D",280.46382,NA,"4:42.1","Mile"
"Michigan",1970,"High Jump","Boys","CLASS D",1.80975,NA,"5-111/4","High Jump"
"Michigan",1970,"800m","Boys","CLASS D",120.2982,NA,"2:01","880y"
"Michigan",1970,"100m","Boys","CLASS D",11.1588,NA,":10.2","100y"
"Michigan",1989,"Pole Vault","Boys","CLASS A",4.826,NA,"15-10","Pole Vault"
"Michigan",1989,"High Jump","Boys","CLASS A",2.0574,NA,"6-9","High Jump"
"Michigan",1989,"1600m","Boys","CLASS A",253.4,NA,"4:13.4","1600m"
"Michigan",1989,"800m","Boys","CLASS A",114.09,NA,"1:54.09","800m"
"Michigan",1989,"100m","Boys","CLASS A",10.93,NA,":10.93","100m"
"Michigan",1988,"Pole Vault","Boys","CLASS A",4.6482,NA,"15-3","Pole Vault"
"Michigan",1988,"High Jump","Boys","CLASS A",2.0828,NA,"6-10","High Jump"
"Michigan",1988,"1600m","Boys","CLASS A",253.37,NA,"4:13.37","1600m"
"Michigan",1988,"800m","Boys","CLASS A",110.63,NA,"1:50.63","800m"
"Michigan",1988,"100m","Boys","CLASS A",10.5,NA,":10.5","100m"
"Michigan",1987,"Pole Vault","Boys","CLASS A",4.2418,NA,"13-11","Pole Vault"
"Michigan",1987,"High Jump","Boys","CLASS A",2.0574,NA,"6-9","High Jump"
"Michigan",1987,"1600m","Boys","CLASS A",252.9,NA,"4:12.90","1600m"
"Michigan",1987,"800m","Boys","CLASS A",113.1,NA,"1:53.10","800m"
"Michigan",1987,"100m","Boys","CLASS A",10.4,NA,":10.40","100m"
"Michigan",1986,"Pole Vault","Boys","CLASS A",4.8006,NA,"15-9","Pole Vault"
"Michigan",1986,"High Jump","Boys","CLASS A",2.0828,NA,"6-10","High Jump"
"Michigan",1986,"1600m","Boys","CLASS A",255.35,NA,"4:15.35","1600m"
"Michigan",1986,"800m","Boys","CLASS A",113.8,NA,"1:53.80","800m"
"Michigan",1986,"100m","Boys","CLASS A",10.55,NA,":10.55","100m"
"Michigan",1985,"Pole Vault","Boys","CLASS A",4.3688,NA,"14-4","Pole Vault"
"Michigan",1985,"High Jump","Boys","CLASS A",2.0828,NA,"6-10","High Jump"
"Michigan",1985,"1600m","Boys","CLASS A",258,NA,"4:18.00","1600m"
"Michigan",1985,"800m","Boys","CLASS A",113.6,NA,"1:53.60","800m"
"Michigan",1985,"100m","Boys","CLASS A",10.78,NA,":10.78","100m"
"Michigan",1984,"Pole Vault","Boys","CLASS A",4.3942,NA,"14-5","Pole Vault"
"Michigan",1984,"High Jump","Boys","CLASS A",2.0828,NA,"6-10","High Jump"
"Michigan",1984,"1600m","Boys","CLASS A",253.1,NA,"4:13.1","1600m"
"Michigan",1984,"800m","Boys","CLASS A",115.3,NA,"1:55.3","800m"
"Michigan",1984,"100m","Boys","CLASS A",10.5,"W",":10.5","100m"
"Michigan",1983,"Pole Vault","Boys","CLASS A",4.3942,NA,"14-5","Pole Vault"
"Michigan",1983,"High Jump","Boys","CLASS A",2.0828,NA,"6-10","High Jump"
"Michigan",1983,"1600m","Boys","CLASS A",257.4,NA,"4:17.4","1600m"
"Michigan",1983,"800m","Boys","CLASS A",112.1,NA,"1:52.1","800m"
"Michigan",1983,"100m","Boys","CLASS A",10.7,NA,":10.7","100m"
"Michigan",1982,"Pole Vault","Boys","CLASS A",4.7752,NA,"15-8","Pole Vault"
"Michigan",1982,"High Jump","Boys","CLASS A",2.0574,NA,"6-9","High Jump"
"Michigan",1982,"1600m","Boys","CLASS A",258.1,NA,"4:18.1","1600m"
"Michigan",1982,"800m","Boys","CLASS A",112.7,NA,"1:52.7","800m"
"Michigan",1982,"100m","Boys","CLASS A",10.5,NA,":10.5","100m"
"Michigan",1981,"Pole Vault","Boys","CLASS A",4.52755,NA,"14-101/4","Pole Vault"
"Michigan",1981,"1600m","Boys","CLASS A",251.13492,NA,"4:12.6","Mile"
"Michigan",1981,"High Jump","Boys","CLASS A",2.0574,NA,"6-9","High Jump"
"Michigan",1981,"800m","Boys","CLASS A",113.93532,NA,"1:54.6","880y"
"Michigan",1981,"100m","Boys","CLASS A",10.5024,NA,":09.6","100y"
"Michigan",1980,"Pole Vault","Boys","CLASS A",4.2926,NA,"14-1","Pole Vault"
"Michigan",1980,"1600m","Boys","CLASS A",255.21114,NA,"4:16.7","Mile"
"Michigan",1980,"High Jump","Boys","CLASS A",2.0066,NA,"6-7","High Jump"
"Michigan",1980,"800m","Boys","CLASS A",111.64866,NA,"1:52.3","880y"
"Michigan",1980,"100m","Boys","CLASS A",10.6118,NA,":09.7","100y"
"Michigan",1989,"Pole Vault","Boys","CLASS B",4.7244,NA,"15-6","Pole Vault"
"Michigan",1989,"High Jump","Boys","CLASS B",2.032,NA,"6-8","High Jump"
"Michigan",1989,"1600m","Boys","CLASS B",262.1,NA,"4:22.1","1600m"
"Michigan",1989,"800m","Boys","CLASS B",112.1,NA,"1:52.1","800m"
"Michigan",1989,"100m","Boys","CLASS B",10.5,NA,":10.5","100m"
"Michigan",1988,"Pole Vault","Boys","CLASS B",4.4958,NA,"14-9","Pole Vault"
"Michigan",1988,"High Jump","Boys","CLASS B",2.0574,NA,"6-9","High Jump"
"Michigan",1988,"1600m","Boys","CLASS B",258.64,NA,"4:18.64","1600m"
"Michigan",1988,"800m","Boys","CLASS B",115.79,NA,"1:55.79","800m"
"Michigan",1988,"100m","Boys","CLASS B",10.81,NA,":10.81","100m"
"Michigan",1987,"Pole Vault","Boys","CLASS B",4.3942,NA,"14-5","Pole Vault"
"Michigan",1987,"High Jump","Boys","CLASS B",2.0574,NA,"6-9","High Jump"
"Michigan",1987,"1600m","Boys","CLASS B",258.76,NA,"4:18.76","1600m"
"Michigan",1987,"800m","Boys","CLASS B",116.21,NA,"1:56.21","800m"
"Michigan",1987,"100m","Boys","CLASS B",10.61,NA,":10.61","100m"
"Michigan",1986,"Pole Vault","Boys","CLASS B",4.7498,NA,"15-7","Pole Vault"
"Michigan",1986,"High Jump","Boys","CLASS B",2.032,NA,"6-8","High Jump"
"Michigan",1986,"1600m","Boys","CLASS B",258,NA,"4:18.0","1600m"
"Michigan",1986,"800m","Boys","CLASS B",116.5,NA,"1:56.5","800m"
"Michigan",1986,"100m","Boys","CLASS B",10.9,NA,":10.9","100m"
"Michigan",1985,"Pole Vault","Boys","CLASS B",4.2164,NA,"13-10","Pole Vault"
"Michigan",1985,"High Jump","Boys","CLASS B",2.032,NA,"6-8","High Jump"
"Michigan",1985,"1600m","Boys","CLASS B",259.46,NA,"4:19.46","1600m"
"Michigan",1985,"800m","Boys","CLASS B",114.86,NA,"1:54.86","800m"
"Michigan",1985,"100m","Boys","CLASS B",11.02,NA,":11.02","100m"
"Michigan",1984,"Pole Vault","Boys","CLASS B",4.3942,NA,"14-5","Pole Vault"
"Michigan",1984,"High Jump","Boys","CLASS B",2.0574,NA,"6-9","High Jump"
"Michigan",1984,"1600m","Boys","CLASS B",255.8,NA,"4:15.8","1600m"
"Michigan",1984,"800m","Boys","CLASS B",114.9,NA,"1:54.9","800m"
"Michigan",1984,"100m","Boys","CLASS B",10.6,NA,":10.6","100m"
"Michigan",1983,"Pole Vault","Boys","CLASS B",4.3688,NA,"14-4","Pole Vault"
"Michigan",1983,"High Jump","Boys","CLASS B",2.0574,NA,"6-9","High Jump"
"Michigan",1983,"1600m","Boys","CLASS B",255.1,NA,"4:15.1","1600m"
"Michigan",1983,"800m","Boys","CLASS B",114.4,NA,"1:54.4","800m"
"Michigan",1983,"100m","Boys","CLASS B",10.6,NA,":10.6","100m"
"Michigan",1982,"Pole Vault","Boys","CLASS B",4.1656,NA,"13-8","Pole Vault"
"Michigan",1982,"1600m","Boys","CLASS B",259.28736,NA,"4:20.8","Mile"
"Michigan",1982,"High Jump","Boys","CLASS B",2.032,NA,"6-8","High Jump"
"Michigan",1982,"800m","Boys","CLASS B",113.63706,NA,"1:54.3","880y"
"Michigan",1982,"100m","Boys","CLASS B",10.8306,NA,":09.9","100y"
"Michigan",1981,"Pole Vault","Boys","CLASS B",4.3561,NA,"14-31/2","Pole Vault"
"Michigan",1981,"High Jump","Boys","CLASS B",1.9558,NA,"6-5","High Jump"
"Michigan",1981,"1600m","Boys","CLASS B",253.5,NA,"4:13.5","1600m"
"Michigan",1981,"800m","Boys","CLASS B",114.9,NA,"1:54.9","800m"
"Michigan",1981,"100m","Boys","CLASS B",11.2,NA,":11.2","100m"
"Michigan",1980,"Pole Vault","Boys","CLASS B",4.3307,NA,"14-21/2","Pole Vault"
"Michigan",1980,"High Jump","Boys","CLASS B",2.0066,NA,"6-7","High Jump"
"Michigan",1980,"1600m","Boys","CLASS B",257,NA,"4:17.0","1600m"
"Michigan",1980,"800m","Boys","CLASS B",114.8,NA,"1:54.8","800m"
"Michigan",1980,"100m","Boys","CLASS B",10.5,NA,":10.5","100m"
"Michigan",1989,"Pole Vault","Boys","CLASS C",4.1402,NA,"13-7","Pole Vault"
"Michigan",1989,"High Jump","Boys","CLASS C",1.9304,NA,"6-4","High Jump"
"Michigan",1989,"1600m","Boys","CLASS C",262.15,NA,"4:22.15","1600m"
"Michigan",1989,"800m","Boys","CLASS C",117.41,NA,"1:57.41","800m"
"Michigan",1989,"100m","Boys","CLASS C",10.92,NA,":10.92","100m"
"Michigan",1988,"Pole Vault","Boys","CLASS C",4.445,NA,"14-7","Pole Vault"
"Michigan",1988,"High Jump","Boys","CLASS C",1.9558,NA,"6-5","High Jump"
"Michigan",1988,"1600m","Boys","CLASS C",261.9,NA,"4:21.90","1600m"
"Michigan",1988,"800m","Boys","CLASS C",116,NA,"1:56.00","800m"
"Michigan",1988,"100m","Boys","CLASS C",11,NA,":11.00","100m"
"Michigan",1987,"Pole Vault","Boys","CLASS C",4.3942,NA,"14-5","Pole Vault"
"Michigan",1987,"High Jump","Boys","CLASS C",2.0066,NA,"6-7","High Jump"
"Michigan",1987,"1600m","Boys","CLASS C",259.04,NA,"4:19.04","1600m"
"Michigan",1987,"800m","Boys","CLASS C",115.91,NA,"1:55.91","800m"
"Michigan",1987,"100m","Boys","CLASS C",10.81,NA,":10.81","100m"
"Michigan",1986,"Pole Vault","Boys","CLASS C",4.318,NA,"14-2","Pole Vault"
"Michigan",1986,"High Jump","Boys","CLASS C",2.032,NA,"6-8","High Jump"
"Michigan",1986,"1600m","Boys","CLASS C",258.16,NA,"4:18.16","1600m"
"Michigan",1986,"800m","Boys","CLASS C",114.6,NA,"1:54.60","800m"
"Michigan",1986,"100m","Boys","CLASS C",10.81,NA,":10.81","100m"
"Michigan",1985,"Pole Vault","Boys","CLASS C",4.2672,NA,"14-0","Pole Vault"
"Michigan",1985,"High Jump","Boys","CLASS C",2.032,NA,"6-8","High Jump"
"Michigan",1985,"1600m","Boys","CLASS C",261.99,NA,"4:21.99","1600m"
"Michigan",1985,"800m","Boys","CLASS C",116.3,NA,"1:56.30","800m"
"Michigan",1985,"100m","Boys","CLASS C",11.06,NA,":11.06","100m"
"Michigan",1984,"Pole Vault","Boys","CLASS C",4.0894,NA,"13-5","Pole Vault"
"Michigan",1984,"High Jump","Boys","CLASS C",2.032,NA,"6-8","High Jump"
"Michigan",1984,"1600m","Boys","CLASS C",260.4,NA,"4:20.4","1600m"
"Michigan",1984,"800m","Boys","CLASS C",117.9,NA,"1:57.9","800m"
"Michigan",1984,"100m","Boys","CLASS C",11.1,NA,":11.1","100m"
"Michigan",1983,"Pole Vault","Boys","CLASS C",4.2672,NA,"14-0","Pole Vault"
"Michigan",1983,"High Jump","Boys","CLASS C",1.9812,NA,"6-6","High Jump"
"Michigan",1983,"1600m","Boys","CLASS C",257.4,NA,"4:17.4","1600m"
"Michigan",1983,"800m","Boys","CLASS C",116.2,NA,"1:56.2","800m"
"Michigan",1983,"100m","Boys","CLASS C",10.7,NA,":10.7","100m"
"Michigan",1982,"Pole Vault","Boys","CLASS C",4.1148,NA,"13-6","Pole Vault"
"Michigan",1982,"High Jump","Boys","CLASS C",2.032,NA,"6-8","High Jump"
"Michigan",1982,"1600m","Boys","CLASS C",253.5,NA,"4:13.5","1600m"
"Michigan",1982,"800m","Boys","CLASS C",113.7,NA,"1:53.7","800m"
"Michigan",1982,"100m","Boys","CLASS C",11,NA,":11.0","100m"
"Michigan",1981,"Pole Vault","Boys","CLASS C",4.21005,NA,"13-93/4","Pole Vault"
"Michigan",1981,"High Jump","Boys","CLASS C",2.0574,NA,"6-9","High Jump"
"Michigan",1981,"1600m","Boys","CLASS C",261.1,NA,"4:21.1","1600m"
"Michigan",1981,"800m","Boys","CLASS C",115.7,NA,"1:55.7","800m"
"Michigan",1981,"100m","Boys","CLASS C",10.6,NA,":10.6","100m"
"Michigan",1980,"Pole Vault","Boys","CLASS C",4.0894,NA,"13-5","Pole Vault"
"Michigan",1980,"1600m","Boys","CLASS C",259.28736,NA,"4:20.8","Mile"
"Michigan",1980,"High Jump","Boys","CLASS C",1.9812,NA,"6-6","High Jump"
"Michigan",1980,"800m","Boys","CLASS C",114.23358,NA,"1:54.9","880y"
"Michigan",1980,"100m","Boys","CLASS C",10.8306,NA,":09.9","100y"
"Michigan",1989,"Pole Vault","Boys","CLASS D",4.191,NA,"13-9","Pole Vault"
"Michigan",1989,"High Jump","Boys","CLASS D",1.9558,NA,"6-5","High Jump"
"Michigan",1989,"1600m","Boys","CLASS D",267.8,NA,"4:27.8","1600m"
"Michigan",1989,"800m","Boys","CLASS D",118.6,NA,"1:58.6","800m"
"Michigan",1989,"100m","Boys","CLASS D",10.8,NA,":10.8","100m"
"Michigan",1988,"Pole Vault","Boys","CLASS D",4.2672,NA,"14-0","Pole Vault"
"Michigan",1988,"High Jump","Boys","CLASS D",1.9812,NA,"6-6","High Jump"
"Michigan",1988,"1600m","Boys","CLASS D",268.02,NA,"4:28.02","1600m"
"Michigan",1988,"800m","Boys","CLASS D",120.59,NA,"2:00.59","800m"
"Michigan",1988,"100m","Boys","CLASS D",11.11,NA,":11.11","100m"
"Michigan",1987,"Pole Vault","Boys","CLASS D",3.9878,NA,"13-1","Pole Vault"
"Michigan",1987,"High Jump","Boys","CLASS D",1.9304,NA,"6-4","High Jump"
"Michigan",1987,"1600m","Boys","CLASS D",273.1,NA,"4:33.10","1600m"
"Michigan",1987,"800m","Boys","CLASS D",117.9,NA,"1:57.90","800m"
"Michigan",1987,"100m","Boys","CLASS D",10.96,NA,":10.96","100m"
"Michigan",1986,"Pole Vault","Boys","CLASS D",4.0386,NA,"13-3","Pole Vault"
"Michigan",1986,"High Jump","Boys","CLASS D",2.032,NA,"6-8","High Jump"
"Michigan",1986,"1600m","Boys","CLASS D",263.83,NA,"4:23.83","1600m"
"Michigan",1986,"800m","Boys","CLASS D",118.31,NA,"1:58.31","800m"
"Michigan",1986,"100m","Boys","CLASS D",11.2,NA,":11.20","100m"
"Michigan",1985,"Pole Vault","Boys","CLASS D",3.9116,NA,"12-10","Pole Vault"
"Michigan",1985,"High Jump","Boys","CLASS D",2.0066,NA,"6-7","High Jump"
"Michigan",1985,"1600m","Boys","CLASS D",266.9,NA,"4:26.90","1600m"
"Michigan",1985,"800m","Boys","CLASS D",120.21,NA,"2:00.21","800m"
"Michigan",1985,"100m","Boys","CLASS D",11.14,NA,":11.14","100m"
"Michigan",1984,"Pole Vault","Boys","CLASS D",4.064,NA,"13-4","Pole Vault"
"Michigan",1984,"High Jump","Boys","CLASS D",2.02565,NA,"6-73/4","High Jump"
"Michigan",1984,"1600m","Boys","CLASS D",264.57,NA,"4:24.57","1600m"
"Michigan",1984,"800m","Boys","CLASS D",121.31,NA,"2:01.31","800m"
"Michigan",1984,"100m","Boys","CLASS D",10.81,NA,":10.81","100m"
"Michigan",1983,"Pole Vault","Boys","CLASS D",4.0132,NA,"13-2","Pole Vault"
"Michigan",1983,"High Jump","Boys","CLASS D",2.01295,NA,"6-71/4","High Jump"
"Michigan",1983,"1600m","Boys","CLASS D",255.1,NA,"4:15.1","1600m"
"Michigan",1983,"800m","Boys","CLASS D",118.2,NA,"1:58.2","800m"
"Michigan",1983,"100m","Boys","CLASS D",11,NA,":11.0","100m"
"Michigan",1982,"Pole Vault","Boys","CLASS D",4.1402,NA,"13-7","Pole Vault"
"Michigan",1982,"High Jump","Boys","CLASS D",1.9812,NA,"6-6","High Jump"
"Michigan",1982,"1600m","Boys","CLASS D",266,NA,"4:26.0","1600m"
"Michigan",1982,"800m","Boys","CLASS D",117.2,NA,"1:57.2","800m"
"Michigan",1982,"100m","Boys","CLASS D",11.2,NA,":11.2","100m"
"Michigan",1981,"Pole Vault","Boys","CLASS D",4.1402,NA,"13-7","Pole Vault"
"Michigan",1981,"High Jump","Boys","CLASS D",1.9431,NA,"6-41/2","High Jump"
"Michigan",1981,"1600m","Boys","CLASS D",269.4,NA,"4:29.4","1600m"
"Michigan",1981,"800m","Boys","CLASS D",118.4,NA,"1:58.4","800m"
"Michigan",1981,"100m","Boys","CLASS D",11.1,NA,":11.1","100m"
"Michigan",1980,"Pole Vault","Boys","CLASS D",4.2164,NA,"13-10","Pole Vault"
"Michigan",1980,"High Jump","Boys","CLASS D",1.9431,NA,"6-41/2","High Jump"
"Michigan",1980,"1600m","Boys","CLASS D",277.8,NA,"4:37.8","1600m"
"Michigan",1980,"800m","Boys","CLASS D",117.9,NA,"1:57.9","800m"
"Michigan",1980,"100m","Boys","CLASS D",10.5,NA,":10.5","100m"
"Michigan",1999,"Pole Vault","Boys","CLASS A",4.6228,NA,"15-2","Pole Vault"
"Michigan",1999,"High Jump","Boys","CLASS A",1.9812,NA,"6-6","High Jump"
"Michigan",1999,"1600m","Boys","CLASS A",250.45,NA,"4:10.45","1600m"
"Michigan",1999,"800m","Boys","CLASS A",113.1,NA,"1:53.10","800m"
"Michigan",1999,"100m","Boys","CLASS A",10.6,NA,":10.60","100m"
"Michigan",1998,"Pole Vault","Boys","CLASS A",4.6482,NA,"15-3","Pole Vault"
"Michigan",1998,"High Jump","Boys","CLASS A",2.0574,NA,"6-9","High Jump"
"Michigan",1998,"1600m","Boys","CLASS A",252.8,NA,"4:12.80","1600m"
"Michigan",1998,"800m","Boys","CLASS A",113.79,NA,"1:53.79","800m"
"Michigan",1998,"100m","Boys","CLASS A",10.7,NA,":10.70","100m"
"Michigan",1997,"Pole Vault","Boys","CLASS A",5.0292,NA,"16-6","Pole Vault"
"Michigan",1997,"High Jump","Boys","CLASS A",2.1336,NA,"7-0","High Jump"
"Michigan",1997,"1600m","Boys","CLASS A",256.99,NA,"4:16.99","1600m"
"Michigan",1997,"800m","Boys","CLASS A",114.8,NA,"1:54.80","800m"
"Michigan",1997,"100m","Boys","CLASS A",10.81,NA,":10.81","100m"
"Michigan",1996,"Pole Vault","Boys","CLASS A",4.8006,NA,"15-9","Pole Vault"
"Michigan",1996,"High Jump","Boys","CLASS A",1.9812,NA,"6-6","High Jump"
"Michigan",1996,"1600m","Boys","CLASS A",254.11,NA,"4:14.11","1600m"
"Michigan",1996,"800m","Boys","CLASS A",115.64,NA,"1:55.64","800m"
"Michigan",1996,"100m","Boys","CLASS A",10.92,NA,":10.92","100m"
"Michigan",1995,"Pole Vault","Boys","CLASS A",4.5974,NA,"15-1","Pole Vault"
"Michigan",1995,"High Jump","Boys","CLASS A",1.9304,NA,"6-4","High Jump"
"Michigan",1995,"1600m","Boys","CLASS A",257.2,NA,"4:17.2","1600m"
"Michigan",1995,"800m","Boys","CLASS A",114.64,NA,"1:54.64","800m"
"Michigan",1995,"100m","Boys","CLASS A",11.2,NA,":11.2","100m"
"Michigan",1994,"Pole Vault","Boys","CLASS A",4.4196,NA,"14-6","Pole Vault"
"Michigan",1994,"High Jump","Boys","CLASS A",2.1082,NA,"6-11","High Jump"
"Michigan",1994,"1600m","Boys","CLASS A",258.3,NA,"4:18.3","1600m"
"Michigan",1994,"800m","Boys","CLASS A",115.7,NA,"1:55.7","800m"
"Michigan",1994,"100m","Boys","CLASS A",10.3,NA,":10.3","100m"
"Michigan",1993,"Pole Vault","Boys","CLASS A",4.8895,NA,"16-01/2","Pole Vault"
"Michigan",1993,"High Jump","Boys","CLASS A",2.032,NA,"6-8","High Jump"
"Michigan",1993,"1600m","Boys","CLASS A",257.22,NA,"4:17.22","1600m"
"Michigan",1993,"800m","Boys","CLASS A",115.46,NA,"1:55.46","800m"
"Michigan",1993,"100m","Boys","CLASS A",10.85,NA,":10.85","100m"
"Michigan",1992,"Pole Vault","Boys","CLASS A",4.5212,NA,"14-10","Pole Vault"
"Michigan",1992,"High Jump","Boys","CLASS A",2.0828,NA,"6-10","High Jump"
"Michigan",1992,"1600m","Boys","CLASS A",255.76,NA,"4:15.76","1600m"
"Michigan",1992,"800m","Boys","CLASS A",114.16,NA,"1:54.16","800m"
"Michigan",1992,"100m","Boys","CLASS A",11.02,NA,":11.02","100m"
"Michigan",1991,"Pole Vault","Boys","CLASS A",4.445,NA,"14-7","Pole Vault"
"Michigan",1991,"High Jump","Boys","CLASS A",2.1082,NA,"6-11","High Jump"
"Michigan",1991,"1600m","Boys","CLASS A",252.74,NA,"4:12.74","1600m"
"Michigan",1991,"800m","Boys","CLASS A",113.04,NA,"1:53.04","800m"
"Michigan",1991,"100m","Boys","CLASS A",10.83,NA,":10.83","100m"
"Michigan",1990,"Pole Vault","Boys","CLASS A",4.5466,NA,"14-11","Pole Vault"
"Michigan",1990,"High Jump","Boys","CLASS A",2.1082,NA,"6-11","High Jump"
"Michigan",1990,"1600m","Boys","CLASS A",254.04,NA,"4:14.04","1600m"
"Michigan",1990,"800m","Boys","CLASS A",112.73,NA,"1:52.73","800m"
"Michigan",1990,"100m","Boys","CLASS A",10.69,NA,":10.69","100m"
"Michigan",1999,"Pole Vault","Boys","CLASS B",4.9022,NA,"16-1","Pole Vault"
"Michigan",1999,"High Jump","Boys","CLASS B",2.0574,NA,"6-9","High Jump"
"Michigan",1999,"1600m","Boys","CLASS B",259.64,NA,"4:19.64","1600m"
"Michigan",1999,"800m","Boys","CLASS B",114.88,NA,"1:54.88","800m"
"Michigan",1999,"100m","Boys","CLASS B",11.05,NA,":11.05","100m"
"Michigan",1998,"Pole Vault","Boys","CLASS B",4.6736,NA,"15-4","Pole Vault"
"Michigan",1998,"High Jump","Boys","CLASS B",2.032,NA,"6-8","High Jump"
"Michigan",1998,"1600m","Boys","CLASS B",256.17,NA,"4:16.17","1600m"
"Michigan",1998,"800m","Boys","CLASS B",114,NA,"1:54.00","800m"
"Michigan",1998,"100m","Boys","CLASS B",10.92,NA,":10.92","100m"
"Michigan",1997,"Pole Vault","Boys","CLASS B",4.7752,NA,"15-8","Pole Vault"
"Michigan",1997,"High Jump","Boys","CLASS B",2.0574,NA,"6-9","High Jump"
"Michigan",1997,"1600m","Boys","CLASS B",259.1,NA,"4:19.10","1600m"
"Michigan",1997,"800m","Boys","CLASS B",116.3,NA,"1:56.30","800m"
"Michigan",1997,"100m","Boys","CLASS B",10.84,NA,":10.84","100m"
"Michigan",1996,"Pole Vault","Boys","CLASS B",4.572,NA,"15-0","Pole Vault"
"Michigan",1996,"High Jump","Boys","CLASS B",2.032,NA,"6-8","High Jump"
