Column1,Column2,Column3
"1985Gardner High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles13.83  (13.80y),Jeff BakerMethuen
"1985Gardner High School, MA","(G) Discus122'-4""",Helen BalaourasWinthrop
"1985Gardner High School, MA","(G) High Jump5'-5""",Becky BryanLexington
"1985Gardner High School, MA","(G) Triple Jump35'-9""",Pam ConnellNorwell
"1985Gardner High School, MA",(B) 880y / 800m1:56.62 (1:57.3y),Mike MitchellFoxboro
"1985Gardner High School, MA",(B) 2 MILE9:37.5,Mark FoleyCatholic Memorial
"1984Boston College, MA",(G) Discus118-8,Emily ValiquetteBrockton
"1984Boston College, MA",(G) 1 MILE5:06.0,Kristen SeaburyStoneham
"1984Boston College, MA",(G) High Jump5-8,Allison MahanNorwood
"1984Boston College, MA",(B) Triple Jump45-09.75,Declan LuginHudson
"1984Boston College, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles14.7,Tiffany SmithWestfield
"1984Boston College, MA",(G) Long Jump18-4.25,Pam ConnellNorwell
"1984Boston College, MA",(G) 4x440 / 4x4004:07.9,#NAME?
"1984Boston College, MA",(B) 1 MILE4:21.4,George GrantCatholic Memorial
"1984Boston College, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.4,Cornell CannanLynnfield
"1984Boston College, MA",(G) Shot Put41-6.50,Valerie RozkuskaQuabbin
"1984Boston College, MA",(G) 440y / 400M57.5,Murtonda DuranteBoston Latin
"1984Boston College, MA","(B) Javelin182'-10""",Kent GeourgeReading
"1984Boston College, MA","(B) Shot Put56'-0.5""",Mike ArsenaultAttleboro
"1984Boston College, MA",(B) 4x110y / 4x100M44.1,#NAME?
"1984Boston College, MA",(G) 880y / 800m2:13.5,Bonnie YuenTaunton
"1984Boston College, MA",(G) Pole Vault--,----
"1984Boston College, MA",(B) Long Jump22-07.25,Zack ApgarAndover
"1984Boston College, MA",(G) 4x110y / 4x100M50.3,#NAME?
"1984Boston College, MA",(G) Javelin130-0,Eileen CreehanNorth Quincy
"1984Boston College, MA",(B) High Jump6-08.00,John GuerinBartlett
"1984Boston College, MA",(G) 100y / 100M11.9,Beverly LuekinTewksbury
"1984Boston College, MA",(B) 180y / 330y / 300M / 400M Hurdles38.2,Peter ComeauAndover
"1984Boston College, MA",(G) Triple Jump--,----
"1984Boston College, MA",(B) Team Champion46,AndoverAndover
"1984Boston College, MA",(B) 4x440 / 4x4003:27.7,--Cambridge R&L
"1984Boston College, MA",(G) 180y / 330y / 300M / 400M Hurdles--,----
"1984Boston College, MA",(B) 440y / 400M48.4,Mike GreeneBC High
"1984Boston College, MA",(B) Pole Vault13-06.00,Bill NorwoodNewton North
"1984Boston College, MA",(G) 220y / 200M25.7,Betsy CueroLexington
"1984Boston College, MA",(B) 880y / 800m1:56.2,Rich KelieyCambridge R&L
"1984Boston College, MA",(B) 100y / 100M10.6,Jamie MorrisAyer
"1984Boston College, MA",(G) Team Champion25,NorwellNorwell
"1984Boston College, MA",(B) 220y / 200M22.3,Randy KingMedford
"1984Boston College, MA",(G) 2 MILE10:31.1,Kelley MaddenSaint Clare's
"1984Boston College, MA",(B) 2 MILE9:14.9,Mark FoleyCatholic Memorial
"1984Boston College, MA","(B) Discus157'-3""",Desmond WashingtonSpringfield Classical
"1983Boston College, MA",(B) 2 MILE9:10.11,Joes RochaNew Bedford
"1983Boston College, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.1,Cornell CannonLynnfield
"1983Boston College, MA",(G) 180y / 330y / 300M / 400M Hurdles--,----
"1983Boston College, MA",(G) Javelin125-2,Sharon ScottLittleton
"1983Boston College, MA",(B) Shot Put58-5,Eric OlsonTaunton
"1983Boston College, MA",(B) 220y / 200M21.5,Jaimie MorrisAyer
"1983Boston College, MA",(B) 100y / 100M11.17,Steve StaffierWinthrop
"1983Boston College, MA",(B) Javelin196-4,Mark TiernanCatholic Memorial
"1983Boston College, MA",(B) 4x110y / 4x100M43.79,#NAME?
"1983Boston College, MA",(G) High Jump5-9,Lesley RobertsQuaboag
"1983Boston College, MA",(B) Discus164-7,Mike BenevidesSeekonk
"1983Boston College, MA",(G) Long Jump17-2,Mary ReidyShrewsbury
"1983Boston College, MA",(G) Shot Put43-4.25,Martha WhiteShrewbury
"1983Boston College, MA",(B) Team Champion42,New Bedford New Bedford
"1983Boston College, MA",(B) Pole Vault13-6,Joe DohertyRockland
"1983Boston College, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles14.7,Robin CarsonLexington
"1983Boston College, MA",(G) 100y / 100M12.22,Beverly LukenTewksbury
"1983Boston College, MA",(G) Team Champion36,ShrewsburyShrewsbury
"1983Boston College, MA",(G) 4x110y / 4x100M49.86,#NAME?
"1983Boston College, MA",(B) 440y / 400M47.52,Mike GreeneBoston College
"1983Boston College, MA",(G) 220y / 200M24.5,Martha WhiteShrewsbury
"1983Boston College, MA",(G) 4x440 / 4x4004:02.16,#NAME?
"1983Boston College, MA",(B) Triple Jump47-11.5,Joe DesrochesAmesbury
"1983Boston College, MA",(G) 440y / 400M55.21,Genessa EddinsWest Roxbury
"1983Boston College, MA",(B) 880y / 800m1:53.48,Jon MannWayland
"1983Boston College, MA",(B) 180y / 330y / 300M / 400M Hurdles37.8,Peter ComeauAndover
"1983Boston College, MA",(B) 1 MILE4:17.23,Jim KeohaneDedham
"1983Boston College, MA",(G) 880y / 800m2:13.37,Bonnie YuenTaunton
"1983Boston College, MA",(G) Triple Jump--,----
"1983Boston College, MA",(G) Discus131-1,Lisa FosterRocklamd
"1983Boston College, MA",(B) Long Jump21-2.50,Tim BurkeFranklin
"1983Boston College, MA",(G) 2 MILE10:52.36,Gina BrazPeabody
"1983Boston College, MA","(B) 4x440 / 4x4003:22,87",#NAME?
"1983Boston College, MA",(B) High Jump6-8,Jim ManiscaicoDon Bosco
"1983Boston College, MA",(G) 1 MILE4:55.91,Moira TeevensSilver Lake
"1982Boston College, MA",(B) Pole Vault--,----
"1982Boston College, MA",(B) Javelin188-5,Richard CapusWoburn
"1982Boston College, MA",(B) 1 MILE4:14.7,Bob SheehanCambridge
"1982Boston College, MA",(G) 1 MILE4:58.7,Liz NataleNewton North
"1982Boston College, MA",(B) 180y / 330y / 300M / 400M Hurdles38.4,Pat McGuirkCambridge
"1982Boston College, MA",(G) 100y / 100M12.5,Leslie FreemanNatick
"1982Boston College, MA",(G) Long Jump--,----
"1982Boston College, MA",(B) 2 MILE9:08.9,Gary CrowleySeekonk
"1982Boston College, MA",(B) 4x440 / 4x4003:27.3,#NAME?
"1982Boston College, MA",(G) Javelin127-4,Pat JetteCase
"1982Boston College, MA",(B) 4x110y / 4x100M43-05,#NAME?
"1982Boston College, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.7,Gary MonteiroWareham
"1982Boston College, MA",(B) 880y / 800m1:55.7,Ed UrquiolaBrockton
"1982Boston College, MA",(G) 220y / 200M24.7,Sonja JarisBrookline
"1982Boston College, MA",(B) Shot Put58-4.25,Mike BrennerWinthrop
"1982Boston College, MA",(G) 180y / 330y / 300M / 400M Hurdles--,----
"1982Boston College, MA",(G) Shot Put46-8.5,Jean BuckleyChelmsford
"1982Boston College, MA",(G) High Jump5-6,Robin MacDonaldWeston
"1982Boston College, MA",(G) 440y / 400M54-8,Maxine UnderwoodBrookline
"1982Boston College, MA",(G) 4x110y / 4x100M49.5,#NAME?
"1982Boston College, MA",(G) 2 MILE10:31.6,Laurie GlynnWinchester
"1982Boston College, MA",(B) Team Champion--,----
"1982Boston College, MA",(B) Long Jump--,----
"1982Boston College, MA",(B) 440y / 400M50.1,Richard LeBargeNorthampton
"1982Boston College, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles14.5,Caroline FishWeston
"1982Boston College, MA",(B) Discus164-8,Mike BenevidesSeekonk
"1982Boston College, MA",(B) 100y / 100M11.0,Vern WilliamsAmherst
"1982Boston College, MA",(B) High Jump6-8,Jim ManistaicoDon Bosco
"1982Boston College, MA",(G) 880y / 800m2:11.7,Caroline MitchellNeedham
"1982Boston College, MA",(G) Triple Jump--,----
"1982Boston College, MA",(B) 220y / 200M21.8,Dan LaroccoReading
"1982Boston College, MA",(G) Team Champion--,----
"1982Boston College, MA",(G) Discus132-11,Kelly LeCompteBeverly
"1982Boston College, MA",(G) 4x440 / 4x4003:57.0,#NAME?
"1982Boston College, MA",(B) Triple Jump43-10.25,Duane CarlisleHaverhill
"1981Gardner High School, MA",(B) 440y / 400M49.9,Paul CarpenterHyde Park
"1981Gardner, MA","(G) Discus127'-1""",Kathy DuranteWinchester
"1981Gardner, MA",(G) 100y / 100M11.5,Martha WhiteShrewsbury
"1981Gardner High School, MA","(B) Javelin217-'0""",Dave ShawMethuen
"1981Gardner High School, MA","(B) Pole Vault14'-2""",Greg ColemanAyer
"1981Gardner, MA",(G) 440y / 400M55.37,Maxine UnderwoodBrookline
"1981Gardner, MA","(G) Javelin145'-0""",Jennifer CroninSilver Lake
"1981Gardner High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.3,Geoff CaldaroneDanvers
"1981Gardner, MA",(G) 220y / 200M25.5,Sonja LartsBrookline
"1981Gardner, MA",(G) 2 MILE10:50.0,Lisa WelchPeadbody
"1981Gardner High School, MA",(B) 4x110y / 4x100M43.4,#NAME?
"1981Gardner, MA",(G) 1 MILE4:53.62,Lesley WelchPeadbody
"1981Gardner, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles14.4,Anne JenningsFalmouth
"1981Gardner High School, MA","(B) Shot Put54-10.25""",Marc BardwellMethuen
"1981Gardner High School, MA","(B) Discus158'-10""",Ron FarberRandolph
"1981Gardner, MA",(G) Triple Jump--,----
"1981Gardner High School, MA",(B) 2 MILE9:20.4,Jim McPheeArlington
"1981Gardner High School, MA",(B) 100y / 100M9.4,Mike MorrisAyer
"1981Gardner High School, MA",(B) 4x440 / 4x4003:28.9,#NAME?
"1981Gardner High School, MA","(B) High Jump6'-10.5""",Greg GonsalvesFalmouth
"1981Gardner, MA","(G) Shot Put45'-2.5""",Jean BuckleyChelmsford
"1981Gardner, MA",(G) 880y / 800m2:13.3,Adrienne DixonBrighton
"1981Gardner High School, MA","(B) Long Jump21'-11.25""",Rick StoyleBraintree
"1981Gardner High School, MA",(B) 220y / 200M22.4,Don GarronFramingham South
"1981Gardner High School, MA",(B) 180y / 330y / 300M / 400M Hurdles37.72,Peter BriggsChelmsford
"1981Gardner, MA",(G) 4x110y / 4x100M49.0,"Heidi Thompson, Vicki Pina, Anne Jennings, Mary Lou MortonFalmouth"
"1981Gardner, MA","(G) Long Jump17'-10""",Joan SmithNew Bedford
"1981Gardner High School, MA",(B) Team Champion49,AyerAyer
"1981Gardner High School, MA",(B) 880y / 800m1:55.2,Ross MuscatoOliver Ames
"1981Gardner, MA",(G) 4x440 / 4x4003:57.1,"Chris Soucy, Judy Cass, Maureen O'Reilly, Daria ParisiBeverly"
"1981Gardner High School, MA",(B) 1 MILE4:20.67,Phil LussierSomerset
"1981Gardner, MA","(G) High Jump5'-8""",Liz NobleWeston
"1981Gardner High School, MA","(B) Triple Jump49'-6""",Neil ConnorAyer
"1981Gardner, MA",(G) Team Champion45,FalmouthFalmouth
"1980Andover, MA",(G) 100y / 100M11.55,Linda PriceNewton South
"1980Andover High School, MA","(B) High Jump6'-10""",Gregg GonsalvesFalmouth
"1980Andover High School, MA","(B) Pole Vault13'-6""",Jim MagliozziNewton North
"1980Andover, MA",(G) Team Champion38,BillericaBillerica
"1980Andover, MA","(G) Long Jump17'-10""",Dorothy PtomeyDuxbury
"1980Andover High School, MA",(B) Team Champion38,New BedfordNew Bedford
"1980Andover High School, MA",(B) 880y / 800m1:56.22,Kevin CurtinBillerica
"1980Andover High School, MA",(B) 2 MILE9:15.43,Fernando BrazPeadbody
"1980Andover High School, MA",(B) 4x440 / 4x4003:27.59,"Glen Gage, Jeff Paraskivas, Dough Hatcher, Ross MuscatoOliver Ames"
"1980Andover High School, MA",(B) 220y / 200M22.08,Mike MorrisAyer
"1980Andover, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles14.5,Anne JenningsFalmouth
"1980Andover, MA","(G) High Jump5'-6""",Kris FoleyPeadbody
"1980Andover, MA",(G) 880y / 800m2:19.35,Alice McKeonDoherty
"1980Andover, MA",(G) 220y / 200M26.33,Fran MartinAshland
"1980Andover High School, MA","(B) Long Jump21'-2""",Dan KossDighton-Rehoboth
"1980Andover, MA","(G) Javelin136'-5""",Jennifer CroninSilver Lake
"1980Andover High School, MA",(B) 100y / 100M10.15,Dan LaRoccoReading
"1980Andover High School, MA",(B) 180y / 330y / 300M / 400M Hurdles39.12,Robin PetgraveBelmont
"1980Andover High School, MA",(B) 440y / 400M50.00,Randall JenkinsGreater Lowell
"1980Andover High School, MA","(B) Discus167'-1""",Tai IrishMarshfield
"1980Andover High School, MA","(B) Javelin196'-3""",Joe RaughtiganMaher
"1980Andover, MA","(G) Shot Put47'-3.5""",Pam HallWeston
"1980Andover, MA",(G) 4x110y / 4x100M50.50,"Peters, Taylor, Draper, DoloiaBillerica"
"1980Andover, MA",(G) 1 MILE5:06.96,Chrissy KellyWestwood
"1980Andover, MA",(G) Triple Jump--,----
"1980Andover, MA",(G) 440y / 400M57.70,Maxine UnderwoodBrookline
"1980Andover, MA",(G) 2 MILE10:43.43,Sande CullinaneBillerica
"1980Andover, MA",(G) 4x440 / 4x4004:03.46,"Perron, McGovern, Sinero, GiblinSeekonk"
"1980Andover High School, MA","(B) Triple Jump45'-9.75""",Russ O'BerryNew Bedford
"1980Andover High School, MA",(B) 1 MILE4:17.21,Dave VoneNewton North
"1980Andover, MA","(G) Discus121'-6""",Michelle MillaneNorth Quincy
"1980Andover High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.53,Russ O'BerryNew Bedford
"1980Andover High School, MA",(B) 4x110y / 4x100M43.93,"Michael St. Pierre, James Gomes, Scott Cliff, Michael GrantNew Bedford"
"1980Andover High School, MA","(B) Shot Put56'-10.5""",Brian DonahueArchbishop Williams
"1979Gardner High School, MA",(B) 180y / 330y / 300M / 400M Hurdles38.34,Michael McCarthyGreater Lowell
"1979Gardner High School, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles14.79,Peggy StewartDanvers
"1979Gardner High School, MA",(B) 4x440 / 4x4003:18.55,#NAME?
"1979Gardner High School, MA",(B) Pole Vault13-0,Jeff ChandlerDuxbury
"1979Gardner High School, MA",(G) Discus157-5,Pia IacovaBrockton
"1979Gardner High School, MA",(G) 4x110y / 4x100M49.88,#NAME?
"1979Gardner High School, MA",(B) Javelin199-1,Perry PuccettiWachusett
"1979Gardner High School, MA",(B) 880y / 800m1:54.77,Paul NevesBrockton
"1979Gardner High School, MA",(G) 880y / 800m2:14.28,Jackie RichardsDanvers
"1979Gardner High School, MA",(B) 2 MILE9:15.08,Rich DoironGardner
"1979Gardner High School, MA",(B) Team Champion35,"Ayer, AndoverrAyer, Andover"
"1979Gardner High School, MA",(G) 220y / 200M25.97,Terri DonovanHaverhill
"1979Gardner High School, MA",(B) 4x110y / 4x100M43.4,#NAME?
"1979Gardner High School, MA",(B) Shot Put56-9,Art McDermottMalden Catholic
"1979Gardner High School, MA",(G) Shot Put44-4,Pam HallWeston
"1979Gardner High School, MA",(G) Long Jump18-3.50,Dorothy PtomeyDuxbury
"1979Gardner High School, MA",(B) High Jump6-8,Dave LuginHudson
"1979Gardner High School, MA",(B) Triple Jump47-07.75,Andy JohnsonDoherty
"1979Gardner High School, MA",(B) 100y / 100M10.32,Mike MorrisAyer
"1979Gardner High School, MA",(G) 100y / 100M11.52,Stephanie WoodsonSomerville
"1979Gardner High School, MA",(G) 440y / 400M55.7,Maxine UnderwoodBrookline
"1979Gardner High School, MA",(G) Team Champion36,DanversDanvers
"1979Gardner High School, MA",(G) Javelin150-10,K. NelsonWachusett
"1979Gardner High School, MA",(G) 4x440 / 4x4003:59.90,#NAME?
"1979Gardner High School, MA",(G) 2 MILE10:47.3,Sandy CullinaneBillerica
"1979Gardner High School, MA",(B) 1 MILE4:20.52,Paul FischerNewton North
"1979Gardner High School, MA",(G) 1 MILE5:00.18,Nancy BugueyFalmouth
"1979Gardner High School, MA",(B) 440y / 400M47.67,Mike SullivanBrockton
"1979Gardner High School, MA",(G) High Jump5-7,Peggy StewartDanvers
"1979Gardner High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.67,Greg TowleEast Longmeadow
"1979Gardner High School, MA",(B) 220y / 200M22.04,Kevin TarrMethuen
"1979Gardner High School, MA",(B) Discus163-0,Lance HillmanFramingham South
"1979Gardner High School, MA",(B) Long Jump23-0.5,Steve KeyesDon Bosco
"1978Taunton High School, MA",(B) Long Jump22-7,Mike O'NeilNeedham
"1978Taunton High School, MA",(G) 1 MILE4:54.66,Patty MurnaneSwampscott
"1978Taunton High School, MA",(B) 220y / 200M22.25,Kevin TarrMethuen
"1978Taunton High School, MA",(B) Triple Jump47-7,Shawn HallShepherd Hill
"1978Taunton High School, MA",(B) 1 MILE4:15.15,Bobby GossChelsea
"1978Taunton High School, MA",(B) Discus170-3,Kent BolsterDuxbury
"1978Taunton High School, MA",(G) 4x440 / 4x4004:01.0,#NAME?
"1978Taunton High School, MA",(B) 4x440 / 4x4003:20.72,#NAME?
"1978Taunton High School, MA",(G) Team Champion25.5,DanversDanvers
"1978Taunton High School, MA",(B) 180y / 330y / 300M / 400M Hurdles39.5,Bob BrisboisHudson
"1978Taunton High School, MA",(G) 880y / 800m2:12.04,Jackie RichardsDanvers
"1978Taunton High School, MA",(G) High Jump5-6,Peggy StewartDanvers
"1978Taunton High School, MA",(B) 2 MILE9:18.26,Walter CollinsFoxborough
"1978Taunton High School, MA",(B) High Jump6-7,Paul KeefeAndover
"1978Taunton High School, MA",(B) Pole Vault13-6,Mike FavreauNashoba
"1978Taunton High School, MA",(G) 4x110y / 4x100M50.01,#NAME?
"1978Taunton High School, MA",(B) Javelin187-10,Richard RoderickDennis Yarmouth
"1978Taunton High School, MA",(B) 880y / 800m1:54.77,Mark LuiggeChelmsford
"1978Taunton High School, MA",(G) Discus49-10,Pia IacovaBrockton
"1978Taunton High School, MA",(G) 100y / 100M11.66,Colleen MasonLeominster
"1978Taunton High School, MA",(G) Shot Put46-6,Gail KoziaraChicopee Comp
"1978Taunton High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.2,Willis RoseMalden
"1978Taunton High School, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles15.01,Peggy StewartDanvers
"1978Taunton High School, MA",(B) Shot Put58-0,Chip HuckinsNeedham
"1978Taunton High School, MA",(G) 440y / 400M56.87,Stacy FranklinDorchester
"1978Taunton High School, MA",(G) 220y / 200M25.2,Barbara EnnisGroton-Dunstable
"1978Taunton High School, MA",(G) 180y / 330y / 300M / 400M Hurdles--,----
"1978Taunton High School, MA",(B) 440y / 400M48.36,Mike SullivanBrockton
"1978Taunton High School, MA",(G) Long Jump17-6,Denise DeshieldsPeabody
"1978Taunton High School, MA",(G) 2 MILE10:43.26,Jan OehmWinchester
"1978Taunton High School, MA",(B) Team Champion24,BrocktonBrockton
"1978Taunton High School, MA",(G) Javelin143-8,Heidi EricsonClinton
"1978Taunton High School, MA",(B) 4x110y / 4x100M43.51,#NAME?
"1978Taunton High School, MA",(B) 100y / 100M9.98,Joe MorrisAyer
"1977Andover High School, MA","(B) High Jump6'-8""",Paul KeefeAndover
"1977Andover High School, MA",(B) 2 MILE9:28.2,Duncan ScottNewton North
"1977Andover High School, MA",(G) 4x440 / 4x4004:06.8,#NAME?
"1977Andover High School, MA",(B) Team Champion64,Newton NorthNewton North
"1977Andover High School, MA","(G) Discus134'-0""",Pia IacovoBrockton
"1977Andover High School, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles10.9,Danni SabiaMedford
"1977Andover High School, MA","(B) Pole Vault14'-0""",David RandallNewton North
"1977Andover High School, MA",(G) 220y / 200M25.7,Betty SelmanLexington
"1977Andover High School, MA",(G) Triple Jump--,----
"1977Andover High School, MA","(G) Javelin124'-9""",Karen SnowHolliston
"1977Andover High School, MA",(B) 220y / 200M23.1,Jim RyanXaverian
"1977Andover High School, MA",(B) 4x110y / 4x100M44.0,#NAME?
"1977Andover High School, MA",(G) 100y / 100M11.7,Rene RochesterBrockton
"1977Andover High School, MA","(B) Shot Put59'-5""",Scott DowneyPlymouth Carver
"1977Andover High School, MA","(G) Long Jump18'-7.75""",Rene RochesterBrockton
"1977Andover High School, MA","(G) Shot Put44'-2.5""",Gail KoziaraChicopee Comp
"1977Andover High School, MA",(B) 1 MILE4:27.2,Paul BeaulieuGranby
"1977Andover High School, MA","(B) Discus165'-5""",Bruce CaritoBeverly
"1977Andover High School, MA",(B) 4x440 / 4x4003:23.5,#NAME?
"1977Andover High School, MA",(B) 440y / 400M49.9,Tom HopkinsFramingham North
"1977Andover High School, MA","(B) Javelin224'-4""",Tom MeyerLexington
"1977Andover High School, MA",(B) 880y / 800m1:56.4,Mike McCormackSharon
"1977Andover High School, MA",(G) 440y / 400M57.8,Nancy RobinsonFalmouth
"1977Andover High School, MA","(B) Long Jump21'-10.5""",Chris KosinskiHolyoke Catholic
"1977Andover High School, MA",(G) Team Champion32,BrocktonBrockton
"1977Andover High School, MA",(B) 100y / 100M10.1,Lance MartinDartmouth
"1977Andover High School, MA",(G) 2 MILE11:06.6,Jan OehmWinchester
"1977Andover High School, MA",(G) 4x110y / 4x100M50.0,#NAME?
"1977Andover High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.5,Mark GoodrumMalden
"1977Andover High School, MA",(G) 880y / 800m2:11.3,Johanna FormanFalmouth
"1977Andover High School, MA",(G) 1 MILE5:03.3,Lynn JenningsBromfield
"1977Andover High School, MA",(B) 180y / 330y / 300M / 400M Hurdles38.8,Tony TraisterChelmsford
"1977Andover High School, MA","(B) Triple Jump45'-11.75""",Steve DownesSilver Lake
"1977Andover High School, MA","(G) High Jump5'-5""",Cathy HarringtonActon-Boxborough
"1976Brockton High School, MA","(G) Javelin126'-1""",TrolaniNorwood
"1976Brockton High School, MA",(B) 100y / 100M10.0,Robert FranchettaLeominster
"1976Brockton High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.2,Robert HoldenAttleboro
"1976Brockton High School, MA",(G) Spr. Medley1:49.1,#NAME?
"1976Brockton High School, MA","(B) Javelin201'-2""",Jim BilekLunenberg
"1976Brockton High School, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles10.8,Kim AlgerBarnstable
"1976Brockton High School, MA",(G) 4x440 / 4x400--,----
"1976Brockton High School, MA","(G) Shot Put42'-5""",Gail KoziaraChicopee Comp
"1976Brockton High School, MA",(G) 100y / 100M10.8,Rene RochesterBrockton
"1976Brockton High School, MA",(G) 440y / 400M56.0,Chris MullenSeekonk
"1976Brockton High School, MA",(B) Team Champion32,New BedfordNew Bedford
"1976Brockton High School, MA",(B) 180y / 330y / 300M / 400M Hurdles38.8,Mike GalloFitchberg
"1976Brockton High School, MA","(B) Pole Vault13'-6""",Chet DavisWakefield
"1976Brockton High School, MA","(G) High Jump5'-4""",Peggy StewartDanvers
"1976Brockton High School, MA",(G) Team Champion35,FalmouthFalmouth
"1976Brockton High School, MA",(B) 880y / 800m1:55.3,Jeff KingDartmouth
"1976Brockton High School, MA","(B) Triple Jump46'-4.75""",John CafferyHolliston
"1976Brockton High School, MA",(G) 1 MILE4:59.2,Lynn JenningsBromfield
"1976Brockton High School, MA","(B) Shot Put58'-6.5""",John SinnottDedham
"1976Brockton High School, MA",(B) 4x110y / 4x100M43.3,#NAME?
"1976Brockton High School, MA",(B) 180y / 330y / 300M / 400M Hurdles38.8,Dennis GraceMalden
"1976Brockton High School, MA",(G) 4x110y / 4x100M49.4,#NAME?
"1976Brockton High School, MA","(B) Long Jump22'-8.75""",Dave BerquistNewton North
"1976Brockton High School, MA",(B) 440y / 400M49.7,Tom HopkinsFramingham North
"1976Brockton High School, MA",(G) 220y / 200M25.3,Donna JonasFalmouth
"1976Brockton High School, MA",(B) 1 MILE4:15.0,Bart PetraccaNorth Quincy
"1976Brockton High School, MA",(G) 2 MILE11:10.8,Marina BuckleyCohasset
"1976Brockton High School, MA",(G) Pole Vault--,----
"1976Brockton High School, MA",(B) 2 MILE9:27.0,Randy DearyWeston
"1976Brockton High School, MA","(B) Discus160'-8""",Karl NyholmMaynard
"1976Brockton High School, MA",(G) 880y / 800m2:14.2,Johanna FormanFalmouth
"1976Brockton High School, MA",(B) 4x440 / 4x4003:25.2,#NAME?
"1976Brockton High School, MA",(B) 220y / 200M22.3,Cleveland CoatesLexington
"1976Brockton High School, MA","(B) High Jump6'-10.25""",Roberto CooperRindge
"1976Brockton High School, MA","(G) Discus125'-7""",Pia IacovoBrockton
"1976Brockton High School, MA",(G) Triple Jump--,----
"1976Brockton High School, MA","(G) Long Jump17'-8.75""",Pam ClaryNashoba
"1975Andover High School, MA",(B) Long Jump22-3,Dave NelsonSeekonk
"1975Andover High School, MA",(G) Shot Put39-9,Gail KosiaraChicopee Comp
"1975Andover High School, MA",(G) Long Jump17-9,Lee VenturaDartmouth
"1975Andover High School, MA",(G) 100y / 100M11.2,Rene RochesterBrockton
"1975Andover High School, MA",(G) 440y / 400M58.2,Tammy HennemuthFalmouth
"1975Andover High School, MA",(G) Javelin127-2,Becky WelchFalmouth
"1975Andover High School, MA",(B) High Jump6-5,Roberto CooperCambridge
"1975Andover High School, MA",(G) Discus123-0,Nancy O'NeilNewton
"1975Andover High School, MA",(B) 2 MILE9:00.2,Alberto SalazarWayland
"1975Andover High School, MA",(G) 4x110y / 4x100M49.2,#NAME?
"1975Andover High School, MA",(G) 220y / 200M25.1,Debby PattersonArlington
"1975Andover High School, MA",(B) Pole Vault13-2,David FrazierBishop Fenwick
"1975Andover High School, MA",(B) 220y / 200M23.3,Dave MacleanPeabody
"1975Andover High School, MA",(B) Javelin217-2,Doug CurtisScituate
"1975Andover High School, MA",(B) 180y / 330y / 300M / 400M Hurdles19.5,Don BrittonSeekonk
"1975Andover High School, MA",(B) 1 MILE4:15.3,Jim StronachTewksbury
"1975Andover High School, MA",(B) 880y / 800m1:52.2,Bill MartinCatholic Memorial
"1975Andover High School, MA",(G) 1 MILE5:06.3,Joy KochBrookline
"1975Andover High School, MA",(G) High Jump5-2,Venetia ConstantineIpswich
"1975Andover High School, MA",(B) Team Champion38,Reading Reading
"1975Andover High School, MA",(G) 880y / 800m2:15.3,Nancy RobinsonFalmouth
"1975Andover High School, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles10.8,Chris PeronLowell
"1975Andover High School, MA",(G) 4x220 / 4x200M1:50.3,#NAME?
"1975Andover High School, MA",(B) 80yd / 100M/ 110M/ 120Yd Hurdles14.9,Joe KrajnakHolyoke Catholic
"1975Andover High School, MA",(G) Team Champion30,FalmouthFalmouth
"1975Andover High School, MA",(B) 100y / 100M10.0,Mike KeeCambridge
"1975Andover High School, MA",(B) 440y / 400M50.4,Rich MajorWinchester
"1975Andover High School, MA",(B) Discus155-10,Doug MackieSaugus
"1975Andover High School, MA",(B) 4x440 / 4x4003:27.2,#NAME?
"1975Andover High School, MA",(B) Triple Jump44-7,Russel RosbachReading
"1975Andover High School, MA",(B) Shot Put62-0,Ron MelkonianStoneham
"1975Andover High School, MA",(B) 4x110y / 4x100M43.4,#NAME?
"1974UMass Amherst, MA",(G) Shot Put40-7.25,Thalia HolmesBrockton
"1974Umass Amherst, MA",(B) 1 MILE4:14.5,Harold SteltzerScituate
"1974UMass Amherst, MA",(G) 80yd / 100M/ 110M/ 120Yd Hurdles10.8,Michelle DufresneFalmouth
