2006 Boys Track & Field State Champions,x,x,x
Pole Vault,,,
Class,Name,School,Distance
A,Lynn Chenowith,Valley,13’-01.00” T
A,Larry Melquiond,Highland,13’-01.00” T
B,Sammy Hart,Tatum,11’-00.00” T
B,Fouts,Melrose,11’-00.00” T
B,Armstrong,Dulce,11’-00.00” T
B,Halsell,Texico,11’-00.00” T
,,,
Javelin,,,
Class,Name,School,Distance
A,Carbone,Sandia,182’-09.00”
B,Pat Gutierrez,Cliff,168’11.50”
1960 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
A Ray Etherly Albuquerque  9.9,,,
B Ray Hilburn Tatum  10.3,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
A Ray Etherly Albuquerque  21.4,,,
B Ray Hilburn Tatum  22.3,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
A Art Gardenswartz Highland 48.9,,,
B Ed Little  Tularosa 52.2,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
A Gil Willoughby N.M.M.I 1:57.6,,,
B Jackie Thompson Jal 2:02.9,,,
,,,
Mile Run,,,
Class Name School  Time,,,
A Lloyd Goff Highland 4:42.5,,,
B Joe Roybal Pecos 4:35.5,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
A Hiram Carroll  Albuquerque 14.6,,,
B Ray Hilburn  Tatum  15.2,,,
,,,
180 Y M Low Hurdles (30”),,,
Class Name School  Time,,,
A Hiram Carroll  Albuquerque 19.4,,,
B Ray Hilburn  Tatum  20.4,,,
,,,
440 Y Relay,,,
Class School  Time,,,
A Albuquerque 41.8,,,
B Fort Sumner 45.0,,,
880 Y Relay,,,
Class,School,Time,
A,Albuquerque,01:27.1,
B,Fort Sumner,01:33.4,
,,,
Mile Relay Medley,,,
Class,School,Time,
A,Carlsbad,03:39.3,
B,Menaul,03:42.4,
,,,
Mile Relay,,,
Class,School,Time,
A,Highland,03:22.6,
B,Bloomfield,03:34.3,
,,,
Shot Put,,,
Class Name,School,Distance,
A Justice,Sandia,50’-08”,
B James Halsell,Texico,50’-11.25”,
,,,
Discus,,,
Class Name,School,Distance,
A Scott Hennington,Belen,158’-11.50”,
B James Halsell,Texico,139’-05.50”,
,,,
Long Jump,,,
Class Name,School,Distance,
A  Del Blanks,Albuquerque,23’-04.25”,
B Leslie Dyer,Texico,21’-06.75”,
,,,
High Jump,,,
Class Name,School,Distance,
A Bob Stansell,Sandia,6’-00.625” T,
A Terry Carpenter,Clovis,6’-00.625” T,
B Pat Gutierrez,Cliff,6’-01.25”,
,,,
Pole Vault,,,
Class Name,School,Distance,
A Don Batie,Alamogordo,12’-07.75”,
B Kenneth Huey,Capitan,11’-11”,
,,,
Javelin,,,
Class Name,School,Distance,
A Carbone,Sandia,182’-09”,
B Carl Kessler,Kirtland Central,170’-05.50”,
1959 Boys Track & Field State Champions,,,
100 Y Dash,,,
Class Name School  Time,,,
A Ray Etherly Albuquerque 10.2,,,
B Mike Tooley Hot Springs  10.5,,,
220 Y Dash,,,
Class Name School  Time,,,
A Ray Etherly Albuquerque 22.0,,,
B Ray Hilburn Tatum  23.6,,,
440 Y Dash,,,
Class Name School  Time,,,
A Hiram Carroll Albuquerque 49.0,,,
B Lockart Capitan  52.3,,,
880 Y Dash,,,
Class Name School  Time,,,
A Ronnie Singleton Hobbs 2:00.6,,,
B Padilla  Pecos 2:07.6,,,
Mile Run,,,
Class Name School  Time,,,
A Richard Padilla St. Michael’s 4:42.8,,,
B Manuelita Fort Wingate 4:44.4,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
A Hailey N.M.M.I. 15.0,,,
B Hammond Fort Sumner 15.6,,,
180 Y M Low Hurdles (30”),,,
Class Name School  Time,,,
A Wilson Highland 20.1,,,
B Hammond Fort Sumner 20.6,,,
440 Y Relay,,,
Class School  Time,,,
A Carlsbad 42.9,,,
A Albuquerque 42.9,,,
B Fort Sumner 44.7,,,
880 Y Relay,,,
Class,School,Time,
A,Carlsbad,01:29.6,
B,Eunice,01:34.3,
,,,
Mile Relay Medley,,,
Class,School,Time,
A,Albuquerque,03:42.4,
B,Eunice,03:51.0,
,,,
Mile Relay,,,
Class,School,Time,
A,N.M.M.I.,03:27.7,
B,Fort Sumner,03:40.2,
,,,
Shot Put,,,
Class Name,School,Distance,
A Jon Black,Farmington,55’-04.50”,
B Willis,Fort Sumner,51’-00.50”,
,,,
Discus,,,
Class Name,School,Distance,
A Taylor,Highland,140’-10”,
B Ray Hadley,Texico,147’-07.625”,
,,,
Long Jump,,,
Class Name,School,Distance,
A  Ken Medley,Valley,23’-05.25”,
B Tooley,Hot Springs,21’-04.875”,
,,,
High Jump,,,
Class Name,School,Distance,
A Carey,Highland,6’-01”,
B Hamonds,Fort Sumner,5’-09.75”,
,,,
Pole Vault,,,
Class Name,School,Distance,
A Trusell,Highland,12’-05.25”,
B Cortese,Fort Sumner,11’-00”,
,,,
Javelin,,,
Class Name,School,Distance,
A Otero,Los Lunas,189’-08”,
B Hicks,Jal,156’-5”,
1958 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
A Bradshaw Murphy  Hobbs9.8,,,
B Bill Ragland Aztec 10.2,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
A Bradshaw Murphy  Hobbs21.6,,,
B Bill Ragland Aztec 22.5,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
A Coleman  Hobbs50.1,,,
B Richards Fort Sumner 51.3,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
A France  Las Cruces 2:03.6,,,
B Frier Tatum  2:08.4,,,
,,,
Mile Run,,,
Class Name School  Time,,,
A Hays Valley  4:40.1,,,
B Ralph Paytiamo Albuquerque Indian School 4:37.6,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
A  Jim Blair  Highland 14.6,,,
B Williams  Lordsburg 15.5,,,
,,,
180 Y M Low Hurdles (30”),,,
Class Name School  Time,,,
A Jim Blair  Highland 19.1,,,
B Grueber Eunice  20.4,,,
,,,
440 Y Relay,,,
Class School  Time,,,
A Hobbs43.65,,,
B Fort Sumner  43.3,,,
880 Y Relay,,,
Class,School,Time,
A,Highland,01:29.0,
B,Fort Sumner,01:34.2,
,,,
Mile Relay Medley,,,
Class,School,Time,
A,Highland,03:46.1,
B,Santa Rosa,03:48.1,
,,,
Mile Relay,,,
Class,School,Time,
A,Hobbs,03:22.4,
B,Fort Sumner,03:38.3,
,,,
Shot Put,,,
Class Name,School,Distance,
A R.P. Waters,Highland,52’-03.25”,
B Haney,Eunice,49’05”,
,,,
Discus,,,
Class Name,School,Distance,
A R.P. Waters,Highland,154’-07”,
B Haney,Eunice,138’07.50”,
,,,
Long Jump,,,
Class Name,School,Distance,
A  Bill Thompson,Highland,22’-08”,
B James,House,20’-09.375”,
,,,
High Jump,,,
Class Name,School,Distance,
A Tapia,Los Lunas,6’-00”,
B Bill Ragland,Aztec,5’-09”,
,,,
Pole Vault,,,
Class Name,School,Distance,
A King,Valley,12’-02.00”,
B Drake,Fort Sumner,11’-11.625”,
,,,
Javelin,,,
Class Name,School,Distance,
A Otero,Los Lunas,185’-02”,
B Mckenzie,Tatum,165’-01.50”,
1957 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
A Sam Duncan  Albuquerque  10.0,,,
B Bill Ragland Aztec 10.6,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
A Bradshaw Murphy  Hobbs21.8,,,
B Bill Ragland Aztec 23.2,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
A Coleman  Hobbs50.1,,,
B Jerry Widner Melrose 52.2,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
A Ron Singleton  Hobbs2:04.5,,,
B Billy Hicks Carrizozo 2:04.7,,,
,,,
Mile Run,,,
Class Name School  Time,,,
A Harvey Peel Highland 4:36.5,,,
B Ralph Paytiamo Albuquerque Indian School 4:42.1,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
A Jim Blair  Highland 14.9,,,
B Don McConnell Farley15.9,,,
,,,
180 Y M Low Hurdles (30”),,,
Class Name School  Time,,,
A Jim Blair  Highland 20.0,,,
B Bob Silva  Fort Sumner  20.9,,,
,,,
440 Y Relay,,,
Class School  Time,,,
A Highland 43.6,,,
B Fort Sumner  45.1,,,
880 Y Relay,,,
Class,School,Time,
A,Albuquerque,01:30.1,
B,Fort Sumner,01:34.2,
,,,
Mile Relay Medley,,,
Class,School,Time,
A,Cobre,03:45.7,
B,Eunice,03:51.4,
,,,
Mile Relay,,,
Class,School,Time,
A,Highland,03:28.6,
B,Fort Sumner,03:39.2,
,,,
Shot Put,,,
Class Name,School,Distance,
A R.P. Waters,Highland,52’-03.00”,
B Jim McNeil,Mountainair,48’-07.125”,
,,,
Discus,,,
Class Name,School,Distance,
A R.P. Waters,Highland,160’-03”,
B Bob Smartt,Fort Sumner,132’-00”,
,,,
Long Jump,,,
Class Name,School,Distance,
A  Bill Snoeberger,Highland,22’-08”,
B Richard Baca,Gallup Catholic,21’-08”,
,,,
High Jump,,,
Class Name,School,Distance,
A Max Yarbrough,Carlsbad,6’-02.25”,
B Goff,Floyd,6’-00.25”,
,,,
Pole Vault,,,
Class Name,School,Distance,
A Ralph Marron,Highland,12’-01”,
B Drake,Fort Sumner,11’-06.50”,
,,,
Javelin,,,
Class Name,School,Distance,
A Gil Cordova,Valley,179’-08.50”,
B Abdall,Santa Rosa,161’-06.50”,
1956 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
A Bob Crandall Highland 10.2,,,
B Gruber  Eunice  10.8,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
A Bob Crandall Highland 22.0,,,
B Jerry Widner Melrose 23.5,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
A Don Foster Farmington 50.7,,,
B Max Irwin Eunice  51.7,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
A Ron Singleton  Hobbs2:04.5,,,
B Dee Moore Dexter  2:02.6,,,
,,,
Mile Run,,,
Class Name School  Time,,,
A Vallo  Grants  4:39.3,,,
B Ralph Paytiamo Albuquerque Indian School 4:40.7,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
A Calton  Portales 14.8,,,
B Earl Hedgecoke Fort Sumner 15.2,,,
,,,
180 Y M Low Hurdles (30”),,,
Class Name School  Time,,,
A Calton  Portales 20.0,,,
B Earl Hedgecoke Fort Sumner 20.7,,,
,,,
440 Y Relay,,,
Class School  Time,,,
A Highland 44.2,,,
B Fort Sumner 45.1,,,
880 Y Relay,,,
Class,School,Time,
A,Highland,01:32.4,
B,Fort Sumner,01:35.3,
,,,
Mile Relay Medley,,,
Class,School,Time,
A,Highland,03:44.7,
B,Fort Sumner,03:43.1,
,,,
Mile Relay,,,
Class,School,Time,
A,Highland,03:26.1,
B,Fort Sumner,03:37.8,
,,,
Shot Put,,,
Class Name,School,Distance,
A Dando,Carlsbad,48’-11.875”,
B Reese,Eunice,48’-05.50”,
,,,
Discus,,,
Class Name,School,Distance,
A Joe Vinovich,Highland,159’-06.50”,
B Wilmer Lyles,Santa Rosa,133’-01”,
,,,
Long Jump,,,
Class Name,School,Distance,
A  Shirley,Lovington,22’-00” T,
A  Charles Pettes,Las Cruces,22’-00” T,
B Richard Baca,Gallup Catholic,21’-02”,
,,,
High Jump,,,
Class Name,School,Distance,
A Barry Stone,Portales,6’-04.50”,
B Wilmer Lyles,Santa Rosa,6’-02.25”,
,,,
Pole Vault,,,
Class Name,School,Distance,
A Monte Doyel,Highland,12’-06.875” T,
A Monte Leon George,Valley,12’-06.875” T,
A Cox,N.M.M.I.,12’-06.875” T,
B Pat Huey,Corona,11’-04”,
Javelin,,,
Class,Name,School,Distance
A,Ronnie Morrison,Albuquerque,176’-08.50”
B,Wilmer Lyles,Santa Rosa,166’-08.25”
1955 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
A Charley Pettes  Las Cruces 10.0,,,
B Bill Crenshaw  Fort Sumner  10.4,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
A Charley Pettes  Las Cruces 22.1,,,
B Bill Crenshaw  Fort Sumner  22.6,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
A Gene Emmett  Carlsbad 50.6,,,
B Max Irwin  Eunice  53.7,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
A Fred Reese  Highland  2:05.6,,,
B Payne Capitan  2:04.3,,,
,,,
Mile Run,,,
Class Name School  Time,,,
A Tim Brancheau S.C. Western 4:38.9,,,
B Toya  USIS 4:43.2,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
A Bob Schnurr Albuquerque  15.1,,,
B Earl Hedgecoke  Fort Sumner  15.2,,,
,,,
180 Y M Low Hurdles (30”),,,
Class Name School  Time,,,
A Bob Schnurr Albuquerque  20.2,,,
B ParkerHagerman  20.8,,,
,,,
440 Y Relay,,,
Class School  Time,,,
A Highland 44.0,,,
B Fort Sumner  45.2,,,
880 Y Relay,,,
Class,School,Time,
A,Artesia,01:32.3,
B,Eunice,01:34.6,
,,,
Mile Relay Medley,,,
Class,School,Time,
A,Silver City Western,03:46.4,
B,Carrizozo,03:53.2,
,,,
Mile Relay,,,
Class,School,Time,
A,Highland,03:29.7,
B,Albuquerque Indian School,03:39.1,
,,,
Shot Put,,,
Class Name,School,Distance,
A Hardin,Cobre,49’-04”,
B Fred Kennedy,Fort Sumner,47’-11.50”,
,,,
Discus,,,
Class Name,School,Distance,
A Dewey Bohling,Highland,159’-04”,
B Fred Kennedy,Fort Sumner,132’-00”,
,,,
Long Jump,,,
Class Name,School,Distance,
A  Jom Bevers,Lovington,22’-00.875”,
B Jon Sanders,Vaughn,23’-00.875”,
,,,
High Jump,,,
Class Name,School,Distance,
A Barry Stone,Portales,6’-04.625”,
B Jon Sanders,Vaughn,5”-11.75”,
,,,
Pole Vault,,,
Class Name,School,Distance,
A Freddie Sanders,Artesia,12’-01.50”,
B Ronnie Shoemaker,Fort Sumner,11’-01.50”,
,,,
Javelin,,,
Class Name,School,Distance,
A Fred McDowell,Highland,174’-10.75”,
B Wilmer Lyles,Santa Rosa,154’-04.50”,
1954 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
A Anthony Gray  Highland  10.1,,,
B Bill Crenshaw  Fort Sumner  10.4,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
A Gerald Williams  Highland 22.8,,,
B Max Irwin  Eunice  23.0,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
A Gene Emmett  Carlsbad 50.6,,,
B Max Irwin  Eunice  53.4,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
A Heil  Highland 2:03.6,,,
B Jim Payne  Capitan 2:04.3,,,
,,,
Mile Run,,,
Class Name School  Time,,,
A Ortega  Raton4:46.1,,,
B Pahona Santa Fe Indian School  4:43.9,,,
,,,
120 Y High Hurdles,,,
Class Name School  Time,,,
A Erwin Thompson  Highland  15.0,,,
B D. Widner Melrose  16.3,,,
,,,
180 Y M Low Hurdles (30”),,,
Class Name School  Time,,,
A Bob Schnurr Albuquerque  20.4,,,
B Earl Hedgecoke Fort Sumner  20.7,,,
,,,
440 Y Relay,,,
Class School  Time,,,
A Highland  43.9,,,
B Eunice  46.0,,,
880 Y Relay,,,
Class,School,Time,
A,Highland,01:31.4,
B,Eunice,01:35.6,
,,,
Mile Relay Medley,,,
Class,School,Time,
A,Highland,03:48.8,
B,Fort Sumner,03:45.1,
,,,
Mile Relay,,,
Class,School,Time,
A,Highland,03:34.3,
B,Lordsburg,03:42.1,
,,,
Shot Put,,,
Class Name,School,Distance,
A Stan Bazant,Highland,52’-08”,
B Wally Ferguson,Capitan,43’-05.50”,
,,,
Discus,,,
Class Name,School,Distance,
A Dewey Bohling,Highland,148’-09.75”,
B Wodell,Eunice,129’-01.625”,
,,,
Long Jump,,,
Class Name,School,Distance,
A  Anthony Gray,Highland,22’-05.125”,
B Jon Sanders,Vaughn,21’-09”,
,,,
High Jump,,,
Class Name,School,Distance,
A D. Parker,Highland,6’-02.50”,
B Aragon,Los Lunas,5’-11.50”,
,,,
Pole Vault,,,
Class Name,School,Distance,
A Schenck,Farmington,11’-07”,
B Rucker,Fort Sumner,11’-01.50”,
,,,
Javelin,,,
Class Name,School,Distance,
A Buster Quist,Albuquerque,166’-03”,
B Simpson,Corona,154’-11.875”,
1953 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Tommy McDonald  Highland  10.0,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Tommy McDonald  Highland  22.2,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Emmet  Carlsbad  52.4,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Dan Tidwell Weed2:06.2,,,
,,,
Mile Run,,,
Name School  Time,,,
Ben Shendo Bernalillo 4:44.7,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Dick McAlpine  Alamogordo 14.8,,,
,,,
180 Y M Low Hurdles,,,
Name School  Time,,,
Tommy McDonald  Highland  19.6,,,
,,,
440 Y Relay,,,
School  Time,,,
Highland  44.5,,,
,,,
880 Y Relay,,,
School  Time,,,
Highland 1:32.3,,,
,,,
Mile Relay Medley,,,
School  Time,,,
Highland  1:32.3,,,
1952 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Vic Zurcher  Highland  10.2,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Vic Zurcher  Highland 22.5,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Truett Hilliard  Portales  50.6,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Cipriano Martinez St. Michael’s 2:02.8,,,
,,,
Mile Run,,,
Name School  Time,,,
Billy Hicks  Carrizozo 4:46.5,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Eddie RogersGallup  15.3,,,
,,,
180 Y M Low Hurdles,,,
Name School  Time,,,
Don Ball Carlsbad  20.3,,,
,,,
880 Y Relay,,,
School  Time,,,
Highland  1:32.2,,,
,,,
Shot Put,,,
Name School  Distance,,,
Eugene Darling  Portales  48’-04.875”,,,
,,,
Discus,,,
Name School  Distance,,,
Jack Glover  Las Cruces  143’-09.25”,,,
Long Jump,,,
,Name,School,Distance
,Romero,Menaul,20’-10.625”
,,,
High Jump,,,
,Name,School,Distance
,Rusche,Jal,5’-08.75”
,,,
Pole Vault,,,
,Name,School,Distance
,Nieman,Santa Fe,10’-09”
,Stevens,Gallup,10’-09”
,,,
Javelin,,,
,Name,School,Distance
,Tenorio,Santa Fe Indian School,155’-06”
1941 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Bud Wilborn  Alamogordo 11.0,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Ray  Jal 23.3,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Tony RomeroAIS  53.5,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Velasquez Menaul  2:10.0,,,
,,,
Mile Run,,,
Name School  Time,,,
Edwards  Fort Sumner  4:44.5,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Paige Christiansen  Santa Fe 15.7,,,
,,,
200 Y M Low Hurdles,,,
Name School  Time,,,
Stoltz Hobbs24.6,,,
,,,
880 Y Relay,,,
School  Time,,,
Santa Fe  1:40.3,,,
,,,
Shot Put,,,
Name School  Distance,,,
Bud Wilborn  Alamogordo 45’-04”,,,
,,,
Discus,,,
Name School  Distance,,,
McQuinn  Farmington  132’-05”,,,
Long Jump,,,
,Name,School,Distance
,McQuin,Farmington,20’-00.50”
,,,
High Jump,,,
,Name,School,Distance
,Crockett,Hope,5’-08”
,,,
Pole Vault,,,
,Name,School,Distance
,Crockett,Hope,10’-09”
,,,
Javelin,,,
,Name,School,Distance
,Tafoya,McCurdy,150’-06”
1940 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Frank Carr  Alamogordo  10.5,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Frank Carr  Alamogordo 23.3,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Frank Carr  Alamogordo 51.1,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Martinez Menaul 2:04.6,,,
,,,
Mile Run,,,
Name School  Time,,,
LewisSanta Fe Indian School  4:35.5,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Bill Zahn  Jal 16.7,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Frank Thompson  Texico  27.2,,,
,,,
880 Y Relay,,,
School  Time,,,
Jal 1:36.5,,,
,,,
Shot Put,,,
Name School  Distance,,,
Alfredo Tafoya  McCurdy 44’-11.75”,,,
,,,
Discus,,,
Name School  Distance,,,
Steve Johnson  Albuquerque  125’-01”,,,
Long Jump,,,
,Name,School,Distance
,Timm,Fort Sumner,19’-08”
,,,
High Jump,,,
,Name,School,Distance
,Crockett,Carlsbad,5’-06.25”
,,,
Pole Vault,,,
,Name,School,Distance
,Andrews,Santa Fe,11’-00.50”
,,,
Javelin,,,
,Name,School,Distance
,Stan Senter,Albuquerque,161’-08”
1939 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Dunlap  Albuquerque  10.5,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Frank Carr  Alamogordo 23.2,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Romero AIS  54.0,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Louie Chavez  Albuquerque  2:08.2,,,
,,,
Mile Run,,,
Name School  Time,,,
LewisSFIS  4:42.2,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Hock  Hobbs  26.3,,,
,,,
880 Y Relay,,,
School  Time,,,
Carlsbad  1:37.5,,,
,,,
Shot Put,,,
Name School  Distance,,,
Hock  Hobbs41’-04”,,,
,,,
Discus,,,
Name School  Distance,,,
Mike Lucero St. Mike’s  132’-10”,,,
Long Jump,,,
,Name,School,Distance
,W.B. James,Fort Wingate,21’-02.75”
,,,
High Jump,,,
,Name,School,Distance
,Price,Menaul,5’-08”
,,,
Pole Vault,,,
,Name,School,Distance
,Fitzsimmons,Carlsbad,11’-04”
,,,
Javelin,,,
,Name,School,Distance
,Harold Hudson,Hot Springs,177’-11”
1938 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Oliver  Las Cruces  10.4,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Reams  Dexter  23.0,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Havins  Hope  52.9,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Carl McAdoo  Hobbs2:03.50,,,
,,,
Mile Run,,,
Name School  Time,,,
E. Dell Treacy  Estancia  4:31.2,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Ralph Baggett  Hobbs15.4,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Ralph Baggett  Hobbs25.8,,,
,,,
880 Y Relay,,,
School  Time,,,
Hobbs  ?,,,
,,,
Shot Put,,,
Name School  Distance,,,
Morris  Tatum  48’-08.325,,,
,,,
Discus,,,
Name School  Distance,,,
O. Widener Floyd 111’,,,
Long Jump,,,
,Name,School,Distance
,Ralph Baggett,Hobbs,21’-08”
,,,
High Jump,,,
,Name,School,Distance
,Ralph Baggett,Hobbs,6’-01”
,,,
Pole Vault,,,
,Name,School,Distance
,Harrison,Holene,11’-04”
,,,
Javelin,,,
,Name,School,Distance
,O. Widener,Floyd,168’-06”
1937 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Marion Plomteaux Albuquerque  10.2,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Marion Plomteaux Albuquerque 22.7,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Reynolds Albuquerque  53.5,,,
,,,
880 Y Dash,,,
Name School  Time,,,
LewisSanta Fe Indian School  2:06.5,,,
,,,
Mile Run,,,
Name School  Time,,,
Ken Begay  Santa Fe Indian School  4:37.0,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Ralph Baggett  Hobbs15.7,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Ralph Baggett  Hobbs26.3,,,
,,,
880 Y Relay,,,
School  Time,,,
Albuquerque  1:35.0,,,
,,,
Shot Put,,,
Name School  Distance,,,
Adams  Floyd44’-01.50”,,,
,,,
Discus,,,
Name School  Distance,,,
Wedel  Grady 116’-06.50”,,,
Long Jump,,,
,Name,School,Distance
,Ralph Baggett,Hobbs,21’-05.50”
,,,
High Jump,,,
,Name,School,Distance
,Ralph Baggett,Hobbs,5’-10.50”
,,,
Pole Vault,,,
,Name,School,Distance
,Jimmy Pappan,Albuquerque,11’-06.25”
,,,
Javelin,,,
,Name,School,Distance
,K. Widener,Floyd,155’-10”
1936 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Stockton  Magdalena  10.5,,,
,,,
220 Y Dash,,,
Name School  Time,,,
Goodwill  Albuquerque  23.4,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Brackton  Hobbs53.3,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Wesley  Burke Indian  2:04.0,,,
,,,
Mile Run,,,
Name School  Time,,,
Ken Begay  Santa Fe Indian School  4:45.7,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Robin KnightAlbuquerque  16.6,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
MillerFloyd27.0,,,
,,,
880 Y Relay,,,
School  Time,,,
Albuquerque  1:38.5,,,
,,,
Shot Put,,,
Name School  Distance,,,
HaskeAIS  46’-11.25”,,,
,,,
Discus,,,
Name School  Distance,,,
K. Widener  Floyd116’-00”,,,
Long Jump,,,
,Name,School,Distance
,Robin Knight,Albuquerque,22’-01.25
,,,
High Jump,,,
,Name,School,Distance
,Ralph Baggett,Hobbs,5’-11.125”
,,,
Pole Vault,,,
,Name,School,Distance
,Volk,Menaul,11’-00.50”
,Jimmy Pappan,Albuquerque,11’-00.50”
,Hill,Santa Fe,11’-00.50”
,,,
Javelin,,,
,Name,School,Distance
,K. Widener,Floyd,172’-07”
1935 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
Dickie Hammill Las Cruces  10.3,,,
,,,
220 Y Dash,,,
Name School  Time,,,
MyersGadsden  23.6,,,
,,,
440 Y Dash,,,
Name School  Time,,,
Tal Gooding  Albuquerque  52.5,,,
,,,
880 Y Dash,,,
Name School  Time,,,
Bond  Las Vegas  2:10.5,,,
,,,
Mile Run,,,
Name School  Time,,,
PierceMenaul  4:44.1,,,
,,,
120 Y High Hurdles,,,
Name School  Time,,,
Widener  Floyd16.5,,,
,,,
220 Y M Low Hurdles,,,
Name School  Time,,,
Dunnegan  Carlsbad  26.3,,,
,,,
880 Y Relay,,,
School  Time,,,
Gadsden  1:38.5,,,
,,,
Shot Put,,,
Name School  Distance,,,
Jones  Carlsbad  44’-11”,,,
,,,
Discus,,,
Name School  Distance,,,
Ball Santa Fe Indian School  117’-08”,,,
Long Jump,,,
,Name,School,Distance
,Gardner,Las Cruces,21’-03.75
,,,
High Jump,,,
,Name,School,Distance
,Castillo,Belen,5’-07”
,,,
Pole Vault,,,
,Name,School,Distance
,Robertson,Hot Springs,11’-04.80”
,,,
Javelin,,,
,Name,School,Distance
,Ball,Santa Fe Indian School,175’-00”
1934 Boys Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Name School  Time,,,
