MEET, ,EVENT,YEAR,PLACING,ATHLETE,SCHOOL,PERFORMANCE,,,,FN,
States,,Mile Relay,1975,3,"Keyes, Cheryl",Warren,4:22.4,,,,,
States,,Mile Relay,1975,3,"Burns, Joanne",Warren,,,,, ,
States,,Mile Relay,1975,3,Heaney,Warren,,,,,fn,
States,,Mile Relay,1975,3,Hindle,Warren,,,,,fn,
States,,Mile Relay,1975,4,"DeRita, Carolyn",South Kingstown,4:22.5,,,,,
States,,Mile Relay,1975,4,"Dunlap, Anita",South Kingstown,,,,,,
States,,Mile Relay,1975,4,Priest,South Kingstown,,,,,fn,
States,,Mile Relay,1975,4,Moore,South Kingstown,,,,,fn,
States,,Mile Relay,1975,5,"Balchunas, Ellen",North Kingstown,4:32.6,,,,,
States,,Mile Relay,1975,5,Kennedy,North Kingstown,,,,,fn,
States,,Mile Relay,1975,5,"Jennings, Brenda",North Kingstown,,,,,,
States,,Mile Relay,1975,5,Crombie,North Kingstown,,,,,fn,
States,,Mile Relay,1975,6,"Matteson, Lisa",Lincoln,4:35.9,,,, ,
States,,Mile Relay,1975,6,"Sullivan, Maura",Lincoln,,,,, ,
States,,Mile Relay,1975,6,"Welsh, Carol",Lincoln,,,,, ,
States,,Mile Relay,1975,6,"Ryan, Patti",Lincoln,,,,, ,
States,,Shot Put,1976,1,"Michael, Kim",St. Xavier's,"37'2 3/4""",11.34 m,,,,
States,,Shot Put,1976,2,"DeVecchis, Gina",St. Mary's - Bayview,"35'0 3/4""",10.68 m,,,,
States,,Shot Put,1976,3,"Burns, Lisa",Westerly,"34'1 1/4""",10.39 m,,,,
States,,Shot Put,1976,4,"Gallagher, Kelly",Toll Gate,"34'0 1/4""",10.37 m,,,,
States,,Shot Put,1976,5,"Butler, Mary Lou",South Kingstown,"33'10 3/4""",10.33 m,,, ,
States,,Shot Put,1976,6,"Dandeneau, Claire",Mount Pleasant,"32'10 1/4""",10.01 m,,, ,
States,,Shot Put,1976,7,"Doncaster, Barbara",Rogers,"32'6""",9.90 m,,,,
States,,Shot Put,1976,8,"Rajotte, Patricia",North Kingstown,"32'1 1/4""",9.78 m,,, ,
States,,Shot Put,1976,9,"Garcia, T",East Providence,"31'6 3/4""",9.62 m,,,fn,
States,,Shot Put,1976,10,"Anderson, Robin",Lincoln,"31'0 1/4""",9.45 m,,, ,
States,,Shot Put,1976,11,"Rizzini, Elizabeth",Ponaganset,"30'7 1/2""",9.33 m,,, ,
States,,Shot Put,1976,12,"Moody, Debbie",North Kingstown,"30'5 1/2""",9.28 m,,, ,
States,,Shot Put,1976,13,"Maguire, Kathy",East Greenwich,"30'3 3/4""",9.24 m,,, ,
States,,Shot Put,1976,14,"Paquette, Lisa",Middletown,"30'0 1/2""",9.15 m,,, ,
States,,Shot Put,1976,15,"Browning, Val",South Kingstown,"29'8""",9.04 m,,, ,
States,,Shot Put,1976,16,"Douglas, Phyliss",Rogers,"29'5 1/4""",8.97 m,,, ,
States,,Shot Put,1976,17,"Metcalf, Holly",Lincoln School,"28'5 1/2""",8.67 m,,, ,
States,,Shot Put,1976,18,LaDouceur,East Greenwich,"28'3 1/2""",8.62 m,,,fn,
States,,Shot Put,1976,19,Harding,Lincoln School,"28'0 3/4""",8.55 m,,,fn,
States,,Shot Put,1976,20,"Dewhurst, Edith",Ponaganset,"27'11""",8.51 m,,, ,
States,,Shot Put,1976,21,Brown,Burrillville,"27'9 3/4""",8.47 m,,,fn,
States,,Shot Put,1976,22,Caruolo,East Providence,"27'6 1/2""",8.39 m,,,fn,
States,,Shot Put,1976,23,"Warren, Dana",Barrington,"27'4 1/4""",8.33 m,,,,
States,,Shot Put,1976,24,Lombardo,Warren,"27'2 3/4""",8.30 m,,,fn,
States,,Shot Put,1976,25,"Nizolek, Joanne",Barrington,"27'1 1/4""",8.26 m,,, ,
States,,Shot Put,1976,26,Bullock,Warren,"26'6 3/4""",8.09 m,,,fn,
States,,Shot Put,1976,27,"Hawkins, Kathleen",Smithfield,"23'11 3/4""",7.31 m,,, ,
States,,Discus,1976,1,"Kulisch, Gail",Smithfield,"105'6""",32.16 m,,,,
States,,Discus,1976,2,"Warren, Dana",Barrington,"101'11""",31.06 m,,,,
States,,Discus,1976,3,"Maguire, Kathy",East Greenwich,"101'1""",30.81 m,,,,
States,,Discus,1976,4,"Browning, Val",South Kingstown,"101'0""",30.78 m,,, ,
States,,Discus,1976,5,"Michael, Kim",St. Xavier's,"100'9""",30.70 m,,,,
States,,Discus,1976,6,"Silvia, Debbie",Middletown,"99'6""",30.32 m,,,,
States,,Discus,1976,7,"Turnbull, Debbie",Barrington,"90'6 1/2""",27.59 m,,,,
States,,Discus,1976,8,Bullock,Warren,"88'3 1/2""",26.60 m,,,fn,
States,,Discus,1976,9,"DeVecchis, Gina",St. Mary's - Bayview,"87'1""",26.54 m,,,,
States,,Discus,1976,10,Ames,East Greenwich,"85'3""",25.98 m,,,fn,
States,,Discus,1976,11,"Kando, Janice",St. Mary's - Bayview,"85'1""",25.93 m,,, ,
States,,Discus,1976,12,"Corrigan, Brenda",Lincoln,"84'3 1/2""",25.68 m,,, ,
States,,Discus,1976,13,"Ceglarski, Mary Ann",Middletown,"83'4 1/2""",25.40 m,,, ,
States,,Discus,1976,14,"Douglas, Phyliss",Rogers,"82'11 1/2""",25.27 m,,, ,
States,,Discus,1976,T-15,"Atkins, S",East Greenwich,"82'6""",25.14 m,,,fn,
States,,Discus,1976,T-15,"Catterson, Stephanie",Mount Pleasant,"82'6""",25.14 m,,, ,
States,,Discus,1976,17,"Thayer, Nancy",Smithfield,"81'2""",24.74 m,,, ,
States,,Discus,1976,18,"Dinoto, Chris",Westerly,"78'11""",24.05 m,,, ,
States,,Discus,1976,19,"Anderson, Robin",Lincoln,"75'0 1/2""",22.86 m,,, ,
States,,Discus,1976,20,"Swiski, Carol",Cumberland,"74'7 1/2""",22.73 m,,, ,
States,,Discus,1976,21,"Dattoli, Lisa",Barrington,"74'5""",22.68 m,,, ,
States,,Discus,1976,22,"Tasich, Kitty",South Kingstown,"73'11 1/2""",22.53 m,,, ,
States,,Discus,1976,23,"Smiley, Janet",Lincoln,"72'10 1/2""",22.20 m,,, ,
States,,Discus,1976,24,"Croft, Donna",Smithfield,"70'6 1/2""",21.48 m,,, ,
States,,Discus,1976,25,"Rajotte, Patricia",North Kingstown,"67'7""",20.60 m,,, ,
States,,Discus,1976,26,"Jennings, Brenda",North Kingstown,"65'7""",19.99 m,,, ,
States,,Javelin (Old Standard),1976,1,"Burns, Lisa",Westerly,"110'10""",33.78 m,,,,
States,,Javelin (Old Standard),1976,2,"Drohan, Kathy",St. Xavier's,"107'0""",32.61 m,,,,
States,,Javelin (Old Standard),1976,3,"Duffy, Frances",St. Xavier's,"105'7""",32.18 m,,, ,
States,,Javelin (Old Standard),1976,4,"Douglas, Patti",Mount Pleasant,"104'10""",31.95 m,,,,
States,,Javelin (Old Standard),1976,5,"Norris, Carol An",South Kingstown,"100'7""",30.66 m,,, ,
States,,Javelin (Old Standard),1976,6,"Hanna, Jane",South Kingstown,"98'8""",30.07 m,,, ,
States,,Javelin (Old Standard),1976,7,"Kulisch, Gail",Smithfield,"94'7""",28.82 m,,,,
States,,Javelin (Old Standard),1976,8,"Hawkins, Kathleen",Smithfield,"93'3""",28.42 m,,, ,
States,,Javelin (Old Standard),1976,9,"Garvey, Mary",Ponaganset,"92'0""",28.04 m,,, ,
States,,Javelin (Old Standard),1976,10,"Stockwell, Cindy",Ponaganset,"91'4""",27.83 m,,, ,
States,,Javelin (Old Standard),1976,11,"Norden, Susan",Ponaganset,"90'2 1/2""",27.48 m,,, ,
States,,Javelin (Old Standard),1976,12,"Wood, Terry",Rogers,"90'1""",27.45 m,,, ,
States,,Javelin (Old Standard),1976,13,"Kando, Janice",St. Mary's - Bayview,"89'1 1/2""",27.16 m,,, ,
States,,Javelin (Old Standard),1976,14,"Anderson, Robin",Lincoln,"88'5""",26.95 m,,, ,
States,,Javelin (Old Standard),1976,15,LaDouceur,East Greenwich,"86'8""",26.41 m,,,fn,
States,,Javelin (Old Standard),1976,16,Garrahan,East Greenwich,"84'6""",25.75 m,,,fn,
States,,Javelin (Old Standard),1976,17,"Tipton, Karen",Middletown,"83'5""",25.42 m,,, ,
States,,Javelin (Old Standard),1976,18,"Dinoto, Chris",Westerly,"82'10""",25.24 m,,, ,
States,,Javelin (Old Standard),1976,T-19,"Smith , Deborah",Middletown,"82'1""",25.02 m,,, ,
States,,Javelin (Old Standard),1976,T-19,"Warren, Dana",Barrington,"82'1""",25.02 m,,, ,
States,,Javelin (Old Standard),1976,21,"Douglas, Phyliss",Rogers,"80'0 1/2""",24.39 m,,, ,
States,,Javelin (Old Standard),1976,22,"Kirwin, Lynn",East Greenwich,"79'9 1/2""",24.32 m,,, ,
States,,Javelin (Old Standard),1976,23,"Mason, Marjorie",Barrington,"74'4""",22.65 m,,, ,
States,,Javelin (Old Standard),1976,24,"Nelson, Kimberly",North Kingstown,"72'11""",22.22 m,,, ,
States,,Javelin (Old Standard),1976,25,"Faria, Donna",East Providence,"58'11""",17.95 m,,, ,
States,,High Jump,1976,1,"Miller, Julie",Barrington,"5'1""",1.54 m,,,,
States,,High Jump,1976,2,"Deason, Jean",Barrington,"5'1""",1.54 m,,,,
States,,High Jump,1976,3,"Faria, Donna",East Providence,"5'0""",1.52 m,,,,
States,,High Jump,1976,4,"Azzinaro, Lynn",Westerly,"4'11""",1.50 m,,,,
States,,High Jump,1976,5,"Harrison, Beth",East Greenwich,"4'11""",1.50 m,,,,
States,,High Jump,1976,T-6,"Brand, Karen",Burrillville,"4'10""",1.47 m,,,,
States,,High Jump,1976,T-6,"Murphy, Cindy",South Kingstown,"4'10""",1.47 m,,,,
States,,High Jump,1976,8,"Baguchinsky, Lisa",Ponaganset,"4'8""",1.42 m,,, ,
States,,High Jump,1976,9,"Doncaster, Barbara",East Providence,"4'8""",1.42 m,,,,
States,,High Jump,1976,10,Harding,Lincoln School,"4'8""",1.42 m,,,fn,
States,,High Jump,1976,11,"Coppa, Susan",St. Mary's - Bayview,"4'8""",1.42 m,,, ,
States,,High Jump,1976,T-12,"Beckett, Louise",East Providence,"4'6""",1.37 m,,, ,
States,,High Jump,1976,T-12,"Headle, Mary",Middletown,"4'6""",1.37 m,,, ,
States,,High Jump,1976,T-12,"Hersey, Cathy",Middletown,"4'6""",1.37 m,,, ,
States,,High Jump,1976,T-12,"Peckham, Susan",Barrington,"4'6""",1.37 m,,, ,
States,,High Jump,1976,T-12,Trimble,St. Mary's - Bayview,"4'6""",1.37 m,,,fn,
States,,High Jump,1976,17,"Burnett, Colleen",East Greenwich,"4'6""",1.37 m,,, ,
States,,High Jump,1976,T-18,"Thayer, Ida",Barrington,"4'6""",1.37 m,,, ,
States,,High Jump,1976,T-18,Webster,St. Mary's - Bayview,"4'6""",1.37 m,,,fn,
States,,High Jump,1976,20,"Ostiguy, Susan",Lincoln,"4'6""",1.37 m,,, ,
States,,High Jump,1976,T-21,"Foley, Susan",Ponaganset,"4'6""",1.37 m,,, ,
States,,High Jump,1976,T-21,"Leonard, Ann",Cumberland,"4'6""",1.37 m,,, ,
States,,High Jump,1976,23,"Andrews, Lisa",Ponaganset,"4'4""",1.32 m,,, ,
States,,High Jump,1976,24,"Woodcome, Elizabeth",St. Mary's - Bayview,"4'4""",1.32 m,,, ,
States,,High Jump,1976,25,"Raiche, Janet",Rogers,"4'4""",1.32 m,,, ,
States,,High Jump,1976,26,"Catterson, Stephanie",Mount Pleasant,"4'4""",1.32 m,,, ,
States,,High Jump,1976,x,"Zarchen, Ann",South Kingstown,nh,,,, ,
States,,Long Jump,1976,1,"Catuogno, Carolyn",Smithfield,"18'1""",5.51 m,,,,
States,,Long Jump,1976,2,"Shoemo, Diane",Mount Pleasant,"17'10""",5.43 m,,,,
States,,Long Jump,1976,3,"Rose, Shirley",Warren,"17'8 1/2""",5.39 m,,,,
States,,Long Jump,1976,4,"Brown, Whitney",North Kingstown,"17'3 1/4""",5.26 m,,,,
States,,Long Jump,1976,5,"Ward, Deborah",Burrillville,"16'8 3/4""",5.10 m,,,,
States,,Long Jump,1976,6,"Kirwin, Lynn",East Greenwich,"16'4 3/4""",4.99 m,,, ,
States,,Long Jump,1976,7,"Harris, Stephanie",St. Xavier's,"16'4 1/2""",4.99 m,,, ,
States,,Long Jump,1976,8,"Gasbarro, Jane",Barrington,"16'3 1/2""",4.96 m,,, ,
States,,Long Jump,1976,9,"Boyle, Beth",Smithfield,"16'3""",4.95 m,,, ,
States,,Long Jump,1976,T-10,"Luciano, Debbie",Warren,"16'0 3/4""",4.89 m,,, ,
States,,Long Jump,1976,T-10,"Phayre, Kerry",St. Xavier's,"16'0 3/4""",4.89 m,,, ,
States,,Long Jump,1976,T-12,"Strafish, Doris",Westerly,"15'9 1/2""",4.81 m,,, ,
States,,Long Jump,1976,T-12,"Smith, Diane",Smithfield,"15'9 1/2""",4.81 m,,, ,
States,,Long Jump,1976,14,"Shea, Betty",Cumberland,"15'8""",4.77 m,,, ,
States,,Long Jump,1976,15,"Lynch, Joan",Rogers,"15'7 3/4""",4.77 m,,, ,
States,,Long Jump,1976,16,"Azzinaro, Lynn",Westerly,"15'7""",4.75 m,,, ,
States,,Long Jump,1976,17,"Johnson, Diane",Mount Pleasant,"15'6""",4.72 m,,,,
States,,Long Jump,1976,18,"Ostiguy, Susan",Lincoln,"15'5 3/4""",4.71 m,,, ,
States,,Long Jump,1976,19,"Abbatematteo, Cheryl",Ponaganset,"15'4""",4.67 m,,,,
States,,Long Jump,1976,20,"Daucaunas, Susan",Toll Gate,"15'4""",4.67 m,,, ,
States,,Long Jump,1976,21,"McKiel, Janice",South Kingstown,"15'3 3/4""",4.66 m,,, ,
States,,Long Jump,1976,22,Duarte,East Providence,"14'11 3/4""",4.56 m,,,fn,
States,,Long Jump,1976,23,"Baker, Patty",Barrington,"14'11 1/2""",4.56 m,,, ,
States,,Long Jump,1976,24,"Metcalf, Holly",Lincoln School,"14'11""",4.54 m,,, ,
States,,Long Jump,1976,25,McDonald,East Greenwich,"14'9""",4.49 m,,,fn,
States,,Long Jump,1976,26,"Nelson, Kimberly",North Kingstown,"14'6""",4.42 m,,, ,
States,,Long Jump,1976,T-27,"Ryzewicz, Debbie",Burrillville,"14'2 1/2""",4.33 m,,, ,
States,,Long Jump,1976,T-27,"Foley, Susan",Ponaganset,"14'2 1/2""",4.33 m,,, ,
States,,50 Yard Hurdles,1976,1,"Rose, Shirley",Warren,7.2,7.2 semi,7.2 quarters,7.2 trial,,
States,,50 Yard Hurdles,1976,2,"Brown, Whitney",North Kingstown,7.3,7.2 semi,7.6 quarters,7.4 trial,,
States,,50 Yard Hurdles,1976,3,"Corrigan, Brenda",Lincoln,7.5,7.2 semi,7.2 quarters,7.4 trial,,
States,,50 Yard Hurdles,1976,4,"Lipinski, Ellen",East Greenwich,7.5,7.5 semi,7.7 quarters,7.8 trial,,
States,,50 Yard Hurdles,1976,5,"McMahon, Brenda",Barrington,7.8,nt semi,7.6 quarters,7.6 trial,,
States,,50 Yard Hurdles,1976,6,"Berlam, Patricia",Toll Gate,9.0,7.6 semi,7.9 quarters,8.1 trial,,
States,,50 Yard Hurdles,1976,7,"Smith, Diane",Smithfield,,7.7 semi,7.5 quarters,7.8 trial, ,
States,,50 Yard Hurdles,1976,8,"DeSimone, Doria",Westerly,,7.9 semi,7.8 quarters,7.9 trial, ,
States,,50 Yard Hurdles,1976,9,"Gass, Darlene",Mount Pleasant,,8.0 semi,8.0 quarters,7.5 trial, ,
States,,50 Yard Hurdles,1976,10,"Murphy, Cindy",South Kingstown,,8.2 semi,8.0 quarters,8.2 trial, ,
States,,50 Yard Hurdles,1976,T-11,"Mellor, Elizabeth",East Greenwich,,8.4 semi,7.8 quarters,7.8 trial, ,
States,,50 Yard Hurdles,1976,T-11,"Migliaccio, Lynda",Barrington,,8.4 semi,7.8 quarters,8.0 trial, ,
States,,50 Yard Hurdles,1976,T-13,"DeRita, Carolyn",South Kingstown,,,8.1 quarters,8.1 trial, ,
States,,50 Yard Hurdles,1976,T-13,"Kay, Stephanie",Cumberland,,,8.1 quarters,8.1 trial, ,
States,,50 Yard Hurdles,1976,T-15,"Kee, Kim",Barrington,,,8.2 quarters,8.3 trial, ,
States,,50 Yard Hurdles,1976,T-15,Greene,St. Mary's - Bayview,,,8.2 quarters,8.5 trial,fn,
States,,50 Yard Hurdles,1976,T-15,"Moneypenny, Susan",Westerly,,,8.2 quarters,8.2 trial, ,
States,,50 Yard Hurdles,1976,18,"Daucaunas, Susan",Toll Gate,,,8.3 quarters,8.0 trial, ,
States,,50 Yard Hurdles,1976,19,"Terranova, Marie",Westerly,,,8.4 quarters,8.8 trial, ,
States,,50 Yard Hurdles,1976,20,"Jeffries, Janet",South Kingstown,,,8.5 quarters,8.0 trial, ,
States,,50 Yard Hurdles,1976,21,"Tipton, Karen",Middletown,,,8.8 quarters,8.6 trial, ,
States,,50 Yard Hurdles,1976,T-22,Souls,East Greenwich,,,8.9 quarters,8.3 trial,fn,
States,,50 Yard Hurdles,1976,T-22,"Houlihan, Theresa",Rogers,,,8.9 quarters,8.3 trial, ,
States,,50 Yard Hurdles,1976,24,Ducharme,Burrillville,,,nt quarters,8.2 trial,fn,
States,,50 Yard Hurdles,1976,25,"Ryzewicz, Debbie",Burrillville,,,,8.3 trial, ,
States,,50 Yard Hurdles,1976,26,"Jordan, G",Mount Pleasant,,,,8.3 trial,fn,
States,,50 Yard Hurdles,1976,T-27,"D'Angelo, Diane",Smithfield,,,,8.5 trial, ,
States,,50 Yard Hurdles,1976,T-27,"Hersey, Cathy",Middletown,,,,8.5 trial, ,
States,,50 Yard Hurdles,1976,29,"Stockwell, Cindy",Ponaganset,,,,8.6 trial, ,
States,,50 Yard Hurdles,1976,30,"Butler, Donna",St. Xavier's,,,,8.7 trial, ,
States,,50 Yard Hurdles,1976,31,"Storey, Alicia",St. Mary's - Bayview,,,,9.3 trial, ,
States,,50 Yards,1976,1,"Watkins, Dhana",Mount Pleasant,6.1,6.2 semi,6.4 quarters,6.3 trial,,
States,,50 Yards,1976,2,"Catuogno, Carolyn",Smithfield,6.1,6.2 semi,6.3 quarters,6.2 trial,,
States,,50 Yards,1976,3,"Jones, Pamela",Mount Pleasant,6.4,6.2 semi,6.3 quarters,6.2 trial,,
States,,50 Yards,1976,4,"Luciano, Debbie",Warren,6.4,6.4 semi,6.4 quarters,6.3 trial,,
States,,50 Yards,1976,5,"Beezer, Jane",Barrington,6.4,6.5 semi,6.3 quarters,6.5 trial,,
States,,50 Yards,1976,6,"Richardson, Thomasina",St. Xavier's,6.5,6.6 semi,6.4 quarters,6.3 trial,,
States,,50 Yards,1976,T-7,"Abbatematteo, Cheryl",Ponaganset,,6.6 semi,6.4 quarters,6.6 trial,,
States,,50 Yards,1976,T-7,"Peckham, Susan",Barrington,,6.6 semi,6.7 quarters,6.6 trial, ,
States,,50 Yards,1976,T-7,"Brown, Whitney",North Kingstown,,6.6 semi,6.4 quarters,6.5 trial, ,
States,,50 Yards,1976,T-7,"Smith, Brenda",Westerly,,6.6 semi,6.5 quarters,6.8 trial, ,
States,,50 Yards,1976,T-7,"Azzinaro, Cheryl",Westerly,,6.6 semi,6.6 quarters,6.4 trial,,
States,,50 Yards,1976,12,"Harris, Stephanie",St. Xavier's,,6.7 semi,6.4 quarters,6.5 trial, ,
States,,50 Yards,1976,13,"Olson, Donna",East Providence,,,6.5 quarters,6.7 trial, ,
States,,50 Yards,1976,T-14,"Palmer, Liz",Barrington,,,6.6 quarters,7.0 trial, ,
States,,50 Yards,1976,T-14,"DeSimone, Doria",Westerly,,,6.6 quarters,6.8 trial, ,
States,,50 Yards,1976,T-14,"Ward, Deborah",Burrillville,,,6.6 quarters,6.8 trial, ,
States,,50 Yards,1976,T-17,McDonald,East Greenwich,,,6.7 quarters,6.8 trial,fn,
States,,50 Yards,1976,T-17,"Cabral, Sheila",Smithfield,,,6.7 quarters,6.9 trial, ,
States,,50 Yards,1976,T-17,Duarte,East Providence,,,6.7 quarters,6.8 trial,fn,
States,,50 Yards,1976,20,Brown,Burrillville,,,6.8 quarters,6.9 trial,fn,
States,,50 Yards,1976,21,"Silvia, Debbie",Rogers,,,6.8 quarters,6.8 trial, ,
States,,50 Yards,1976,22,"Headle, Mary",Middletown,,,6.9 quarters,6.6 trial, ,
States,,50 Yards,1976,T-23,Generau,St. Mary's - Bayview,,,7.0 quarters,6.8 trial,fn,
States,,50 Yards,1976,T-23,"Silvia, Debbie",Middletown,,,7.0 quarters,6.8 trial, ,
States,,50 Yards,1976,T-25,"Torres, Doris",South Kingstown,,,,7.0 trial, ,
States,,50 Yards,1976,T-25,Palmer,Barrington,,,,7.0 trial,fn,
States,,50 Yards,1976,T-25,"Parks, Donna",Smithfield,,,,7.0 trial, ,
States,,50 Yards,1976,28,"Mellor, Elizabeth",East Greenwich,,,,NT trial, ,
States,,100 Yards,1976,1,"Watkins, Dhana",Mount Pleasant,11.1,11.8 semi,11.2 trial,,,
States,,100 Yards,1976,2,"Hanstine, Liz",North Kingstown,11.4,11.6 semi,11.7 trial,,,
States,,100 Yards,1976,3,"Miller, Julie",Barrington,11.7,11.8 semi,11.8 trial,,,
States,,100 Yards,1976,4,"Richardson, Thomasina",St. Xavier's,12.1,11.5 semi,11.8 trial,,,
States,,100 Yards,1976,5,"Azzinaro, Lynn",Westerly,12.2,11.8 semi,11.9 trial,,,
States,,100 Yards,1976,6,"Boyle, Beth",Smithfield,12.6,12.1 semi,11.8 trial,,,
States,,100 Yards,1976,7,"Johnson, Diane",Mount Pleasant,,11.9 semi,11.8 trial,,,
States,,100 Yards,1976,8,"Luciano, Debbie",Warren,,12.1 semi,11.9 trial,, ,
States,,100 Yards,1976,9,"Gass, Darlene",Mount Pleasant,,12.1 semi,12.4 trial,, ,
States,,100 Yards,1976,10,"Smith, Brenda",Westerly,,12.3 semi,12.0 trial,,fn ,
States,,100 Yards,1976,11,"Dennis, Debbie",Middletown,,12.5 semi,12.2 trial,, ,
States,,100 Yards,1976,12,"Shea, Betty",Cumberland,,12.5 semi,12.1 trial,, ,
States,,100 Yards,1976,13,"Peckham, Susan",Barrington,,,12.1 trial,, ,
States,,100 Yards,1976,T-14,"Harris, Stephanie",St. Xavier's,,,12.3 trial,, ,
States,,100 Yards,1976,T-14,"Olson, Donna",East Providence,,,12.3 trial,, ,
States,,100 Yards,1976,T-16,"Graham, Vanessa",Middletown,,,12.4 trial,, ,
States,,100 Yards,1976,T-16,"Rake, Stephanie",North Kingstown,,,12.4 trial,, ,
States,,100 Yards,1976,T-16,Brown,Burrillville,,,12.4 trial,,fn,
States,,100 Yards,1976,T-16,"Svenevik, Marie",Toll Gate,,,12.4 trial,,,
States,,100 Yards,1976,T-16,"Silvia, Debbie",Rogers,,,12.4 trial,, ,
States,,100 Yards,1976,T-21,McDonald,East Greenwich,,,12.5 trial,,fn,
States,,100 Yards,1976,T-21,Duarte,East Providence,,,12.5 trial,,fn,
States,,100 Yards,1976,T-21,"Baguchinsky, Lisa",Ponaganset,,,12.5 trial,, ,
States,,100 Yards,1976,24,Dymsza,East Greenwich,,,12.7 trial,,fn,
States,,220 Yards,1976,1,"Watkins, Dhana",Mount Pleasant,25.7,,,,,
States,,220 Yards,1976,2,"Jones, Pamela",Mount Pleasant,26.0,,,,,
States,,220 Yards,1976,3,"Hanstine, Liz",North Kingstown,26.3,,,,,
States,,220 Yards,1976,4,"Shoemo, Diane",Mount Pleasant,27.1,,,,,
States,,220 Yards,1976,5,"Rose, Shirley",Warren,27.8,,,,,
States,,220 Yards,1976,6,"Bertone, Judy",St. Mary's - Bayview,28.1,,,,,
States,,220 Yards,1976,7,"Boyle, Beth",Smithfield,28.2,,,, ,
States,,220 Yards,1976,8,"Kirwin, Lynn",East Greenwich,28.3,,,, ,
States,,220 Yards,1976,T-9,"Brand, Karen",Burrillville,28.4,,,, ,
States,,220 Yards,1976,T-9,"Azzinaro, Lynn",Westerly,28.4,,,, ,
States,,220 Yards,1976,11,"Phayre, Kerry",St. Xavier's,28.6,,,, ,
States,,220 Yards,1976,12,"Beckett, Louise",East Providence,28.6,,,, ,
States,,220 Yards,1976,13,"Svenevik, Marie",Toll Gate,28.8,,,,,
States,,220 Yards,1976,14,"Shea, Betty",Cumberland,29.0,,,, ,
States,,220 Yards,1976,T-15,"McKiel, Janice",South Kingstown,29.1,,,, ,
States,,220 Yards,1976,T-15,"Ryzewicz, Debbie",Burrillville,29.1,,,, ,
States,,220 Yards,1976,T-17,"Priest, Sherry",South Kingstown,29.3,,,, ,
States,,220 Yards,1976,T-17,"Baguchinsky, Lisa",Ponaganset,29.3,,,, ,
States,,220 Yards,1976,T-17,"Jennings, Monica",North Kingstown,29.3,,,, ,
States,,220 Yards,1976,20,"Silvia, Debbie",Rogers,29.4,,,,,
States,,220 Yards,1976,21,"Baker, Patty",Barrington,29.7,,,, ,
States,,220 Yards,1976,22,"Pursley, Kim",Ponaganset,29.8,,,, ,
States,,220 Yards,1976,23,"Corrigan, Brenda",Lincoln,29.9,,,, ,
States,,220 Yards,1976,24,"Hussey, Robin",Middletown,30.3,,,, ,
States,,440 Yards,1976,1,"Shoemo, Diane",Mount Pleasant,1:02.1,,,,,
States,,440 Yards,1976,2,"Cataldo, Janice",St. Xavier's,1:02.4,,,,,
States,,440 Yards,1976,3,"Casanova, Lisa",Barrington,1:03.0,,,,,
States,,440 Yards,1976,4,"Chapin, Nancy",Barrington,1:04.5,,,,,
States,,440 Yards,1976,5,"Berlam, Pat",Toll Gate,1:04.9,,,,,
States,,440 Yards,1976,6,"Bertone, Judy",St. Mary's - Bayview,1:05.5,,,,,
States,,440 Yards,1976,7,"Trambukis, Joanne",East Providence,1:05.6,,,, ,
States,,440 Yards,1976,8,"O'Neil, Karen",East Greenwich,1:06.7,,,, ,
States,,440 Yards,1976,9,"Cottrell, Greta",North Kingstown,1:07.0,,,, ,
States,,440 Yards,1976,T-10,"Andrade, Debbie",Warren,1:07.2,,,, ,
States,,440 Yards,1976,T-10,"Thayer, Ida",Barrington,1:07.2,,,, ,
States,,440 Yards,1976,12,"Paolucci, Paula",St. Mary's - Bayview,1:07.4,,,, ,
States,,440 Yards,1976,13,"Renson, Tammy",Middletown,1:07.6,,,, ,
States,,440 Yards,1976,14,"Harrison, Beth",East Greenwich,1:07.7,,,, ,
States,,440 Yards,1976,T-15,"Lynch, Joan",Rogers,1:07.9,,,, ,
States,,440 Yards,1976,T-15,"Torres, Doris",South Kingstown,1:07.9,,,, ,
States,,440 Yards,1976,T-17,"Benoit, Jenny",Westerly,1:08.1,,,, ,
States,,440 Yards,1976,T-17,"Norton, Barbara",Cumberland,1:08.1,,,, ,
States,,440 Yards,1976,19,"Kennally, Elizabeth",St. Mary's - Bayview,1:08.8,,,, ,
States,,440 Yards,1976,20,"Ostiguy, Susan",Lincoln,1:09.3,,,, ,
States,,440 Yards,1976,21,"MacDonald, D",Smithfield,1:09.7,,,,fn,
States,,440 Yards,1976,T-22,"Foley, Susan",Ponaganset,1:09.8,,,, ,
States,,440 Yards,1976,T-22,"Tucker, Cynthia",Ponaganset,1:09.8,,,, ,
States,,440 Yards,1976,24,"Brand, Karen",Burrillville,1:10.4,,,, ,
States,,440 Yards,1976,25,Palmer,Cumberland,1:11.8,,,,fn,
States,,440 Yards,1976,26,Tallmadge,Toll Gate,72.4,,,,fn,
States,,880 Yards,1976,1,"Faria, Donna",East Providence,2:21.0,,,,,
States,,880 Yards,1976,2,"Douglas, Patti",Mount Pleasant,2:25.7,,,,,
States,,880 Yards,1976,3,"Ratcliffe, Susan",Cumberland,2:28.0,,,,,
